id,conc_pc,length_micron
3323,2.5,2882.3
2983,1.5,2654.7
3337,0.0,2754.3
2065,2.5,2359.8
2408,1.5,2279.0
2737,0.0,2409.9
528,1.5,1937.4
1009,2.5,1959.0
82,1.5,2562.4
3641,2.5,2230.9
627,1.5,2508.1
1975,0.0,2711.2
1889,1.5,2176.2
1462,0.0,2396.3
1106,1.5,2341.8
117,0.0,2462.5
2900,2.5,2568.0
2864,1.5,2052.7
923,2.0,2604.1
720,2.0,2537.7
1393,2.5,2318.4
1281,2.0,2196.4
1641,1.5,2625.3
3201,0.0,2088.2
1321,2.5,2229.7
1003,2.0,2313.4
3617,2.5,2742.3
1382,2.5,1955.8
2972,0.0,2850.9
1874,0.0,2659.1
713,2.5,2464.6
3936,1.5,2447.0
3424,2.5,2631.9
3059,0.0,2599.2
2688,2.5,2506.8
254,0.0,2728.2
794,0.0,2395.6
1449,2.5,2522.6
591,2.5,2102.1
911,1.5,2438.8
855,1.5,2198.7
1151,2.0,1520.3
1650,2.0,2456.9
2736,0.0,2792.4
2808,2.5,2197.4
776,0.0,2190.1
1807,2.5,2344.8
1690,1.5,2520.1
3365,0.0,2493.2
3798,2.0,2046.8
1503,1.5,1999.6
541,0.0,2422.0
2393,0.0,2838.1
1938,0.0,2468.8
1514,0.0,2457.4
482,2.5,2017.5
3814,1.5,2484.2
1336,0.0,2294.5
537,1.5,2865.5
200,0.0,2426.5
2222,2.0,1899.1
1676,2.0,1807.8
578,1.5,2665.1
3521,1.5,2225.6
3349,2.0,2173.2
3599,1.5,2398.5
2095,0.0,2832.2
1163,2.5,2238.5
1608,1.5,2530.0
3173,2.0,2594.9
3234,2.0,2499.4
961,0.0,2353.3
2239,2.0,2497.1
2073,2.5,2429.3
1425,0.0,3158.0
3914,2.0,2164.4
412,2.0,2335.5
1099,0.0,2256.0
2793,1.5,1787.7
1065,0.0,2336.6
3549,2.5,2076.5
1861,1.5,2776.9
2040,1.5,2182.8
3725,0.0,2331.3
2162,1.5,2069.1
1396,2.5,1795.9
2718,2.0,2243.4
1960,2.5,2366.7
3031,0.0,2572.6
3608,2.0,2360.2
2190,1.5,2715.7
2553,1.5,2106.5
657,2.0,2444.0
2527,0.0,2256.5
3486,1.5,2713.9
1609,1.5,2010.2
2450,2.0,2452.0
49,1.5,2395.9
1625,1.5,2183.8
866,0.0,3060.5
317,2.0,2324.1
110,1.5,2562.3
3225,2.5,1990.0
1607,2.5,1988.4
1229,0.0,2687.8
3106,2.5,2309.5
1218,0.0,2108.6
475,0.0,2510.0
1778,0.0,2682.4
2531,1.5,2307.9
2122,0.0,2398.6
3791,2.0,2178.3
1796,2.0,2163.6
1443,2.0,2375.9
606,0.0,2127.7
3970,2.5,2142.1
1187,2.0,1879.2
2461,1.5,2573.5
2440,0.0,2433.2
2872,2.5,2810.2
2301,0.0,2089.5
3573,0.0,2111.7
761,2.0,2621.5
652,0.0,2214.8
3820,2.5,2117.8
2550,2.5,2166.4
3615,1.5,2834.9
3697,2.5,1515.6
655,0.0,2220.3
1686,2.5,1623.7
2329,2.0,2325.2
138,1.5,2487.0
3471,2.5,2500.7
1006,2.0,2342.2
1419,1.5,2428.3
1103,0.0,2435.5
548,1.5,2491.5
2055,0.0,2776.7
2227,1.5,2355.8
3563,0.0,2563.7
2497,2.0,2322.9
1141,1.5,2845.5
419,1.5,2507.1
839,2.0,2036.0
487,0.0,2341.6
552,0.0,2280.2
1312,0.0,2433.3
605,2.0,2079.8
2595,2.0,2303.5
1633,2.5,2130.9
3659,2.5,2080.2
1982,1.5,2375.4
1455,1.5,2538.1
3075,2.0,1482.2
2612,2.5,1901.8
1155,2.0,2856.8
1842,2.0,2043.1
1713,2.5,2248.0
158,0.0,2373.3
199,2.0,2260.2
