id,conc_pc,length_micron
1668,1.5,2465.7
3062,2.5,2217.2
2056,2.5,1861.1
1112,1.5,2284.9
962,0.0,2602.4
570,2.5,1732.1
43,2.0,2046.8
497,0.0,2629.6
2860,0.0,2359.1
3246,2.0,2384.2
2636,0.0,2668.2
1527,2.5,1841.8
259,2.0,2380.6
184,2.0,2504.2
524,2.5,2185.0
6,1.5,2612.4
363,0.0,1979.1
2943,2.5,2527.4
1831,2.5,2980.4
1611,2.0,2000.4
2783,2.0,2382.7
2364,1.5,2845.8
1582,0.0,2296.3
2282,0.0,2885.1
3424,2.5,2631.9
3789,2.5,2475.7
3880,0.0,1871.7
3573,0.0,2111.7
3661,0.0,2230.5
3623,2.0,2405.7
1347,2.5,2123.0
1309,2.0,2501.2
1640,1.5,2502.1
3834,2.5,1954.4
3222,1.5,2577.0
3858,2.0,2552.1
2262,1.5,2445.5
3563,0.0,2563.7
1903,2.0,2258.4
3069,0.0,2555.4
2313,2.0,2279.5
1579,2.5,2111.3
73,2.5,2568.3
2285,1.5,2332.3
216,2.0,2559.9
1440,2.0,2328.6
3547,0.0,3009.2
2993,2.5,1884.3
3288,2.0,2261.3
1098,0.0,2504.4
5,0.0,2745.9
775,0.0,2901.9
3874,1.5,2657.0
3543,2.0,2382.7
2930,2.0,2223.6
3560,0.0,2137.9
459,0.0,2423.5
1214,1.5,2162.6
1655,0.0,2734.2
2893,2.0,1818.5
817,0.0,1963.3
1068,2.0,2386.1
3072,1.5,2549.9
3956,0.0,2769.8
232,2.5,1927.1
3670,1.5,2547.0
1989,0.0,2786.4
1188,2.5,2036.7
1206,2.5,2288.9
2732,1.5,2671.7
2642,0.0,1937.0
1386,1.5,2698.0
2707,2.5,2018.4
872,2.0,2325.6
581,1.5,2430.8
1417,2.0,2053.3
2003,2.5,2017.6
414,2.0,2439.3
2004,1.5,1927.9
337,1.5,2346.2
2152,0.0,2589.1
840,2.0,1746.3
2584,0.0,2263.1
251,0.0,2842.7
2608,2.5,2306.7
1489,2.5,2190.3
2755,0.0,2394.2
3591,0.0,2326.0
3046,2.0,2489.3
315,0.0,2404.7
31,0.0,2647.5
3512,2.0,2314.5
393,1.5,2273.3
2952,2.5,1679.3
509,2.5,1886.3
2335,0.0,2449.3
469,1.5,2990.0
1097,2.0,2099.6
1761,2.0,1893.7
2192,2.5,1688.3
643,1.5,2697.6
3141,2.0,2031.1
771,0.0,2347.6
2720,1.5,2452.6
1894,2.5,2259.2
3774,1.5,2332.5
730,2.5,2237.3
3947,2.0,2317.6
137,1.5,1969.7
150,2.0,2567.7
1083,1.5,2396.6
3795,2.0,2203.8
3322,1.5,2240.2
2252,1.5,2397.2
609,1.5,2329.2
2242,2.5,1540.9
104,2.0,2199.1
496,2.0,2690.7
631,1.5,2472.6
1369,1.5,2351.4
3594,2.5,2374.4
1413,0.0,2379.2
2472,2.0,1946.8
2334,2.5,2069.2
3240,1.5,1964.9
879,0.0,2335.9
904,2.5,2408.9
362,1.5,2117.2
2556,0.0,2364.8
3529,0.0,2731.4
2410,1.5,2590.2
3854,2.0,2485.0
2985,2.0,2262.3
67,2.5,1819.3
1941,2.5,1987.4
2676,1.5,2397.7
3711,2.5,1854.6
1918,2.5,3116.8
2296,2.0,1918.1
1623,0.0,2134.0
2100,0.0,2601.7
1723,2.0,2259.2
1231,2.0,2872.9
2963,2.0,2242.4
1285,1.5,2364.1
1753,2.0,2176.2
1822,0.0,2285.8
2976,2.5,1891.9
1647,2.5,2126.6
1460,2.0,2472.3
3485,1.5,2169.4
2852,0.0,2411.4
1394,2.0,2143.5
1290,2.5,2219.1
799,2.0,2077.9
2384,0.0,2320.5
3182,2.0,2280.6
3379,0.0,2053.9
1243,2.5,2044.3
1388,1.5,2286.0
