id,conc_pc,length_micron
3509,0.0,2455.1
3508,1.5,2971.0
835,2.0,2062.0
2444,0.0,2319.7
563,1.5,2450.7
98,1.5,2649.2
3801,2.0,2383.9
1715,2.5,1966.6
2364,1.5,2845.8
740,0.0,2194.4
1956,2.5,2984.0
1292,0.0,2238.2
1622,2.0,2196.0
769,1.5,2127.0
3594,2.5,2374.4
3667,2.5,2313.4
2438,2.0,1877.8
3061,2.5,1743.5
1479,1.5,2188.9
2036,2.5,2524.6
10,0.0,2189.6
927,2.5,2102.2
659,2.0,2014.0
1705,0.0,2495.1
1862,1.5,2362.1
3506,2.0,2569.2
564,0.0,2520.7
1013,0.0,2309.2
877,0.0,2674.5
1945,0.0,2424.1
2211,0.0,2505.7
1891,1.5,2111.0
2553,1.5,2106.5
702,2.0,2189.2
1653,2.5,2319.2
1081,2.0,2462.7
2929,1.5,3001.0
1639,0.0,2845.4
1146,0.0,2271.4
2413,1.5,2304.1
1795,2.0,1990.0
3442,2.5,2289.9
999,0.0,2494.5
3700,2.5,1600.1
798,2.5,2127.7
1233,0.0,1963.4
32,0.0,2261.7
2219,1.5,2001.8
116,1.5,2745.4
2466,1.5,2417.1
1315,0.0,2759.4
2183,1.5,2280.6
323,2.0,2404.4
3216,2.0,2307.2
2367,0.0,2415.0
3527,2.0,2505.6
706,2.0,2266.2
1039,0.0,2395.7
1225,1.5,2454.5
1988,2.5,2533.8
2481,1.5,2425.9
2387,0.0,2226.5
1266,0.0,2408.5
476,2.5,2758.9
2493,0.0,1698.9
997,1.5,2320.8
1425,0.0,3158.0
2235,2.0,2387.4
203,2.0,2219.6
3062,2.5,2217.2
990,1.5,1798.3
3953,2.5,1970.4
1849,2.0,2913.6
2895,2.5,2161.1
3348,0.0,2499.7
3698,0.0,2366.9
1963,0.0,2822.1
1732,2.0,2100.9
3846,2.0,2345.4
2267,1.5,1773.0
1172,2.5,1949.3
2887,0.0,1673.2
943,0.0,2130.2
787,1.5,2462.0
157,1.5,2112.6
2113,0.0,2467.4
705,2.0,2306.3
3284,0.0,2256.8
1812,0.0,2275.7
2531,1.5,2307.9
3977,0.0,2727.3
3570,2.5,1777.5
122,2.0,2082.3
2244,0.0,2079.6
1843,2.5,2617.0
424,2.5,2469.6
3588,1.5,2394.3
2645,2.0,1985.9
2689,2.5,2450.7
2713,0.0,2665.9
392,0.0,2414.7
1138,2.5,2041.8
906,0.0,1885.1
25,2.0,1929.0
2392,1.5,2640.1
3811,0.0,2886.1
43,2.0,2046.8
3386,1.5,2860.0
2461,1.5,2573.5
2103,2.5,2066.8
51,2.5,1683.6
3200,1.5,2395.3
1152,1.5,2250.0
2431,1.5,2741.1
3142,2.0,2086.0
1579,2.5,2111.3
3590,2.5,2927.7
3591,0.0,2326.0
1457,1.5,2123.0
2278,1.5,2443.7
3055,0.0,2477.6
2820,1.5,2583.1
2442,0.0,2831.6
47,2.5,1993.6
1717,2.5,2652.0
2340,1.5,2359.0
2891,0.0,2659.2
3128,1.5,2656.4
2846,1.5,2370.2
2792,2.5,2381.5
3222,1.5,2577.0
2416,0.0,2667.9
1441,2.5,2397.9
3587,0.0,2030.6
2503,1.5,2306.2
107,0.0,2495.2
2761,0.0,2700.5
1876,2.0,2256.8
28,0.0,2212.4
2988,2.5,2234.2
654,2.0,2151.7
3060,1.5,2496.6
2371,1.5,2363.9
854,1.5,2361.5
158,0.0,2373.3
3541,0.0,2299.7
620,1.5,2519.4
1471,2.0,1681.9
26,2.5,2121.3
3400,1.5,2685.5
732,2.5,2281.4
2124,2.0,2464.2
3842,0.0,2378.8
2685,2.0,1840.3
3650,1.5,2541.5
2771,2.5,1800.6
2126,2.0,2623.3
428,2.0,2180.4
205,1.5,2652.3
2123,1.5,2417.2
