id,conc_pc,length_micron
855,1.5,2198.7
723,0.0,2824.5
650,0.0,2126.7
3082,1.5,2420.9
2283,2.0,1970.9
3798,2.0,2046.8
2372,2.5,2370.4
704,1.5,2458.4
3609,2.0,2222.0
2962,1.5,2089.9
2099,1.5,2373.2
788,0.0,1865.5
2522,2.5,1935.3
2723,2.5,2331.2
727,2.5,2346.7
3788,0.0,2412.4
152,0.0,2246.8
3011,1.5,2942.5
618,1.5,2529.5
924,2.5,2124.2
999,0.0,2494.5
1643,2.5,1717.1
2905,2.0,2516.3
2051,2.0,2451.4
3814,1.5,2484.2
3955,2.5,2244.1
503,2.5,2317.5
1041,2.5,2375.6
1745,2.5,1672.8
492,1.5,3123.1
2251,2.5,2116.0
733,2.5,2430.0
3806,2.0,1783.0
1487,2.0,2361.4
726,0.0,2148.2
1799,0.0,2423.1
3452,1.5,2302.7
3553,2.0,2670.7
2093,2.0,2241.0
416,0.0,2617.1
3327,0.0,2395.3
1705,0.0,2495.1
3809,0.0,2203.1
1223,0.0,2218.2
2810,2.0,2253.8
983,2.5,1907.0
1780,0.0,3032.9
2281,0.0,2039.2
528,1.5,1937.4
2357,2.5,2427.3
2317,1.5,2080.7
1437,2.0,2235.9
1751,2.0,2508.7
3407,2.0,2266.8
3197,2.0,2385.3
2728,0.0,2113.9
872,2.0,2325.6
703,1.5,2719.4
229,2.5,2388.6
3156,1.5,1941.1
3784,1.5,2211.1
2708,2.0,2055.8
1560,1.5,2744.5
3112,1.5,2240.6
481,2.5,2291.1
2575,2.0,2413.4
714,0.0,2666.3
2222,2.0,1899.1
3895,2.5,2074.9
2944,1.5,2329.9
1147,1.5,2801.8
3641,2.5,2230.9
3921,2.0,2083.3
3178,1.5,2457.0
3805,2.5,2506.9
3998,2.0,2193.5
2820,1.5,2583.1
2994,2.0,2763.5
2185,2.0,2345.1
100,0.0,2258.5
3954,0.0,2232.8
1628,2.0,2238.5
2720,1.5,2452.6
3405,1.5,2302.4
950,1.5,1794.2
3419,2.0,2270.5
3575,0.0,2400.2
1454,1.5,2166.4
1822,0.0,2285.8
3919,2.0,2107.4
1603,2.5,2411.9
907,1.5,2408.4
2747,2.0,2253.7
1032,0.0,2250.0
1369,1.5,2351.4
1893,2.5,1740.3
2876,2.0,2747.0
1711,2.0,2269.6
3286,2.0,2173.2
1537,2.5,2082.9
530,0.0,2566.1
2418,0.0,2699.2
789,2.5,2357.6
796,2.5,1917.9
291,1.5,1934.5
2248,0.0,2236.6
3655,0.0,2437.1
3700,2.5,1600.1
3122,2.0,1984.1
1005,1.5,2390.1
808,1.5,2330.5
505,0.0,2361.1
708,2.5,2459.5
164,0.0,2763.5
3092,2.5,2333.1
1791,0.0,2605.7
3404,2.0,2650.6
44,1.5,2402.9
2845,1.5,2006.1
3341,2.5,2374.5
1418,2.0,2094.0
2380,2.5,2450.5
959,2.0,2328.6
1657,2.5,2598.1
702,2.0,2189.2
3058,1.5,2515.3
21,2.0,2537.4
3958,0.0,2767.5
227,0.0,2292.2
1494,1.5,2245.8
3174,1.5,2681.7
3802,2.0,2087.7
3544,2.0,2443.6
2937,2.0,2507.7
2821,1.5,2867.0
1081,2.0,2462.7
1786,0.0,2235.7
3346,2.5,2303.6
3470,2.0,1873.7
422,0.0,2288.2
475,0.0,2510.0
3366,2.5,2412.7
135,2.5,1945.2
2926,2.5,2717.6
1672,2.0,1482.8
3698,0.0,2366.9
840,2.0,1746.3
2585,2.5,2166.9
1057,1.5,2447.6
1014,2.5,2170.1
261,2.5,2424.0
3016,0.0,2870.2
2729,2.0,2156.2
160,2.5,1620.7
611,2.5,2919.5
3905,1.5,2164.9
1989,0.0,2786.4
1353,2.0,2377.5
2829,2.0,2470.8
1184,1.5,2138.6
