id,conc_pc,length_micron
807,2.0,1836.1
3116,2.5,2029.1
2641,2.0,2772.2
3448,0.0,2501.3
868,2.0,2120.0
3430,2.5,2363.2
884,2.0,2529.4
1986,0.0,2093.8
1503,1.5,1999.6
3292,2.5,2391.5
816,0.0,2369.8
116,1.5,2745.4
2516,2.5,1727.9
2441,2.0,2984.0
981,2.0,1772.5
669,2.5,2328.5
3244,2.5,1836.7
854,1.5,2361.5
1718,2.0,2446.4
3329,2.5,2297.6
1256,2.0,2269.6
3170,2.0,2422.7
1102,2.5,2855.9
1625,1.5,2183.8
273,2.5,1873.3
2774,2.0,2145.6
794,0.0,2395.6
2645,2.0,1985.9
284,2.0,1951.1
360,2.5,2208.1
2711,2.0,2182.3
3445,2.5,2643.1
989,2.0,2306.8
2656,0.0,2738.0
2534,2.5,2314.9
1383,2.0,2239.1
1686,2.5,1623.7
3534,1.5,2229.2
2566,2.0,2432.7
3892,1.5,2556.4
2077,1.5,2263.9
2465,2.0,2443.7
3212,2.5,2204.0
2140,2.5,2008.7
2545,0.0,1940.8
3958,0.0,2767.5
2779,1.5,1957.6
3943,2.0,2911.9
30,2.0,2152.9
1367,1.5,2297.1
2191,1.5,2337.0
37,0.0,2245.1
753,2.5,2119.7
3841,2.0,2319.3
427,0.0,2500.4
3397,2.0,2345.5
2486,2.0,2356.9
1465,1.5,2254.5
1399,2.5,2471.4
143,0.0,3157.9
3698,0.0,2366.9
3018,2.0,2005.2
1454,1.5,2166.4
2026,2.5,2561.4
1334,1.5,2095.6
1407,0.0,2022.7
891,1.5,1647.0
418,0.0,2723.5
2033,0.0,2442.5
3513,2.0,2501.8
1548,1.5,2450.7
64,0.0,2908.2
1248,1.5,2203.3
2936,2.5,2388.3
1612,1.5,2344.1
2533,1.5,1995.4
718,1.5,2164.2
2885,0.0,2152.7
2634,1.5,2329.0
1662,2.0,2009.5
1237,1.5,2397.9
2216,2.5,2432.3
3367,0.0,2272.2
756,1.5,2568.7
1222,2.5,1964.0
2089,2.5,1823.0
1079,0.0,2575.4
2472,2.0,1946.8
1240,2.0,2356.4
135,2.5,1945.2
333,2.5,1817.8
1863,0.0,2684.3
2222,2.0,1899.1
3479,1.5,2506.5
3177,0.0,2295.1
3605,0.0,1746.0
1810,1.5,2349.4
3072,1.5,2549.9
79,0.0,2740.1
1500,2.5,2782.8
3376,2.5,2355.2
2152,0.0,2589.1
86,2.5,2079.0
971,2.5,1828.8
3281,2.0,2105.5
2687,0.0,2299.3
350,2.0,2277.5
3851,2.0,2194.8
1792,2.5,1996.8
1409,2.5,2342.9
1924,2.5,1531.1
2700,2.5,2397.7
2849,0.0,2315.0
973,0.0,3126.2
3583,1.5,2582.3
3499,0.0,2218.1
948,1.5,2309.2
2016,1.5,2291.9
2095,0.0,2832.2
2755,0.0,2394.2
1114,2.0,2443.2
2025,1.5,1801.6
2117,0.0,2533.1
2234,2.5,2152.2
1613,2.5,1934.4
2347,0.0,2151.2
3816,1.5,2775.4
972,2.0,2417.7
3526,1.5,2589.9
1188,2.5,2036.7
2856,1.5,2154.8
3929,1.5,2435.2
2821,1.5,2867.0
1082,0.0,2312.9
1274,0.0,2695.4
3063,1.5,2273.9
1025,1.5,2354.9
1880,1.5,2493.8
442,0.0,2475.2
729,0.0,2283.3
2667,0.0,2611.3
2479,0.0,2288.2
1132,0.0,2426.2
3797,0.0,2345.6
160,2.5,1620.7
1552,0.0,1873.3
1538,2.0,2108.9
1480,2.5,2250.1
533,2.5,1891.6
1116,2.5,2368.1
1576,2.5,2083.9
3215,0.0,2452.9
878,2.0,2090.5
3684,1.5,2855.8
1469,2.0,2152.6
1341,0.0,2345.9
237,2.5,2131.6
3542,1.5,2938.3
1735,2.0,2514.0
1305,2.0,2143.4
