id,conc_pc,length_micron
85,2.5,2526.8
1026,2.0,2538.1
696,2.0,1847.6
2481,1.5,2425.9
3534,1.5,2229.2
712,1.5,2325.0
613,2.0,2008.1
2942,1.5,2260.8
2152,0.0,2589.1
2998,1.5,2012.6
1023,2.0,2206.1
944,1.5,3127.5
577,1.5,2331.5
2780,2.0,2676.4
3304,1.5,2204.2
2053,0.0,2564.7
790,2.5,1300.8
508,2.5,2856.9
2695,2.0,2436.1
2551,2.5,1605.9
3167,2.5,2523.0
967,2.5,1859.4
58,1.5,2218.7
1171,2.5,2612.4
3610,2.0,2177.0
820,1.5,2664.4
920,1.5,2543.5
3396,1.5,2074.0
3097,2.5,2281.9
2638,1.5,2674.9
2415,2.0,2297.0
836,0.0,2323.2
1118,2.0,2529.0
2350,0.0,2550.7
1309,2.0,2501.2
3058,1.5,2515.3
3010,2.5,2147.7
265,2.0,2034.2
3638,2.0,2417.2
3075,2.0,1482.2
3444,1.5,2221.5
3272,2.5,2118.7
1781,1.5,2672.1
2118,1.5,2319.4
2765,0.0,1800.2
1280,1.5,2042.5
1197,2.0,2118.5
660,0.0,2180.7
3539,2.5,2012.8
1938,0.0,2468.8
2274,0.0,2071.0
931,2.0,2187.3
2015,2.0,2483.5
3705,2.0,2405.9
946,1.5,2362.3
2676,1.5,2397.7
3842,0.0,2378.8
595,2.5,2223.3
1500,2.5,2782.8
1086,1.5,1988.4
60,1.5,2581.1
113,2.0,2402.0
3184,0.0,2395.0
3136,0.0,2627.0
812,2.0,2051.0
1115,1.5,2960.9
3700,2.5,1600.1
1958,2.0,2266.1
340,0.0,2533.6
3750,2.5,2349.1
14,2.0,2290.7
1167,2.5,1814.2
968,1.5,2095.3
725,1.5,2556.5
2319,2.0,1964.2
1555,2.0,2225.2
2169,0.0,2283.6
3551,1.5,2376.8
3224,0.0,2094.8
375,0.0,2388.4
3894,2.0,2005.4
1202,0.0,2172.4
3658,2.0,2192.2
2087,2.5,2411.8
1178,2.0,2075.9
1009,2.5,1959.0
1759,2.0,1897.9
3044,2.5,2486.6
2353,2.0,2395.9
3146,2.5,1446.1
763,1.5,2473.2
2037,2.5,1996.0
19,2.0,1853.4
2276,0.0,2477.0
3230,0.0,2099.3
3273,0.0,2567.5
541,0.0,2422.0
3532,0.0,2120.6
2255,2.0,2228.0
2867,0.0,2629.0
1785,2.5,2200.1
2747,2.0,2253.7
2244,0.0,2079.6
2299,2.0,2096.8
3381,0.0,2805.1
1694,1.5,1743.7
1259,0.0,2583.9
3316,2.0,2093.7
2553,1.5,2106.5
3745,1.5,2417.0
3287,2.5,2072.4
2691,0.0,1916.1
86,2.5,2079.0
1467,2.0,1935.2
1985,0.0,2613.0
3392,2.5,2914.2
872,2.0,2325.6
1460,2.0,2472.3
898,0.0,2463.9
2736,0.0,2792.4
2431,1.5,2741.1
3887,1.5,2476.4
551,1.5,2289.0
1284,2.5,2110.4
787,1.5,2462.0
1978,2.5,2250.8
2304,0.0,2057.2
3218,2.0,2369.8
3836,0.0,2618.6
1508,2.5,2414.4
3478,2.5,1944.3
2348,1.5,2366.2
1292,0.0,2238.2
1819,0.0,2500.6
3743,0.0,2670.2
1547,2.0,2515.8
1863,0.0,2684.3
362,1.5,2117.2
3740,0.0,2663.0
1556,2.5,2417.8
2275,2.0,1994.9
199,2.0,2260.2
3042,2.0,2213.8
3818,0.0,2150.2
2958,1.5,2750.7
11,1.5,2294.3
2122,0.0,2398.6
1860,1.5,2397.3
383,2.5,2336.0
2345,0.0,2807.2
3261,2.5,2061.1
2102,1.5,2354.7
3869,2.0,2485.6
3436,2.0,2069.7
1977,2.5,2204.8
2978,2.5,2291.1
3151,1.5,2533.9
711,2.0,2744.5
3360,2.0,2180.7
930,2.0,2266.4
