id,conc_pc,length_micron
1783,2.0,2371.4
2100,0.0,2601.7
3209,2.5,2231.9
685,2.5,1620.7
1080,0.0,2645.5
2178,2.5,2063.8
3911,2.5,2333.0
631,1.5,2472.6
3059,0.0,2599.2
330,0.0,2688.3
1106,1.5,2341.8
3444,1.5,2221.5
2133,2.0,2049.7
2988,2.5,2234.2
1077,0.0,2314.7
1679,2.0,2008.5
644,0.0,2735.9
2108,2.0,2387.8
1175,2.0,2326.6
2308,1.5,2920.0
3682,0.0,2516.1
3506,2.0,2569.2
2436,2.5,2364.5
287,2.5,2116.2
2143,2.5,2067.3
1943,1.5,1999.4
2817,1.5,2364.0
1292,0.0,2238.2
3791,2.0,2178.3
2458,2.5,2035.2
702,2.0,2189.2
2658,2.0,2434.5
3123,0.0,2457.8
2292,2.5,2443.9
505,0.0,2361.1
329,0.0,1991.1
278,1.5,1829.2
3126,2.0,2723.4
2724,1.5,2830.2
2335,0.0,2449.3
2187,2.0,2372.8
2205,1.5,2255.5
3569,2.0,2281.1
795,1.5,2331.2
1580,0.0,2417.7
2441,2.0,2984.0
1283,2.0,2646.7
3651,1.5,2555.7
3498,1.5,1830.4
2267,1.5,1773.0
2604,2.5,1975.2
1971,2.5,2370.0
1254,2.5,2010.2
3111,1.5,2169.8
626,1.5,2143.9
1955,2.0,2416.1
1365,2.0,2125.1
698,2.5,1970.5
1747,0.0,2617.1
1749,1.5,2076.5
2397,1.5,2938.6
2489,2.5,1812.8
961,0.0,2353.3
3579,2.0,2367.3
3120,2.5,2060.6
1072,0.0,2294.3
540,2.5,1532.2
614,1.5,2821.1
1744,1.5,2921.7
2993,2.5,1884.3
2076,0.0,2546.3
1240,2.0,2356.4
231,1.5,2388.1
3840,2.5,2118.0
3701,0.0,2179.8
2494,2.5,1825.0
810,2.0,2245.4
40,2.5,2598.4
1954,2.5,2141.7
187,0.0,3129.0
104,2.0,2199.1
1560,1.5,2744.5
635,2.0,2292.9
3662,2.5,2384.0
1704,2.0,2167.2
3189,0.0,2670.2
641,0.0,2367.2
1952,2.5,2191.0
3746,1.5,2303.3
796,2.5,1917.9
1152,1.5,2250.0
1570,0.0,2259.0
3769,2.0,1965.2
109,2.0,2140.4
1499,0.0,2364.6
1407,0.0,2022.7
3063,1.5,2273.9
1245,2.0,2295.4
622,0.0,2370.7
665,2.0,2365.1
1476,1.5,2080.2
2902,2.5,1952.3
325,2.5,2337.2
1602,0.0,2385.6
2029,2.0,2108.5
853,0.0,2690.0
3666,2.0,1977.8
366,1.5,2593.8
2225,2.5,2121.9
1267,2.5,2303.6
3877,2.5,2595.3
2456,1.5,2923.2
3206,2.5,1798.1
71,0.0,2463.8
2316,2.0,2270.9
2442,0.0,2831.6
2957,1.5,2343.4
1836,2.5,2282.8
1996,1.5,2629.6
704,1.5,2458.4
3963,2.5,2178.5
3706,1.5,2385.5
911,1.5,2438.8
567,1.5,2445.3
390,1.5,2244.7
2732,1.5,2671.7
3407,2.0,2266.8
3087,1.5,2742.1
2342,2.5,2175.4
353,2.5,2056.8
509,2.5,1886.3
3787,2.0,2809.3
1541,2.5,2159.1
2619,2.5,2657.8
2359,0.0,2466.4
2580,1.5,2173.0
16,0.0,2652.6
3168,2.0,2027.5
2369,2.0,2258.5
847,0.0,2456.5
2401,1.5,2170.1
3020,2.5,2054.0
4,0.0,2222.6
848,1.5,2301.7
2680,1.5,2625.8
3428,2.5,2062.3
1372,1.5,2348.7
766,1.5,2123.4
990,1.5,1798.3
3778,1.5,2399.8
181,1.5,2232.8
2168,2.5,2019.2
1961,1.5,2431.6
2288,1.5,1871.1
1304,2.0,2615.4
2628,2.0,2233.5
3649,1.5,2948.7
1167,2.5,1814.2
270,1.5,2682.3
2105,2.5,2709.0
