id,conc_pc,length_micron
2837,0.0,2538.9
2480,1.5,2130.1
1569,2.5,2252.5
2565,2.0,1945.6
3876,2.5,1723.3
3376,2.5,2355.2
1856,2.0,1828.3
3744,2.5,2541.0
1508,2.5,2414.4
3331,0.0,2089.6
3699,0.0,2644.0
2052,0.0,1859.5
3654,1.5,2045.6
3087,1.5,2742.1
3673,2.5,1944.1
393,1.5,2273.3
839,2.0,2036.0
428,2.0,2180.4
566,2.0,2550.6
3640,2.5,1487.6
1059,1.5,2673.0
1817,2.0,2366.1
3092,2.5,2333.1
1303,1.5,2368.6
2468,2.0,2617.2
3248,0.0,2484.4
1549,2.5,2299.4
1006,2.0,2342.2
1520,2.5,2415.7
496,2.0,2690.7
275,2.0,2232.3
2354,2.0,2927.7
734,2.0,2240.0
1219,2.0,2709.3
1741,2.5,1747.2
3980,2.5,2336.7
1292,0.0,2238.2
1710,2.0,2253.7
3995,1.5,2125.4
1483,0.0,2410.4
1692,0.0,2525.6
3803,2.0,2607.9
1876,2.0,2256.8
1918,2.5,3116.8
773,2.0,2471.1
1220,2.5,2474.4
3385,2.0,2593.5
1322,0.0,2663.8
2749,2.0,2104.6
577,1.5,2331.5
3564,2.0,3149.8
442,0.0,2475.2
672,2.5,1849.8
293,0.0,2084.7
238,1.5,2604.5
3306,2.5,2206.5
186,1.5,2165.1
3490,1.5,2742.0
3491,1.5,1562.5
2745,2.0,2275.5
2162,1.5,2069.1
3326,2.0,2205.6
2175,0.0,2680.6
381,0.0,2536.2
259,2.0,2380.6
1592,0.0,1990.0
3252,1.5,2724.6
1780,0.0,3032.9
2676,1.5,2397.7
1746,0.0,2378.2
703,1.5,2719.4
2533,1.5,1995.4
2919,1.5,2332.6
994,2.0,2094.6
22,0.0,2174.7
1955,2.0,2416.1
2240,2.0,1300.2
3526,1.5,2589.9
829,0.0,2063.3
1996,1.5,2629.6
30,2.0,2152.9
745,1.5,2438.8
1333,2.5,2196.0
2856,1.5,2154.8
462,0.0,2199.1
1584,2.5,2264.4
2286,2.5,2391.4
1320,1.5,2002.0
2161,2.5,2213.4
2333,2.0,2084.3
2950,2.0,2061.7
1285,1.5,2364.1
2182,1.5,2161.7
2039,1.5,1892.4
3205,2.5,2639.2
3002,0.0,2430.5
1009,2.5,1959.0
3678,1.5,2973.0
720,2.0,2537.7
2677,0.0,1770.0
3914,2.0,2164.4
2561,2.5,2189.3
3991,2.5,1944.0
3375,2.5,2258.8
3754,2.5,1971.6
277,2.5,1744.3
3909,2.0,2293.3
2092,1.5,2042.0
154,1.5,2645.3
1930,0.0,2159.7
2246,2.0,2232.3
477,1.5,2328.4
1879,0.0,2393.3
2212,1.5,2488.9
833,2.0,1881.3
3653,0.0,2002.5
1790,0.0,2372.9
590,0.0,2037.2
561,1.5,1777.6
2599,2.5,2037.0
3787,2.0,2809.3
1563,2.0,2198.3
86,2.5,2079.0
3899,2.0,2313.8
740,0.0,2194.4
390,1.5,2244.7
3724,2.5,2548.3
3477,2.0,2193.9
3067,2.5,1748.1
990,1.5,1798.3
3355,1.5,2445.0
2278,1.5,2443.7
951,0.0,2774.7
1331,1.5,2204.1
309,1.5,2417.5
735,1.5,2531.6
2184,1.5,2237.2
3432,2.0,1786.1
3642,2.5,2989.8
61,0.0,2248.6
3813,2.0,2294.2
3433,1.5,2425.2
1263,2.0,2662.1
2712,2.5,2085.3
3497,1.5,2258.0
2684,2.0,2454.6
3182,2.0,2280.6
1878,0.0,2142.2
575,2.5,2146.3
1308,2.5,1500.0
2097,1.5,2170.3
939,2.5,2232.0
302,2.5,2339.3
1318,1.5,2008.5
682,0.0,2306.2
107,0.0,2495.2
1119,1.5,2901.5
3502,0.0,2348.9
1565,2.5,2273.1
3613,2.5,1880.6
