id,conc_pc,length_micron
3372,0.0,2733.0
523,2.0,1840.0
3207,2.5,2301.7
834,2.0,1783.6
3903,2.0,2423.9
3332,1.5,2218.3
1518,2.5,2228.8
1853,0.0,2453.8
1742,2.5,1711.5
3155,2.5,2143.4
1344,1.5,2131.0
3368,1.5,2249.0
1415,2.0,1963.1
3114,2.5,2875.6
1626,0.0,2550.5
3141,2.0,2031.1
3220,0.0,2816.9
3097,2.5,2281.9
324,0.0,2714.1
1869,1.5,1942.4
2133,2.0,2049.7
3132,2.0,2056.3
3590,2.5,2927.7
3628,1.5,2800.5
100,0.0,2258.5
3483,2.0,2538.5
204,2.5,2269.0
1830,2.0,2185.4
2447,0.0,3218.0
1519,1.5,2376.0
748,1.5,2216.6
1205,1.5,2263.3
1315,0.0,2759.4
149,1.5,2677.5
788,0.0,1865.5
1744,1.5,2921.7
1491,2.0,2235.8
3157,2.5,2238.5
512,1.5,2247.7
3387,2.0,1960.3
1113,0.0,2885.6
2146,0.0,2103.4
3568,2.0,2033.4
1971,2.5,2370.0
1126,2.0,2169.2
2624,1.5,2033.3
753,2.5,2119.7
931,2.0,2187.3
2884,0.0,2104.0
2210,0.0,2626.8
900,2.5,1639.9
409,1.5,2402.8
2804,2.0,2907.2
1231,2.0,2872.9
1363,2.0,2574.0
1777,0.0,2194.9
48,2.0,1920.8
3992,1.5,2747.1
2534,2.5,2314.9
2993,2.5,1884.3
447,2.5,2577.9
3049,0.0,2121.1
3482,0.0,2632.2
3936,1.5,2447.0
159,1.5,2239.4
1547,2.0,2515.8
125,0.0,2233.1
1059,1.5,2673.0
2252,1.5,2397.2
1532,2.5,2415.9
3016,0.0,2870.2
3156,1.5,1941.1
1223,0.0,2218.2
3899,2.0,2313.8
524,2.5,2185.0
1923,2.5,2319.3
2305,2.0,2108.0
27,0.0,2634.1
722,2.5,2242.2
340,0.0,2533.6
3759,2.5,2539.5
3766,0.0,2719.0
2059,1.5,2536.4
3453,0.0,2530.1
3882,2.5,2409.2
3780,2.5,2459.9
1866,2.5,1918.5
2521,0.0,2656.2
3451,0.0,2033.6
3607,0.0,2706.6
358,0.0,2793.6
1411,2.0,2358.5
1422,0.0,1815.6
2242,2.5,1540.9
3252,1.5,2724.6
3209,2.5,2231.9
3481,0.0,2712.6
2370,1.5,2057.0
2399,2.0,2172.1
1165,0.0,2229.3
333,2.5,1817.8
47,2.5,1993.6
198,2.0,2460.2
906,0.0,1885.1
917,2.5,2161.7
2188,0.0,2554.8
1308,2.5,1500.0
2167,2.0,2369.0
1134,1.5,2334.2
3165,2.5,1957.4
2826,2.0,1797.0
2348,1.5,2366.2
1535,0.0,2845.1
2715,2.5,2315.6
1301,0.0,2792.4
290,2.0,2017.0
114,1.5,2239.2
170,2.5,2439.8
3384,0.0,2923.2
3684,1.5,2855.8
63,0.0,2134.2
3390,2.5,2765.2
2980,2.0,2317.1
3133,1.5,2528.1
2754,0.0,2863.7
174,1.5,2175.8
1033,2.5,2105.4
1788,1.5,2541.4
3416,2.0,2358.2
1484,0.0,2304.7
2878,0.0,2415.7
3054,1.5,2507.3
155,0.0,2307.0
1023,2.0,2206.1
1698,2.5,2513.5
463,1.5,2376.6
1627,1.5,1966.9
288,2.0,2544.0
1541,2.5,2159.1
1969,2.0,2323.2
833,2.0,1881.3
3498,1.5,1830.4
1091,1.5,2268.5
532,2.5,2419.6
1974,2.0,1890.2
3411,2.5,2005.5
1526,0.0,2329.6
534,2.0,2215.2
485,2.5,1982.9
2293,2.0,2293.3
2952,2.5,1679.3
1695,2.0,1897.2
2297,1.5,2690.7
1003,2.0,2313.4
2793,1.5,1787.7
1469,2.0,2152.6
402,2.5,1950.0
3042,2.0,2213.8
1092,2.0,2072.2
2915,2.0,2474.7
