id,conc_pc,length_micron
360,2.5,2208.1
1567,0.0,2822.6
3337,0.0,2754.3
2965,2.5,2274.6
1113,0.0,2885.6
691,0.0,1802.7
2217,1.5,2176.3
3240,1.5,1964.9
2798,1.5,2662.8
267,0.0,2593.7
3280,2.5,2199.1
190,2.0,2168.6
972,2.0,2417.7
262,1.5,2198.8
1750,0.0,2427.2
326,2.0,2243.4
2092,1.5,2042.0
3625,0.0,2629.7
1977,2.5,2204.8
1733,1.5,2506.1
2911,0.0,2304.9
1725,1.5,2868.7
2540,2.0,1950.3
3245,1.5,2767.0
349,2.0,1901.0
2452,2.0,2164.6
1959,2.5,1754.4
3204,2.5,2547.3
2219,1.5,2001.8
2916,1.5,2494.3
1121,2.5,2064.6
110,1.5,2562.3
3620,2.0,2706.3
3143,2.5,2452.8
3880,0.0,1871.7
2091,1.5,2416.9
2485,2.0,2150.9
173,1.5,2437.1
3571,2.5,2098.6
2991,2.0,2229.6
2034,0.0,2567.3
2243,2.5,1819.5
468,0.0,2302.0
142,2.0,2552.8
1903,2.0,2258.4
1009,2.5,1959.0
442,0.0,2475.2
1860,1.5,2397.3
1314,0.0,2486.1
886,0.0,2446.7
2089,2.5,1823.0
1836,2.5,2282.8
2885,0.0,2152.7
2460,2.0,1756.3
2222,2.0,1899.1
1158,2.5,2759.5
2318,1.5,2441.4
3389,0.0,2532.4
3546,2.0,2364.6
3933,2.0,2307.0
3255,2.0,2370.3
460,2.5,2387.3
68,1.5,1898.3
371,2.5,1274.8
226,2.5,2058.9
2899,2.0,2384.6
2972,0.0,2850.9
3390,2.5,2765.2
454,2.0,2174.3
138,1.5,2487.0
1543,2.5,2295.7
2703,1.5,2587.8
2960,2.0,2404.4
3742,0.0,2849.9
1921,0.0,2388.4
1693,1.5,2359.6
508,2.5,2856.9
1626,0.0,2550.5
1628,2.0,2238.5
3901,1.5,2281.5
1417,2.0,2053.3
500,0.0,2724.7
63,0.0,2134.2
2291,1.5,2903.0
3732,1.5,2057.4
3670,1.5,2547.0
1730,0.0,2396.3
1048,1.5,2495.2
1298,2.5,2365.5
1411,2.0,2358.5
200,0.0,2426.5
3263,2.5,2398.2
3039,1.5,2063.1
2112,2.0,2130.9
559,2.5,2218.6
838,1.5,1844.9
3047,1.5,2352.9
3875,0.0,2620.3
1345,2.5,2240.5
3743,0.0,2670.2
1809,2.5,1897.1
2026,2.5,2561.4
3107,1.5,2372.7
2475,0.0,2677.6
2645,2.0,1985.9
1760,1.5,2743.0
2678,1.5,2481.5
1514,0.0,2457.4
3037,1.5,2081.8
999,0.0,2494.5
922,1.5,2525.5
1230,0.0,2170.3
2929,1.5,3001.0
1,1.5,1974.2
2388,1.5,2567.7
2686,2.5,2388.2
3350,2.0,2077.4
2224,2.0,2477.6
3397,2.0,2345.5
997,1.5,2320.8
785,2.0,2137.4
1494,1.5,2245.8
1068,2.0,2386.1
2214,2.0,2272.9
3554,2.5,2506.5
1499,0.0,2364.6
1483,0.0,2410.4
612,1.5,2398.8
2237,2.0,2252.0
1859,1.5,2391.8
2191,1.5,2337.0
1000,2.0,2227.6
3740,0.0,2663.0
3555,2.0,2211.8
1728,2.5,1758.9
183,2.0,2226.3
1679,2.0,2008.5
58,1.5,2218.7
3117,2.0,1940.7
1424,2.0,2331.3
623,0.0,2177.4
1182,2.5,2221.5
2860,0.0,2359.1
3053,0.0,2783.0
1427,2.5,2086.2
2282,0.0,2885.1
2438,2.0,1877.8
221,2.0,2737.1
3804,1.5,2517.9
851,0.0,2256.0
3490,1.5,2742.0
3639,1.5,2345.0
2771,2.5,1800.6
702,2.0,2189.2
866,0.0,3060.5
963,2.0,2324.8
3827,0.0,2650.4
2942,1.5,2260.8
359,2.0,2154.2
1913,1.5,2958.9
