id,conc_pc,length_micron
624,1.5,2228.9
1107,0.0,2738.1
93,0.0,2454.7
2869,2.0,2219.2
2847,2.5,2082.0
739,1.5,2230.1
3636,1.5,2286.7
3875,0.0,2620.3
3855,1.5,2292.7
702,2.0,2189.2
2858,1.5,2583.2
2261,0.0,1920.6
2170,1.5,2614.2
1532,2.5,2415.9
3460,2.5,2161.0
271,2.0,2369.1
2976,2.5,1891.9
2974,2.0,2308.2
2347,0.0,2151.2
3149,2.0,2507.6
2246,2.0,2232.3
3406,2.0,2661.6
2103,2.5,2066.8
2960,2.0,2404.4
19,2.0,1853.4
3613,2.5,1880.6
2040,1.5,2182.8
1564,2.0,2562.4
3961,2.0,2586.1
2887,0.0,1673.2
3433,1.5,2425.2
1263,2.0,2662.1
1184,1.5,2138.6
2805,2.0,1827.8
2670,2.5,2315.2
1917,1.5,2605.8
1624,2.5,1882.5
54,2.0,2283.9
1402,2.0,2310.8
520,2.0,2349.5
2066,0.0,2441.9
2638,1.5,2674.9
2421,2.5,1960.5
3036,2.5,1661.7
893,0.0,2616.2
3276,0.0,1987.9
2360,2.5,2065.7
2470,0.0,2196.6
3475,2.0,2176.8
541,0.0,2422.0
802,2.5,2059.9
2359,0.0,2466.4
2596,2.0,2553.1
2390,1.5,2702.9
2870,2.0,2208.8
1674,1.5,2457.3
92,0.0,2475.8
1531,1.5,2407.9
810,2.0,2245.4
708,2.5,2459.5
1331,1.5,2204.1
3003,2.5,2400.3
2728,0.0,2113.9
36,2.0,2149.1
1877,0.0,2399.5
2372,2.5,2370.4
2607,0.0,2278.7
662,2.5,2119.6
371,2.5,1274.8
803,1.5,2372.2
1244,2.5,2621.9
61,0.0,2248.6
2830,2.5,2182.4
177,2.0,2115.8
2624,1.5,2033.3
3075,2.0,1482.2
1587,1.5,2567.7
1912,0.0,2366.8
1223,0.0,2218.2
1280,1.5,2042.5
318,1.5,2603.8
3515,0.0,2875.8
1250,1.5,2322.8
2289,0.0,2738.1
2043,2.5,2453.2
3540,2.0,2390.4
2377,1.5,2273.9
27,0.0,2634.1
2617,0.0,2796.6
2898,2.0,2337.2
47,2.5,1993.6
831,2.0,2391.4
648,2.0,2508.1
1399,2.5,2471.4
1457,1.5,2123.0
263,0.0,2385.6
2483,2.5,1864.1
799,2.0,2077.9
3953,2.5,1970.4
1411,2.0,2358.5
3360,2.0,2180.7
3643,2.5,1728.5
3521,1.5,2225.6
2720,1.5,2452.6
3612,2.0,2705.3
2787,2.0,2410.5
3090,2.0,2430.3
3783,2.5,2471.1
2020,1.5,2153.3
2005,0.0,2933.0
1036,0.0,2333.0
788,0.0,1865.5
1007,2.0,2686.5
1451,1.5,2436.6
3039,1.5,2063.1
2030,1.5,2245.3
3368,1.5,2249.0
1577,2.0,1835.8
3543,2.0,2382.7
3795,2.0,2203.8
2019,2.5,2568.2
3914,2.0,2164.4
1342,2.5,1872.5
3498,1.5,1830.4
1193,1.5,2519.3
2995,2.5,2153.8
1022,2.0,1898.0
500,0.0,2724.7
863,0.0,2642.3
1017,0.0,2598.4
3330,2.0,1938.6
377,2.5,2389.1
2172,1.5,2161.6
1190,2.5,2267.5
2468,2.0,2617.2
3163,2.5,2986.2
1058,1.5,2615.3
3827,0.0,2650.4
3606,2.5,1954.6
3301,2.5,2553.1
674,2.5,2308.4
335,0.0,2373.5
859,1.5,2919.8
2683,2.0,2194.7
812,2.0,2051.0
1179,1.5,2168.3
2239,2.0,2497.1
669,2.5,2328.5
2098,0.0,2528.2
3173,2.0,2594.9
1346,1.5,2454.2
1646,0.0,2272.2
620,1.5,2519.4
1041,2.5,2375.6
188,1.5,2126.0
2378,2.5,2441.3
656,1.5,2453.2
1228,2.0,2288.8
1974,2.0,1890.2
2975,2.5,2016.3
