id,conc_pc,length_micron
3578,2.5,2148.1
2062,0.0,1803.3
129,0.0,2371.7
3869,2.0,2485.6
725,1.5,2556.5
3819,2.0,2233.9
3878,2.0,2522.5
2967,2.5,2684.5
1028,2.0,2175.9
2219,1.5,2001.8
817,0.0,1963.3
3220,0.0,2816.9
2810,2.0,2253.8
1184,1.5,2138.6
1318,1.5,2008.5
2356,2.5,2030.8
888,1.5,2416.7
681,2.0,2120.2
2546,1.5,2270.8
2585,2.5,2166.9
1549,2.5,2299.4
1782,2.5,2153.7
1590,2.0,2261.2
2248,0.0,2236.6
871,2.5,2043.3
84,0.0,3038.8
3733,0.0,2181.0
3204,2.5,2547.3
98,1.5,2649.2
1206,2.5,2288.9
2896,2.5,2014.0
1729,2.5,2453.5
695,0.0,2717.3
2095,0.0,2832.2
2314,2.0,1916.6
1534,2.5,2279.8
2477,1.5,2458.1
682,0.0,2306.2
1215,0.0,2792.4
2473,2.0,2247.2
2679,2.5,2041.2
2368,0.0,2546.4
2667,0.0,2611.3
923,2.0,2604.1
662,2.5,2119.6
3365,0.0,2493.2
885,2.5,2206.7
508,2.5,2856.9
30,2.0,2152.9
2428,0.0,2502.1
2707,2.5,2018.4
2839,2.5,1683.2
2540,2.0,1950.3
1466,0.0,2704.0
2261,0.0,1920.6
1558,0.0,2300.8
1708,2.5,1862.0
36,2.0,2149.1
3443,2.5,2246.8
3304,1.5,2204.2
1588,2.5,2425.2
1580,0.0,2417.7
884,2.0,2529.4
2629,1.5,2460.1
1078,1.5,2469.0
414,2.0,2439.3
1565,2.5,2273.1
103,2.0,2579.2
399,2.5,2158.6
1929,0.0,2774.0
1011,2.0,2462.0
3472,1.5,1938.4
569,2.0,2541.5
830,1.5,2276.3
142,2.0,2552.8
2748,1.5,2274.0
144,2.0,2016.5
3889,1.5,2311.0
172,0.0,2404.0
1129,0.0,2053.0
796,2.5,1917.9
1794,0.0,2112.6
692,2.0,2254.5
2027,2.0,2143.7
3363,0.0,2472.5
3201,0.0,2088.2
1294,2.5,2115.5
2934,0.0,2467.3
1245,2.0,2295.4
2940,0.0,2740.0
3110,0.0,2422.9
3161,2.0,2586.3
3728,0.0,2464.9
1456,1.5,2284.6
3519,2.0,2244.9
2660,2.0,2624.9
889,2.5,1819.5
1717,2.5,2652.0
2427,2.5,2417.9
3435,1.5,2205.9
1684,1.5,2385.2
734,2.0,2240.0
1332,2.0,2203.5
574,2.0,2033.8
807,2.0,1836.1
3321,0.0,2289.8
1681,2.0,2364.9
1842,2.0,2043.1
2745,2.0,2275.5
1486,1.5,2796.2
3952,2.5,2048.4
425,2.5,2320.4
3155,2.5,2143.4
2186,0.0,2510.5
362,1.5,2117.2
3037,1.5,2081.8
1974,2.0,1890.2
3561,0.0,2491.6
2204,0.0,2548.8
2486,2.0,2356.9
3545,0.0,2170.1
1013,0.0,2309.2
3599,1.5,2398.5
3062,2.5,2217.2
3731,2.5,1829.9
2792,2.5,2381.5
3812,0.0,2307.9
3501,0.0,2317.7
3156,1.5,1941.1
2688,2.5,2506.8
1776,0.0,2592.5
3488,2.0,2582.2
170,2.5,2439.8
570,2.5,1732.1
3428,2.5,2062.3
2342,2.5,2175.4
3808,1.5,2647.4
3352,2.0,2669.8
284,2.0,1951.1
2821,1.5,2867.0
3923,2.0,2655.4
1115,1.5,2960.9
860,2.5,2396.1
1181,1.5,2469.5
952,1.5,2504.6
3449,1.5,2213.5
1108,0.0,2302.4
1091,1.5,2268.5
922,1.5,2525.5
1759,2.0,1897.9
1271,1.5,2136.9
320,2.0,2323.9
532,2.5,2419.6
3407,2.0,2266.8
2414,1.5,2476.0
105,2.5,2375.8
2610,0.0,2410.0
930,2.0,2266.4
3773,2.0,2605.6
2565,2.0,1945.6
