id,conc_pc,length_micron
2119,2.0,2145.2
2251,2.5,2116.0
2156,2.5,2515.2
3948,2.5,2181.0
1638,2.5,2020.8
2882,0.0,2393.9
1268,1.5,2290.8
3644,2.0,2136.9
700,2.5,2093.9
1996,1.5,2629.6
211,2.0,2318.4
1680,1.5,1772.5
1142,2.5,2494.5
2930,2.0,2223.6
3937,0.0,2996.3
941,1.5,2388.3
2348,1.5,2366.2
3517,0.0,2817.0
3586,2.0,2618.6
2644,2.5,2256.3
3163,2.5,2986.2
608,2.0,2331.0
710,1.5,2659.9
1984,0.0,2432.5
2664,0.0,2586.9
702,2.0,2189.2
1166,2.5,2151.7
2087,2.5,2411.8
2896,2.5,2014.0
430,1.5,2437.7
3750,2.5,2349.1
3803,2.0,2607.9
2431,1.5,2741.1
3972,2.5,1812.7
2949,1.5,2638.2
1765,2.5,2020.1
1659,0.0,2659.6
1129,0.0,2053.0
1380,0.0,2461.6
1528,1.5,2310.9
2300,1.5,1807.9
3122,2.0,1984.1
2435,1.5,2815.1
2574,2.5,2568.3
2479,0.0,2288.2
2142,1.5,2730.6
3788,0.0,2412.4
41,2.0,2680.4
173,1.5,2437.1
3430,2.5,2363.2
2150,1.5,2577.5
839,2.0,2036.0
3688,0.0,2221.8
3833,2.0,2088.9
3714,1.5,2403.6
3754,2.5,1971.6
1077,0.0,2314.7
1091,1.5,2268.5
2992,2.0,2947.1
353,2.5,2056.8
2416,0.0,2667.9
419,1.5,2507.1
1430,0.0,2703.4
1005,1.5,2390.1
2232,0.0,2166.8
533,2.5,1891.6
3631,2.5,2324.0
916,2.5,1992.5
2534,2.5,2314.9
3412,1.5,2619.8
3371,1.5,2450.5
1447,2.5,2156.5
3546,2.0,2364.6
2916,1.5,2494.3
841,2.5,2030.2
277,2.5,1744.3
1200,2.0,2636.6
2355,1.5,2765.2
89,0.0,2755.2
2568,1.5,2556.1
1250,1.5,2322.8
2588,0.0,3013.8
3460,2.5,2161.0
3444,1.5,2221.5
3145,1.5,2208.0
1618,1.5,1944.8
344,0.0,2510.0
2411,2.5,2221.7
3679,2.0,2290.7
3118,2.0,1781.0
1867,0.0,1941.6
1927,2.5,2128.9
3267,2.5,2224.3
112,0.0,2256.2
3227,2.5,1817.6
1482,2.5,2109.4
2590,2.5,2249.4
2695,2.0,2436.1
1935,2.5,2138.0
2790,1.5,2551.8
1972,1.5,2158.2
1600,2.0,2165.5
661,2.5,1792.9
974,2.5,1852.6
1762,1.5,2683.4
753,2.5,2119.7
2031,2.0,2291.6
2127,0.0,2173.5
664,2.0,2049.1
2391,2.0,2736.8
1423,2.0,2169.3
3869,2.0,2485.6
928,2.5,2394.0
2259,2.0,2391.6
3547,0.0,3009.2
2759,2.5,2282.1
442,0.0,2475.2
1146,0.0,2271.4
3985,2.0,2235.7
735,1.5,2531.6
3553,2.0,2670.7
2550,2.5,2166.4
1946,2.5,2128.8
3618,2.0,2503.3
1530,0.0,2416.1
3252,1.5,2724.6
1575,2.5,2108.5
543,1.5,2259.3
2814,2.5,2055.9
1494,1.5,2245.8
3180,0.0,1934.3
846,0.0,2517.0
326,2.0,2243.4
2370,1.5,2057.0
1255,2.5,1710.8
3429,2.5,2545.6
3919,2.0,2107.4
2648,2.0,2493.3
828,0.0,2457.9
924,2.5,2124.2
551,1.5,2289.0
1761,2.0,1893.7
2526,0.0,2180.1
1742,2.5,1711.5
2620,1.5,3119.7
715,0.0,2923.2
3911,2.5,2333.0
3841,2.0,2319.3
1319,2.5,2048.1
1766,2.0,2222.4
3239,2.0,2951.8
2502,2.5,2351.5
523,2.0,1840.0
1167,2.5,1814.2
3100,1.5,2712.2
3512,2.0,2314.5
1449,2.5,2522.6
2467,2.5,2026.0
2821,1.5,2867.0
2957,1.5,2343.4
