id,conc_pc,length_micron
38,2.5,1911.3
434,0.0,2380.1
3260,2.5,2723.4
2173,2.5,2817.0
3326,2.0,2205.6
45,2.0,2496.0
1311,2.0,2346.3
2977,1.5,2610.9
3934,2.0,2367.0
3008,1.5,2468.2
3114,2.5,2875.6
1602,0.0,2385.6
27,0.0,2634.1
1098,0.0,2504.4
345,1.5,2844.4
3385,2.0,2593.5
3135,0.0,2314.3
891,1.5,1647.0
1438,2.5,2532.5
2556,0.0,2364.8
102,1.5,2212.3
3940,2.5,2288.2
3237,1.5,2465.4
3437,1.5,2240.0
3904,2.5,1933.2
1099,0.0,2256.0
1222,2.5,1964.0
3255,2.0,2370.3
2958,1.5,2750.7
3868,2.0,1949.9
1304,2.0,2615.4
1640,1.5,2502.1
1585,1.5,2488.7
109,2.0,2140.4
3091,0.0,2308.9
1386,1.5,2698.0
2365,0.0,2012.4
2601,0.0,2274.8
2802,1.5,1998.5
2780,2.0,2676.4
3075,2.0,1482.2
1816,2.5,2185.8
973,0.0,3126.2
2599,2.5,2037.0
383,2.5,2336.0
274,1.5,2666.1
817,0.0,1963.3
1759,2.0,1897.9
3065,2.0,2349.3
883,2.0,2318.6
375,0.0,2388.4
212,1.5,1837.3
3175,1.5,1916.3
2743,2.0,2314.9
3453,0.0,2530.1
1552,0.0,1873.3
768,2.0,2123.9
2078,1.5,2724.2
1329,1.5,2167.1
3037,1.5,2081.8
640,2.5,1826.7
770,1.5,1898.8
2585,2.5,2166.9
1040,2.0,2269.7
1443,2.0,2375.9
197,2.0,2660.7
3151,1.5,2533.9
3895,2.5,2074.9
112,0.0,2256.2
3247,0.0,2156.0
1738,0.0,2051.8
3931,1.5,2473.6
2034,0.0,2567.3
2834,0.0,2774.3
3459,0.0,2472.8
1688,1.5,2711.4
2824,2.5,1876.3
156,2.5,1933.2
2918,1.5,2142.7
1424,2.0,2331.3
786,2.0,2023.2
3926,0.0,2453.1
2647,2.0,2195.5
1220,2.5,2474.4
130,2.5,1888.9
2733,1.5,2326.6
2240,2.0,1300.2
3264,0.0,2370.8
2663,2.0,1827.6
3588,1.5,2394.3
3945,2.5,2464.6
2487,2.5,1005.7
2272,2.5,1916.8
524,2.5,2185.0
1049,2.0,2598.7
3352,2.0,2669.8
1728,2.5,1758.9
81,1.5,2767.1
5,0.0,2745.9
1221,0.0,2642.9
1229,0.0,2687.8
3200,1.5,2395.3
3604,0.0,2175.2
2973,2.0,2394.5
1463,2.5,2270.3
1989,0.0,2786.4
3719,0.0,2177.1
542,2.5,2281.1
3039,1.5,2063.1
1147,1.5,2801.8
80,1.5,2042.6
3455,0.0,2264.1
1954,2.5,2141.7
665,2.0,2365.1
502,2.5,2532.6
2327,2.5,2716.2
253,2.5,2459.7
3375,2.5,2258.8
1883,2.0,2463.9
2644,2.5,2256.3
175,2.0,2373.5
2897,2.5,2683.1
1013,0.0,2309.2
2157,2.0,2193.0
813,1.5,2179.9
3371,1.5,2450.5
1799,0.0,2423.1
331,0.0,2671.3
385,0.0,2832.7
3144,0.0,2349.0
536,0.0,2175.0
583,2.5,2358.7
2258,2.5,2105.4
3131,1.5,2375.1
3042,2.0,2213.8
3466,2.0,2330.7
2392,1.5,2640.1
2319,2.0,1964.2
240,1.5,2449.7
1478,1.5,2550.4
1573,2.5,1864.8
2627,0.0,2967.6
2815,1.5,2081.8
1762,1.5,2683.4
1558,0.0,2300.8
3710,1.5,2169.0
2397,1.5,2938.6
3278,2.5,2120.9
1937,2.5,2009.8
169,2.0,2533.5
3295,2.5,1732.3
1544,2.0,2552.5
1395,2.5,1838.1
1410,1.5,2520.7
1924,2.5,1531.1
3583,1.5,2582.3
2827,2.0,2045.3
3691,0.0,2206.3
1624,2.5,1882.5
1439,2.5,2585.2
