id,conc_pc,length_micron
1041,2.5,2375.6
2253,0.0,2660.4
2127,0.0,2173.5
257,1.5,2435.4
3095,1.5,1946.0
3406,2.0,2661.6
1468,1.5,2299.4
3753,2.0,2613.9
3728,0.0,2464.9
3278,2.5,2120.9
3383,0.0,2495.4
3750,2.5,2349.1
391,2.0,2558.7
1100,2.0,2439.3
3296,1.5,2133.6
836,0.0,2323.2
512,1.5,2247.7
321,1.5,2369.9
521,2.5,2125.3
714,0.0,2666.3
3483,2.0,2538.5
2889,0.0,2354.7
228,2.0,2260.4
3340,2.0,2226.0
2124,2.0,2464.2
664,2.0,2049.1
2257,2.0,1966.7
2217,1.5,2176.3
3265,2.0,2143.8
2626,2.5,2294.5
2748,1.5,2274.0
3557,0.0,2257.0
209,0.0,2333.5
1258,2.5,2224.2
374,2.5,2575.0
1267,2.5,2303.6
3012,2.5,1684.6
477,1.5,2328.4
1259,0.0,2583.9
3854,2.0,2485.0
2211,0.0,2505.7
1297,1.5,2824.9
2088,1.5,2527.1
1080,0.0,2645.5
61,0.0,2248.6
3615,1.5,2834.9
1632,0.0,2491.0
1002,1.5,2460.4
2047,1.5,2503.4
73,2.5,2568.3
2994,2.0,2763.5
3215,0.0,2452.9
2162,1.5,2069.1
2009,1.5,2672.9
2280,2.0,1326.3
646,2.0,2468.9
1432,2.0,2213.8
1455,1.5,2538.1
1898,2.0,2525.8
1841,2.5,2389.8
3984,1.5,2221.9
720,2.0,2537.7
3170,2.0,2422.7
1303,1.5,2368.6
2858,1.5,2583.2
1076,0.0,2205.0
791,1.5,1993.3
1331,1.5,2204.1
402,2.5,1950.0
1356,2.0,2499.7
2932,0.0,2361.4
2781,2.5,2033.6
1070,2.5,2471.0
3315,0.0,2429.6
136,2.5,1844.9
287,2.5,2116.2
3977,0.0,2727.3
150,2.0,2567.7
1273,0.0,2228.4
443,2.5,2172.0
1522,2.5,2834.9
2183,1.5,2280.6
2862,2.5,1895.2
3908,0.0,2610.9
58,1.5,2218.7
1019,2.0,2142.8
2063,2.0,2328.9
1930,0.0,2159.7
2533,1.5,1995.4
1159,1.5,2228.5
1408,0.0,3330.8
864,2.0,2204.1
3371,1.5,2450.5
3169,0.0,2192.1
698,2.5,1970.5
278,1.5,1829.2
1453,2.0,2257.3
3811,0.0,2886.1
2172,1.5,2161.6
202,2.0,2400.3
1487,2.0,2361.4
2822,2.0,2666.3
2535,2.0,2641.9
3272,2.5,2118.7
3023,2.0,2102.4
2608,2.5,2306.7
670,1.5,2272.7
872,2.0,2325.6
1402,2.0,2310.8
3583,1.5,2582.3
28,0.0,2212.4
1823,0.0,2101.3
1409,2.5,2342.9
3454,2.0,2344.3
2081,0.0,2654.0
3566,2.5,1856.7
1424,2.0,2331.3
1858,2.0,2427.0
1429,1.5,2165.4
908,2.0,2562.8
264,2.0,2466.6
3610,2.0,2177.0
254,0.0,2728.2
1559,2.0,2395.7
1909,0.0,2350.7
3289,2.0,2247.1
418,0.0,2723.5
1190,2.5,2267.5
488,2.5,2137.7
2291,1.5,2903.0
3196,1.5,2920.0
3231,2.5,2208.8
912,2.0,2403.1
361,1.5,2066.2
3474,2.0,2257.4
457,0.0,2571.4
1445,1.5,2645.4
2383,1.5,2014.4
1186,2.5,2205.5
3445,2.5,2643.1
2573,2.5,2173.7
2790,1.5,2551.8
3253,2.0,1906.8
1485,1.5,2710.4
2542,2.5,1718.1
2909,1.5,2499.3
1119,1.5,2901.5
478,1.5,2374.7
1289,1.5,1640.6
2022,1.5,2135.4
965,2.5,2294.3
111,1.5,2301.4
2805,2.0,1827.8
2812,2.5,2322.4
3053,0.0,2783.0
164,0.0,2763.5
3644,2.0,2136.9
2267,1.5,1773.0
11,1.5,2294.3
1649,1.5,2326.9
