id,conc_pc,length_micron
3780,2.5,2459.9
3234,2.0,2499.4
1869,1.5,1942.4
713,2.5,2464.6
1695,2.0,1897.2
1984,0.0,2432.5
2914,2.5,2110.5
3043,0.0,3150.5
2948,2.0,1949.6
1998,2.0,2478.4
2226,1.5,2355.4
1834,2.0,2015.6
1828,1.5,2588.3
308,1.5,1878.1
3912,2.5,2236.2
2393,0.0,2838.1
2448,1.5,2748.8
1166,2.5,2151.7
3412,1.5,2619.8
3913,2.5,1335.9
660,0.0,2180.7
1723,2.0,2259.2
505,0.0,2361.1
886,0.0,2446.7
3376,2.5,2355.2
1132,0.0,2426.2
1595,2.0,2308.4
1323,1.5,2290.4
2706,2.0,2341.6
8,2.0,2192.4
3804,1.5,2517.9
2517,1.5,2833.8
3922,1.5,3009.7
3719,0.0,2177.1
3216,2.0,2307.2
1744,1.5,2921.7
2368,0.0,2546.4
3416,2.0,2358.2
2031,2.0,2291.6
1253,2.5,1664.1
3661,0.0,2230.5
3188,2.0,2077.6
1328,0.0,2629.2
2829,2.0,2470.8
2121,0.0,2480.4
1911,2.0,2969.7
1346,1.5,2454.2
2204,0.0,2548.8
985,1.5,2097.7
3627,0.0,2589.6
2483,2.5,1864.1
2426,1.5,2135.8
2968,1.5,2010.3
3476,2.0,2480.2
235,2.5,2316.3
3231,2.5,2208.8
1877,0.0,2399.5
3092,2.5,2333.1
1927,2.5,2128.9
1443,2.0,2375.9
784,2.0,2010.7
1770,0.0,2402.5
2211,0.0,2505.7
2132,0.0,2792.1
3317,2.0,2179.2
3683,2.5,2629.6
3512,2.0,2314.5
2324,2.0,2473.9
1256,2.0,2269.6
2394,1.5,2730.2
337,1.5,2346.2
3192,2.0,1978.5
3597,0.0,2097.1
1580,0.0,2417.7
1837,1.5,2144.4
2327,2.5,2716.2
1055,2.5,1909.4
2582,0.0,2085.4
642,0.0,2598.4
3859,2.5,2062.9
2115,2.0,2108.3
2764,0.0,2463.2
2361,2.0,2295.3
1533,2.5,1769.9
3256,1.5,2158.4
2552,2.0,2295.1
2027,2.0,2143.7
2068,0.0,2867.3
1011,2.0,2462.0
3669,2.0,2562.5
2966,2.0,2447.3
1077,0.0,2314.7
3249,0.0,2430.7
2792,2.5,2381.5
2731,0.0,2685.8
1215,0.0,2792.4
3207,2.5,2301.7
2679,2.5,2041.2
772,0.0,2453.4
2259,2.0,2391.6
444,2.5,2156.3
228,2.0,2260.4
254,0.0,2728.2
1144,2.0,2020.4
3370,2.0,1997.6
1450,2.5,1980.7
2424,0.0,2924.6
2837,0.0,2538.9
2953,2.0,2418.6
3136,0.0,2627.0
17,2.0,2783.6
1895,1.5,2401.7
3991,2.5,1944.0
109,2.0,2140.4
2398,2.0,2077.8
2861,2.0,2258.1
1919,0.0,2538.0
3789,2.5,2475.7
231,1.5,2388.1
949,0.0,2625.8
2298,2.5,2262.0
2310,1.5,2506.7
1275,1.5,1987.3
2096,2.0,2188.2
1922,2.5,2172.4
3236,2.5,2332.4
269,1.5,2287.0
3970,2.5,2142.1
3825,1.5,2252.7
2099,1.5,2373.2
3367,0.0,2272.2
1678,2.0,2513.1
416,0.0,2617.1
3456,2.0,2433.6
2956,2.0,2352.7
2078,1.5,2724.2
1585,1.5,2488.7
3651,1.5,2555.7
3631,2.5,2324.0
2940,0.0,2740.0
1362,2.5,2210.0
2656,0.0,2738.0
3941,2.5,2274.9
809,1.5,2056.0
1226,2.0,2608.0
2135,1.5,2148.0
1075,2.5,1681.5
2382,1.5,2200.7
3742,0.0,2849.9
378,2.5,2197.0
1418,2.0,2094.0
328,1.5,2715.7
3061,2.5,1743.5
741,2.0,2518.0
379,2.0,2718.5
3830,1.5,2182.3
2239,2.0,2497.1
1348,2.0,2610.2
1432,2.0,2213.8
409,1.5,2402.8
