id,conc_pc,length_micron
3473,1.5,2484.6
3174,1.5,2681.7
3277,2.5,2546.5
305,2.5,2406.2
2413,1.5,2304.1
3090,2.0,2430.3
99,1.5,2464.4
2366,0.0,2203.8
635,2.0,2292.9
714,0.0,2666.3
1398,0.0,2134.8
1457,1.5,2123.0
1051,0.0,2832.6
3346,2.5,2303.6
2085,2.5,2287.1
3609,2.0,2222.0
985,1.5,2097.7
2697,1.5,2074.5
494,0.0,2513.9
43,2.0,2046.8
2071,2.0,2193.9
768,2.0,2123.9
3070,2.5,1702.0
1023,2.0,2206.1
1719,1.5,2436.6
3741,0.0,2211.7
2941,2.0,1852.6
1089,2.0,2039.7
2289,0.0,2738.1
2713,0.0,2665.9
1960,2.5,2366.7
973,0.0,3126.2
1791,0.0,2605.7
671,2.0,2401.8
3604,0.0,2175.2
2010,2.0,2447.5
3897,0.0,2579.3
1516,0.0,2871.3
3399,0.0,2117.3
804,2.5,2351.8
2722,1.5,2390.1
1462,0.0,2396.3
2387,0.0,2226.5
1131,0.0,2234.1
3523,2.5,2556.5
575,2.5,2146.3
3093,1.5,2448.1
2943,2.5,2527.4
2064,2.0,2065.5
528,1.5,1937.4
2043,2.5,2453.2
3143,2.5,2452.8
1994,2.0,2199.1
318,1.5,2603.8
3467,2.0,2436.8
3325,1.5,2030.2
3877,2.5,2595.3
1833,2.0,2079.9
2623,2.0,2548.9
2402,1.5,2661.0
982,2.0,1940.9
2862,2.5,1895.2
3613,2.5,1880.6
518,2.0,2131.1
3252,1.5,2724.6
2278,1.5,2443.7
1278,1.5,2686.4
3628,1.5,2800.5
2163,0.0,2186.2
2209,1.5,2045.7
544,1.5,2536.6
573,1.5,2459.0
1034,0.0,2569.0
2739,1.5,2478.0
2006,0.0,2291.2
2140,2.5,2008.7
2372,2.5,2370.4
3137,2.0,2319.4
53,2.5,2577.1
444,2.5,2156.3
1738,0.0,2051.8
1208,2.0,1903.6
1821,2.5,2375.9
3801,2.0,2383.9
70,1.5,2440.2
3656,0.0,2931.4
3774,1.5,2332.5
581,1.5,2430.8
346,2.5,2038.6
2800,0.0,2188.4
3190,2.0,2723.9
1134,1.5,2334.2
1178,2.0,2075.9
3889,1.5,2311.0
745,1.5,2438.8
2324,2.0,2473.9
2710,2.0,1449.2
1841,2.5,2389.8
1285,1.5,2364.1
254,0.0,2728.2
3082,1.5,2420.9
1537,2.5,2082.9
3778,1.5,2399.8
2524,2.5,1485.2
3498,1.5,1830.4
3449,1.5,2213.5
1245,2.0,2295.4
3249,0.0,2430.7
281,1.5,2589.4
1578,0.0,2128.0
2624,1.5,2033.3
853,0.0,2690.0
1309,2.0,2501.2
1978,2.5,2250.8
1147,1.5,2801.8
1854,2.5,2617.3
1400,1.5,2807.9
29,2.5,2111.5
2503,1.5,2306.2
3459,0.0,2472.8
1091,1.5,2268.5
2746,1.5,2867.3
3551,1.5,2376.8
3462,0.0,2928.8
2727,2.0,2402.1
114,1.5,2239.2
1181,1.5,2469.5
296,0.0,2503.6
3437,1.5,2240.0
24,2.0,2035.0
1425,0.0,3158.0
80,1.5,2042.6
336,0.0,2070.8
1439,2.5,2585.2
678,0.0,2404.9
1478,1.5,2550.4
989,2.0,2306.8
3636,1.5,2286.7
3804,1.5,2517.9
1028,2.0,2175.9
1511,2.0,2700.7
3643,2.5,1728.5
1503,1.5,1999.6
2904,0.0,2254.8
158,0.0,2373.3
3749,1.5,2071.9
1733,1.5,2506.1
3200,1.5,2395.3
654,2.0,2151.7
203,2.0,2219.6
3262,2.5,1998.5
3779,2.5,2399.2
3924,1.5,2162.0
2670,2.5,2315.2
2406,2.5,1830.9
586,0.0,2584.5
1016,1.5,2418.9
409,1.5,2402.8
1514,0.0,2457.4
1148,1.5,2856.6
