id,conc_pc,length_micron
2141,2.0,2521.5
2476,0.0,2763.9
3370,2.0,1997.6
2059,1.5,2536.4
3607,0.0,2706.6
928,2.5,2394.0
102,1.5,2212.3
744,0.0,2707.5
2759,2.5,2282.1
1356,2.0,2499.7
2129,2.5,2252.7
2809,0.0,2403.3
1600,2.0,2165.5
3104,0.0,2503.2
2025,1.5,1801.6
1869,1.5,1942.4
2356,2.5,2030.8
3124,0.0,2234.0
1257,0.0,2288.2
3381,0.0,2805.1
1353,2.0,2377.5
3320,2.0,2815.2
2957,1.5,2343.4
2462,0.0,2654.4
3929,1.5,2435.2
3744,2.5,2541.0
586,0.0,2584.5
3315,0.0,2429.6
856,2.5,1833.4
3584,2.0,2202.3
1016,1.5,2418.9
2647,2.0,2195.5
263,0.0,2385.6
3453,0.0,2530.1
3394,1.5,2071.6
1971,2.5,2370.0
2143,2.5,2067.3
2592,1.5,2479.1
822,0.0,2418.8
1407,0.0,2022.7
3913,2.5,1335.9
1624,2.5,1882.5
3890,2.5,2164.1
2937,2.0,2507.7
618,1.5,2529.5
3841,2.0,2319.3
1509,1.5,2263.4
1424,2.0,2331.3
2895,2.5,2161.1
666,2.0,2301.0
1487,2.0,2361.4
688,2.0,2189.7
2264,2.0,2106.3
1800,2.0,2067.3
415,0.0,2162.7
563,1.5,2450.7
1824,1.5,2000.3
3175,1.5,1916.3
3878,2.0,2522.5
401,0.0,3062.6
1080,0.0,2645.5
1241,0.0,2301.2
3556,1.5,1946.2
3034,0.0,2379.0
3989,0.0,2701.6
2531,1.5,2307.9
3423,0.0,2449.6
2985,2.0,2262.3
1807,2.5,2344.8
2901,2.0,2662.4
3665,2.5,2054.3
3836,0.0,2618.6
341,2.0,2472.8
2324,2.0,2473.9
1289,1.5,1640.6
1551,2.5,2094.1
3382,1.5,1954.7
290,2.0,2017.0
2865,2.5,2436.7
733,2.5,2430.0
1963,0.0,2822.1
1651,2.5,2229.8
2781,2.5,2033.6
3612,2.0,2705.3
2656,0.0,2738.0
654,2.0,2151.7
1256,2.0,2269.6
1785,2.5,2200.1
1585,1.5,2488.7
1863,0.0,2684.3
2733,1.5,2326.6
2585,2.5,2166.9
2207,2.0,2317.2
1254,2.5,2010.2
3840,2.5,2118.0
1364,1.5,2053.8
3571,2.5,2098.6
1298,2.5,2365.5
2064,2.0,2065.5
2625,2.5,1948.4
3352,2.0,2669.8
3157,2.5,2238.5
2740,2.0,2725.1
3233,0.0,2526.6
3311,2.0,2270.5
2995,2.5,2153.8
3257,2.5,2265.9
2825,2.5,1523.3
3111,1.5,2169.8
3402,0.0,2624.6
1305,2.0,2143.4
3951,2.5,2021.2
3028,1.5,2963.5
3444,1.5,2221.5
1649,1.5,2326.9
611,2.5,2919.5
3765,2.0,1834.1
633,2.5,2168.5
2020,1.5,2153.3
723,0.0,2824.5
3364,0.0,2817.5
3743,0.0,2670.2
2798,1.5,2662.8
1110,2.5,1974.7
3388,1.5,1414.6
3819,2.0,2233.9
992,0.0,2732.3
3160,2.0,2411.9
1590,2.0,2261.2
3619,2.5,2337.5
2022,1.5,2135.4
2632,1.5,2272.6
2640,1.5,2321.3
446,0.0,2556.4
3015,2.0,2725.9
3279,1.5,2310.4
2422,2.0,2415.9
250,1.5,2495.9
958,2.5,1855.0
2872,2.5,2810.2
2156,2.5,2515.2
1021,0.0,2814.9
1038,0.0,2112.4
999,0.0,2494.5
1623,0.0,2134.0
2499,2.0,2619.2
2178,2.5,2063.8
2102,1.5,2354.7
3849,2.0,1904.0
3757,2.5,2381.2
1174,2.5,2215.6
2725,2.5,2346.7
2848,1.5,2594.2
2321,2.0,2402.1
3344,2.5,2036.1
2383,1.5,2014.4
3750,2.5,2349.1
3661,0.0,2230.5
1877,0.0,2399.5
991,2.0,2320.1
