id,conc_pc,length_micron
3932,1.5,2237.0
1978,2.5,2250.8
2683,2.0,2194.7
1042,2.0,2563.3
2285,1.5,2332.3
2020,1.5,2153.3
3874,1.5,2657.0
2364,1.5,2845.8
1146,0.0,2271.4
3116,2.5,2029.1
3976,1.5,1982.2
518,2.0,2131.1
1096,2.5,2025.7
2437,0.0,2862.8
3350,2.0,2077.4
1682,2.5,2134.2
3819,2.0,2233.9
3863,2.5,2252.8
670,1.5,2272.7
1793,0.0,2467.1
1089,2.0,2039.7
1086,1.5,1988.4
3876,2.5,1723.3
2615,2.0,2479.1
3166,2.5,2631.7
602,0.0,2401.7
1422,0.0,1815.6
2384,0.0,2320.5
2000,1.5,2630.5
3177,0.0,2295.1
506,1.5,2431.8
3918,1.5,2661.4
1604,2.5,2185.3
3627,0.0,2589.6
3005,0.0,2183.8
1327,0.0,2176.0
1523,1.5,2275.2
1362,2.5,2210.0
2013,2.5,2324.2
3244,2.5,1836.7
2128,0.0,1969.0
3840,2.5,2118.0
1007,2.0,2686.5
3620,2.0,2706.3
591,2.5,2102.1
1728,2.5,1758.9
1995,1.5,2253.9
3168,2.0,2027.5
2959,2.5,2296.1
342,0.0,2174.2
2808,2.5,2197.4
302,2.5,2339.3
576,2.5,2275.7
1994,2.0,2199.1
3388,1.5,1414.6
2791,1.5,2621.8
1403,0.0,2529.3
3379,0.0,2053.9
1707,2.0,2082.5
555,2.0,2613.4
212,1.5,1837.3
2264,2.0,2106.3
1950,2.5,2469.7
1297,1.5,2824.9
3538,1.5,2426.1
1306,2.0,2048.8
737,2.5,2236.8
1188,2.5,2036.7
1578,0.0,2128.0
3363,0.0,2472.5
893,0.0,2616.2
2135,1.5,2148.0
727,2.5,2346.7
35,2.5,2581.1
922,1.5,2525.5
1758,0.0,2312.7
1237,1.5,2397.9
1952,2.5,2191.0
3095,1.5,1946.0
843,2.5,2185.8
1641,1.5,2625.3
2882,0.0,2393.9
3359,1.5,2020.2
2083,0.0,2274.2
3117,2.0,1940.7
3181,1.5,2720.4
2461,1.5,2573.5
1553,2.0,2194.3
441,0.0,1809.2
1121,2.5,2064.6
246,2.5,2203.5
3017,1.5,1736.4
3180,0.0,1934.3
698,2.5,1970.5
2716,1.5,2765.9
3601,1.5,2436.9
828,0.0,2457.9
3228,2.5,2169.5
48,2.0,1920.8
3236,2.5,2332.4
2901,2.0,2662.4
3962,0.0,2577.2
971,2.5,1828.8
2903,1.5,2357.4
1358,0.0,2210.9
3225,2.5,1990.0
3060,1.5,2496.6
1171,2.5,2612.4
2691,0.0,1916.1
1084,1.5,2785.9
1867,0.0,1941.6
2027,2.0,2143.7
546,2.0,3000.4
10,0.0,2189.6
3301,2.5,2553.1
1743,2.0,1991.7
1945,0.0,2424.1
324,0.0,2714.1
2946,1.5,2758.5
2723,2.5,2331.2
3245,1.5,2767.0
2015,2.0,2483.5
1598,2.0,1798.1
2969,2.0,2746.4
1435,2.0,2815.1
1969,2.0,2323.2
924,2.5,2124.2
1195,0.0,2727.6
135,2.5,1945.2
1958,2.0,2266.1
1103,0.0,2435.5
499,2.0,2445.7
2974,2.0,2308.2
3793,2.0,2056.2
1405,2.0,2427.4
2929,1.5,3001.0
26,2.5,2121.3
1001,1.5,2239.7
1279,1.5,2320.5
1546,2.0,2398.5
2373,2.5,1682.4
3127,1.5,2347.3
1887,2.0,1915.4
1618,1.5,1944.8
495,1.5,2507.3
1339,2.0,2187.1
2549,1.5,1745.8
1905,0.0,2139.7
1463,2.5,2270.3
1761,2.0,1893.7
2293,2.0,2293.3
2519,2.0,2315.1
1244,2.5,2621.9
1666,1.5,1954.2
2541,2.0,2114.5
3099,0.0,2345.4
2315,1.5,2657.1
1639,0.0,2845.4
720,2.0,2537.7
3560,0.0,2137.9
