id,conc_pc,length_micron
449,2.5,2013.1
2692,1.5,2337.2
1821,2.5,2375.9
2520,2.5,2739.6
469,1.5,2990.0
370,0.0,2177.5
632,2.0,2267.7
2501,2.5,1925.5
2560,2.5,1969.4
484,0.0,2715.4
563,1.5,2450.7
3309,1.5,2413.7
316,1.5,2657.5
2278,1.5,2443.7
2426,1.5,2135.8
3208,0.0,2754.9
568,0.0,2667.1
325,2.5,2337.2
1306,2.0,2048.8
1233,0.0,1963.4
1881,1.5,2437.7
642,0.0,2598.4
3025,2.0,1961.1
573,1.5,2459.0
919,2.5,1988.1
29,2.5,2111.5
18,2.5,1993.1
27,0.0,2634.1
2841,2.5,2153.1
110,1.5,2562.3
1342,2.5,1872.5
3934,2.0,2367.0
2096,2.0,2188.2
1077,0.0,2314.7
1294,2.5,2115.5
1916,1.5,2379.2
3613,2.5,1880.6
781,2.5,2214.0
2649,2.0,2466.6
2142,1.5,2730.6
1510,1.5,2312.1
1734,2.0,2136.8
184,2.0,2504.2
3149,2.0,2507.6
1910,1.5,2773.9
2371,1.5,2363.9
172,0.0,2404.0
1285,1.5,2364.1
598,0.0,2922.6
1200,2.0,2636.6
2360,2.5,2065.7
2489,2.5,1812.8
2420,2.5,2628.4
3230,0.0,2099.3
3952,2.5,2048.4
503,2.5,2317.5
1889,1.5,2176.2
3198,0.0,2915.6
3747,2.0,2661.0
680,0.0,2527.2
3141,2.0,2031.1
1373,0.0,2728.5
3777,2.0,1977.3
2517,1.5,2833.8
812,2.0,2051.0
2246,2.0,2232.3
36,2.0,2149.1
2675,2.0,2503.2
1029,2.0,2409.2
3110,0.0,2422.9
3202,2.5,2512.3
3428,2.5,2062.3
2076,0.0,2546.3
2612,2.5,1901.8
1818,2.5,2569.1
985,1.5,2097.7
2831,1.5,1802.3
1352,2.0,2443.2
3382,1.5,1954.7
2366,0.0,2203.8
3902,0.0,2767.7
1427,2.5,2086.2
3823,2.0,2396.3
2261,0.0,1920.6
630,1.5,1906.6
600,0.0,2403.9
768,2.0,2123.9
871,2.5,2043.3
373,2.0,2232.2
3387,2.0,1960.3
3246,2.0,2384.2
2432,2.5,1914.3
1434,0.0,2038.6
3815,0.0,2214.3
2759,2.5,2282.1
643,1.5,2697.6
3798,2.0,2046.8
1411,2.0,2358.5
3894,2.0,2005.4
382,1.5,2711.3
68,1.5,1898.3
1426,1.5,1968.9
3163,2.5,2986.2
258,1.5,2428.8
169,2.0,2533.5
1451,1.5,2436.6
3540,2.0,2390.4
3295,2.5,1732.3
1849,2.0,2913.6
120,2.5,2192.1
1166,2.5,2151.7
2173,2.5,2817.0
2930,2.0,2223.6
2605,0.0,2668.2
1089,2.0,2039.7
2275,2.0,1994.9
2713,0.0,2665.9
3065,2.0,2349.3
2557,1.5,2638.0
2576,0.0,2890.1
145,2.0,2198.9
1717,2.5,2652.0
3582,2.0,2352.1
140,2.0,2043.5
3226,1.5,2907.4
1943,1.5,1999.4
1934,0.0,2460.1
619,1.5,2508.1
2725,2.5,2346.7
1697,2.0,2341.6
1235,2.0,2435.3
3125,0.0,2181.5
724,0.0,2546.2
348,1.5,2255.8
1845,2.5,2152.2
2662,0.0,2530.3
3787,2.0,2809.3
3665,2.5,2054.3
2054,2.5,2055.3
279,1.5,2347.6
3034,0.0,2379.0
3197,2.0,2385.3
964,0.0,2481.8
425,2.5,2320.4
770,1.5,1898.8
857,1.5,2352.6
1643,2.5,1717.1
427,0.0,2500.4
2652,2.0,2250.1
2245,0.0,2582.8
3173,2.0,2594.9
3070,2.5,1702.0
2110,2.5,1981.6
1588,2.5,2425.2
1854,2.5,2617.3
988,1.5,2251.7
1309,2.0,2501.2
2168,2.5,2019.2
772,0.0,2453.4
1351,0.0,2631.7
