id,conc_pc,length_micron
669,2.5,2328.5
3749,1.5,2071.9
2677,0.0,1770.0
696,2.0,1847.6
486,2.5,2087.3
143,0.0,3157.9
1554,2.5,2687.3
1583,1.5,2958.5
3941,2.5,2274.9
1922,2.5,2172.4
1605,0.0,2141.5
3378,0.0,2519.5
1382,2.5,1955.8
2224,2.0,2477.6
2785,2.0,2173.0
1267,2.5,2303.6
2955,1.5,2199.6
2871,2.5,1915.3
475,0.0,2510.0
2027,2.0,2143.7
1529,1.5,3326.9
3675,1.5,2801.5
211,2.0,2318.4
3976,1.5,1982.2
2557,1.5,2638.0
2445,2.5,1998.2
2203,1.5,2309.2
3210,0.0,2680.9
2369,2.0,2258.5
3620,2.0,2706.3
3072,1.5,2549.9
167,1.5,2293.4
2082,0.0,2377.1
1783,2.0,2371.4
303,1.5,2515.9
179,0.0,2445.0
2222,2.0,1899.1
1973,1.5,2279.0
2064,2.0,2065.5
198,2.0,2460.2
867,1.5,2195.2
653,2.5,2148.1
1816,2.5,2185.8
1908,2.0,2150.9
140,2.0,2043.5
2252,1.5,2397.2
1060,1.5,2597.2
1511,2.0,2700.7
1592,0.0,1990.0
2674,0.0,2377.1
2008,2.5,2353.1
359,2.0,2154.2
87,2.0,2677.9
3091,0.0,2308.9
1782,2.5,2153.7
17,2.0,2783.6
1613,2.5,1934.4
325,2.5,2337.2
3933,2.0,2307.0
660,0.0,2180.7
1503,1.5,1999.6
3993,2.5,2288.5
3844,2.5,1942.8
1324,1.5,1903.0
791,1.5,1993.3
196,2.0,1905.3
3042,2.0,2213.8
2367,0.0,2415.0
2396,1.5,2777.2
2354,2.0,2927.7
307,0.0,3071.0
1491,2.0,2235.8
794,0.0,2395.6
1392,0.0,2746.3
1924,2.5,1531.1
63,0.0,2134.2
3221,0.0,2403.6
1296,1.5,2120.8
3808,1.5,2647.4
1462,0.0,2396.3
902,2.0,2516.7
2945,1.5,2248.3
3865,0.0,3145.4
440,2.5,2045.2
1480,2.5,2250.1
261,2.5,2424.0
1873,0.0,2497.6
892,2.0,2104.7
2672,2.0,2122.2
3562,2.0,1904.7
1758,0.0,2312.7
242,0.0,2522.4
1487,2.0,2361.4
1096,2.5,2025.7
3856,1.5,2441.2
2070,1.5,2412.9
2410,1.5,2590.2
3380,2.5,1957.5
2393,0.0,2838.1
1958,2.0,2266.1
2879,0.0,2248.6
510,0.0,2480.5
2525,2.0,2056.2
1297,1.5,2824.9
761,2.0,2621.5
3150,1.5,2666.9
1584,2.5,2264.4
3744,2.5,2541.0
3537,2.0,2082.4
411,2.0,2419.6
2751,0.0,2578.1
3773,2.0,2605.6
2041,2.5,2163.3
328,1.5,2715.7
136,2.5,1844.9
1403,0.0,2529.3
1712,2.0,2215.5
3723,1.5,2661.2
1547,2.0,2515.8
193,1.5,2706.7
3292,2.5,2391.5
428,2.0,2180.4
1379,0.0,2143.1
3070,2.5,1702.0
1916,1.5,2379.2
1563,2.0,2198.3
2660,2.0,2624.9
3591,0.0,2326.0
887,1.5,2266.9
524,2.5,2185.0
3881,1.5,2282.0
3665,2.5,2054.3
2824,2.5,1876.3
3530,1.5,1853.7
3679,2.0,2290.7
1791,0.0,2605.7
1951,2.5,1779.0
1464,2.5,2213.7
67,2.5,1819.3
2610,0.0,2410.0
3205,2.5,2639.2
1356,2.0,2499.7
1652,2.5,2539.3
3805,2.5,2506.9
534,2.0,2215.2
2978,2.5,2291.1
1482,2.5,2109.4
3892,1.5,2556.4
1695,2.0,1897.2
1145,2.0,1850.8
3433,1.5,2425.2
2622,1.5,2610.1
86,2.5,2079.0
3651,1.5,2555.7
3327,0.0,2395.3
2073,2.5,2429.3
3162,1.5,2612.3
978,1.5,2591.4
3073,1.5,2683.3
1518,2.5,2228.8
