id,conc_pc,length_micron
2404,2.5,2886.7
3898,2.5,2238.0
2053,0.0,2564.7
3620,2.0,2706.3
997,1.5,2320.8
79,0.0,2740.1
3350,2.0,2077.4
895,2.0,2341.0
3592,1.5,1978.3
1751,2.0,2508.7
3940,2.5,2288.2
2084,1.5,2444.1
1250,1.5,2322.8
1864,1.5,2824.9
2854,0.0,2678.0
1793,0.0,2467.1
3997,2.5,2331.7
1939,2.5,1808.4
274,1.5,2666.1
2201,0.0,2115.2
3363,0.0,2472.5
3259,0.0,2506.3
306,2.0,2474.5
3447,2.0,1866.7
2763,0.0,2282.0
3805,2.5,2506.9
20,2.5,2083.6
269,1.5,2287.0
2172,1.5,2161.6
2941,2.0,1852.6
672,2.5,1849.8
1438,2.5,2532.5
2142,1.5,2730.6
2964,0.0,2114.7
3637,2.0,1937.4
3063,1.5,2273.9
3446,2.0,1686.9
94,1.5,2534.7
2011,2.0,2383.2
3848,2.0,2691.3
1160,0.0,2262.0
3341,2.5,2374.5
2382,1.5,2200.7
1210,0.0,2189.5
3529,0.0,2731.4
3897,0.0,2579.3
976,2.5,2349.7
1412,2.0,2246.9
3156,1.5,1941.1
1082,0.0,2312.9
1384,2.0,2129.5
777,2.0,2406.5
3144,0.0,2349.0
506,1.5,2431.8
2071,2.0,2193.9
2340,1.5,2359.0
3704,0.0,2365.2
3864,0.0,2159.8
1378,1.5,2506.5
1522,2.5,2834.9
502,2.5,2532.6
2294,2.0,2155.1
2978,2.5,2291.1
2045,1.5,2426.5
1027,2.0,2246.3
3607,0.0,2706.6
2503,1.5,2306.2
2317,1.5,2080.7
1756,2.5,2312.5
1203,1.5,1958.3
2158,0.0,2283.5
578,1.5,2665.1
1892,2.0,2053.8
3193,2.5,2106.5
3388,1.5,1414.6
3653,0.0,2002.5
3006,0.0,2325.8
3896,1.5,2248.7
439,1.5,2318.4
2417,1.5,2211.0
328,1.5,2715.7
1401,2.0,2320.0
83,2.0,2276.6
3763,1.5,2167.6
785,2.0,2137.4
1796,2.0,2163.6
2006,0.0,2291.2
1903,2.0,2258.4
2060,0.0,2331.5
1708,2.5,1862.0
1759,2.0,1897.9
1761,2.0,1893.7
1795,2.0,1990.0
2565,2.0,1945.6
3948,2.5,2181.0
2415,2.0,2297.0
1046,1.5,2801.6
536,0.0,2175.0
2054,2.5,2055.3
1682,2.5,2134.2
1532,2.5,2415.9
1333,2.5,2196.0
2215,0.0,2154.1
3521,1.5,2225.6
1828,1.5,2588.3
289,1.5,2544.7
1857,0.0,2726.8
1370,1.5,2506.3
2100,0.0,2601.7
1165,0.0,2229.3
1666,1.5,1954.2
148,2.0,2691.5
1537,2.5,2082.9
3245,1.5,2767.0
1512,2.5,2058.6
3667,2.5,2313.4
563,1.5,2450.7
162,2.0,2384.3
1923,2.5,2319.3
1110,2.5,1974.7
3420,0.0,2762.0
1048,1.5,2495.2
1495,1.5,2697.9
1763,0.0,2900.7
787,1.5,2462.0
3486,1.5,2713.9
1780,0.0,3032.9
948,1.5,2309.2
3045,2.0,2630.2
3959,0.0,2873.2
1641,1.5,2625.3
554,2.5,2481.0
1002,1.5,2460.4
565,2.0,2402.3
3147,2.5,2157.3
1817,2.0,2366.1
3032,0.0,2693.2
700,2.5,2093.9
1758,0.0,2312.7
550,2.0,2591.4
2234,2.5,2152.2
2308,1.5,2920.0
2121,0.0,2480.4
2569,2.0,2313.3
2274,0.0,2071.0
1443,2.0,2375.9
1118,2.0,2529.0
1965,0.0,2131.1
1014,2.5,2170.1
3026,2.0,2320.6
568,0.0,2667.1
182,0.0,2418.5
166,2.0,2302.1
427,0.0,2500.4
3146,2.5,1446.1
3470,2.0,1873.7
1908,2.0,2150.9
3998,2.0,2193.5
1618,1.5,1944.8
48,2.0,1920.8
