group,ph,temperature,activity
8,9,30,0.0402
3,7,20,0.0476
6,9,30,0.0366
6,7,40,0.0436
10,7,20,
9,5,20,0.0499
10,5,40,
2,7,20,0.0516
8,5,40,0.0312
1,7,40,
5,5,40,0.0337
2,5,20,0.0659
10,9,20,
1,9,30,0.0455
5,5,40,0.0345
6,7,20,0.0401
3,9,20,0.0247
9,7,40,
3,9,40,0.0491
6,5,40,0.0357
10,5,20,ERROR
6,9,40,0.0503
8,9,40,0.0599
5,9,20,0.0308
4,9,30,-1
4,9,30,0.0394
2,5,20,0.05
7,7,20,ERROR
7,5,30,0.0298
7,7,30,-1
7,5,40,0.0351
10,7,40,0.0427
2,7,40,0.0397
6,5,30,0.0333
2,9,40,0.055
5,7,20,0.0425
1,5,20,0.0493
8,7,20,0.0423
2,9,20,0.0297
1,7,20,0.0401
2,7,40,0.0521
4,7,40,0.0526
2,7,30,0.048
7,9,20,0.0293
2,5,40,0.0303
6,5,40,0.0392
10,9,40,0.0562
2,7,20,0.0413
6,9,30,0.0461
5,9,30,0.043
4,9,20,0.0302
9,5,40,0.0337
5,5,30,0.0357
4,9,20,0.0261
5,9,20,0.03
2,7,40,0.0408
9,5,30,0.0398
2,7,30,ERROR
2,7,20,0.0495
8,9,20,0.0323
6,5,30,0.0373
3,7,40,0.0393
3,5,30,0.0338
9,7,40,0.044
9,7,30,0.0402
10,5,30,0.0326
1,5,20,0.0605
4,5,30,0.0386
4,5,20,0.0498
1,5,30,0.0401
4,9,20,0.0309
9,5,40,0.0321
5,5,20,
2,5,40,0.034
9,9,20,0.0352
5,5,40,0.0285
1,5,20,0.0468
5,5,40,0.0279
5,9,40,ERROR
8,7,20,0.0426
10,7,40,0.0404
6,7,40,0.0506
5,9,30,0.0384
5,7,30,0.042
6,5,40,0.0327
3,9,30,-1
2,7,30,0.047
7,9,20,0.0256
10,7,30,0.0371
8,9,30,0.0415
2,9,40,0.0571
9,9,20,0.0293
10,5,40,0.0278
1,7,30,0.0464
9,5,40,0.0314
9,5,40,0.0327
1,5,40,0.0308
3,7,40,-1
9,7,30,-1
1,5,30,0.0411
2,5,30,0.0368
5,9,40,0.057
1,7,40,0.0466
6,5,20,0.0479
1,7,20,-1
3,5,20,0.0543
3,9,20,0.0285
9,9,30,0.0474
7,5,20,0.0534
8,9,40,0.0551
4,9,20,0.0356
5,9,30,0.0418
3,7,30,0.0462
4,5,20,0.0639
6,7,30,0.0501
8,9,30,0.0379
5,9,20,0.0309
4,7,20,0.0372
7,7,40,-1
1,9,20,0.0305
3,9,20,0.0302
2,5,40,0.0305
10,9,30,0.0395
9,5,20,0.0625
4,7,20,0.0422
6,9,30,
4,5,40,0.0311
1,9,40,0.0629
