group,ph,temperature,activity
1,5,20,0.0493
7,5,30,0.0425
9,5,20,ERROR
3,5,40,0.0286
9,7,40,
10,5,20,0.0547
2,5,20,0.05
8,7,20,0.0413
1,9,40,0.0671
5,7,40,0.0394
10,5,40,0.0278
8,9,30,0.0402
8,5,40,0.0324
10,9,40,-1
6,5,40,0.0357
1,7,30,0.037
9,5,40,0.0337
2,9,20,0.0297
8,9,20,0.0317
1,5,40,0.0339
7,5,30,0.0456
5,5,40,0.0279
4,7,20,0.0422
6,9,40,0.0525
6,7,30,0.0395
3,7,30,0.0462
3,7,20,0.0419
10,7,30,0.0398
1,9,40,0.0504
9,9,40,0.0425
6,5,20,0.0479
3,9,40,
1,9,40,0.0589
8,5,30,0.0381
6,7,20,0.0401
9,5,20,0.0489
3,9,40,0.057
8,9,30,0.0421
7,5,40,0.0351
3,7,40,0.0425
3,9,40,0.0491
7,5,20,0.0534
5,5,20,0.0553
5,9,40,0.0529
9,5,40,0.0321
1,7,40,0.0466
5,5,30,0.0401
6,9,30,0.042
9,7,20,0.0418
7,9,30,0.0483
1,9,20,0.0267
5,5,30,0.0394
3,9,20,0.0247
6,9,20,0.0273
4,5,20,0.0498
6,9,40,0.0448
5,7,30,0.0357
3,7,40,0.0436
1,5,30,0.0391
6,7,30,0.0498
7,9,30,0.0453
7,5,40,0.036
8,5,30,0.0321
2,5,20,0.0532
7,9,30,0.0434
8,9,40,0.0632
3,7,40,0.0393
2,5,30,0.0303
2,5,40,0.0351
8,5,40,0.0317
2,5,30,0.0368
5,7,30,0.0426
8,9,20,0.0287
6,9,20,-1
8,7,30,0.0456
4,7,20,0.0372
3,7,30,0.0429
10,7,40,0.0427
5,9,40,0.0582
5,5,40,0.0345
10,9,30,0.0431
2,5,20,0.0659
5,5,20,
8,7,40,
4,9,20,0.0309
4,5,20,0.0565
10,9,30,0.0395
7,5,30,0.0298
3,9,30,0.0449
10,5,20,ERROR
8,5,30,0.0342
3,5,30,0.0381
6,7,20,0.0433
9,9,30,0.0477
2,7,30,ERROR
8,7,40,0.0447
9,5,20,0.0625
8,5,20,0.0599
10,5,30,0.0326
9,9,20,0.0294
6,5,20,-1
3,9,20,0.0285
3,9,40,0.0603
2,5,30,0.0389
9,9,40,0.0561
3,5,20,0.0543
3,5,40,0.0294
9,5,30,0.0332
9,7,20,0.0419
4,5,40,0.0271
5,9,30,0.0384
7,5,20,0.0664
4,7,30,0.0493
6,5,30,0.0333
9,5,30,0.0325
1,7,20,0.0452
9,7,20,
7,9,40,0.0504
10,9,20,0.0288
9,9,40,0.0501
10,7,20,0.0434
7,5,30,0.0423
10,5,40,
1,9,40,0.0534
6,9,20,0.0232
7,7,30,0.0421
10,7,20,
9,9,30,0.0474
1,7,40,
6,9,40,0.0532
4,9,20,0.0356
2,5,30,0.0408
9,9,20,0.0352
8,9,40,0.0593
10,5,30,0.0409
4,5,20,0.0633
10,5,30,0.0362
5,7,20,0.048
9,7,30,0.0513
8,5,20,ERROR
4,9,30,0.0484
7,7,30,0.0478
7,9,40,0.0569
8,7,40,0.0434
6,7,40,0.0506
7,7,40,-1
4,9,30,-1
8,7,30,0.044
3,9,30,0.0379
3,5,20,0.0631
5,7,20,0.043
10,5,40,0.0281
1,5,20,0.0468
4,9,40,-1
8,5,30,0.0347
5,5,20,0.0563
3,5,40,
1,9,30,0.0455
6,9,30,0.0427
7,7,20,ERROR
7,5,40,0.0349
4,9,40,0.0571
