group,ph,temperature,activity
6,9,20,-1
5,9,40,ERROR
7,5,30,0.0298
8,5,20,0.0441
10,9,40,ERROR
4,7,20,0.0456
9,5,20,0.0625
9,7,40,ERROR
6,9,40,0.052
1,5,40,0.0308
1,9,30,0.0504
1,7,40,0.0404
4,5,30,0.0386
10,5,40,0.0281
3,7,30,0.0486
5,5,40,0.0279
1,9,20,0.0305
6,5,40,0.0346
4,9,30,0.0394
5,9,40,0.0599
4,5,30,0.0377
8,9,20,0.0323
6,5,40,0.0392
7,7,20,
6,7,20,0.0401
4,9,30,
2,9,20,0.0328
3,5,30,0.0381
7,9,30,0.0434
9,7,30,0.0513
8,5,40,0.0317
8,9,20,0.0317
2,5,20,0.0462
6,9,20,0.0303
8,5,30,0.0321
6,5,20,0.0479
3,9,40,0.057
3,5,20,0.0543
4,9,30,0.0466
3,7,40,0.0418
8,9,30,0.0402
5,7,30,0.042
9,9,30,0.0474
8,5,30,0.0384
3,9,20,0.0306
7,9,30,0.0421
4,7,40,0.0526
10,5,30,0.0326
8,7,40,
1,7,20,0.0401
10,5,20,ERROR
4,9,20,0.0309
4,7,20,0.0422
4,7,40,0.0446
1,7,30,0.0412
8,9,20,0.0317
10,9,40,-1
8,9,40,0.0599
7,5,20,0.0534
4,5,20,0.0639
1,9,30,0.0416
7,7,20,0.0411
7,9,40,0.0547
1,9,30,0.047
8,9,40,0.0551
9,9,30,0.0477
7,9,40,0.0504
9,5,30,0.0379
8,5,40,0.0312
5,5,20,0.0553
1,9,20,0.0267
10,5,30,0.0459
4,5,40,0.0355
4,5,40,0.0353
2,7,40,0.0444
8,9,20,0.0298
5,5,30,
5,9,30,
2,5,40,0.0305
5,5,40,0.0345
8,7,20,0.0426
1,7,30,0.0423
6,7,40,0.045
1,7,20,0.0462
4,5,40,0.0311
8,5,40,0.0315
5,7,30,0.0426
1,7,40,
2,5,20,0.0532
3,5,40,0.0286
8,7,30,0.0481
4,7,30,0.0443
6,7,30,-1
9,5,20,0.0499
2,9,30,0.0398
8,9,40,0.0593
10,7,30,0.0522
6,9,40,0.0503
9,7,20,0.0419
1,5,20,0.0605
2,7,20,0.0478
7,7,20,0.0519
7,9,30,0.0464
2,5,30,0.0389
3,5,40,0.0294
4,5,20,0.0633
4,5,30,0.0372
2,7,20,0.0413
3,7,30,0.044
7,9,40,0.0546
1,9,20,0.0303
2,7,30,0.047
6,9,40,0.0448
2,5,30,0.0368
6,9,30,0.042
5,7,40,0.0394
1,9,40,0.0671
10,9,40,0.0621
10,9,30,0.0395
3,9,20,0.0302
5,5,20,0.0491
6,5,30,0.0322
3,9,40,0.0491
1,9,30,0.0408
4,7,30,0.0507
10,9,20,
9,7,40,0.0473
6,9,20,0.0232
7,7,40,0.0451
7,7,40,0.0512
5,7,20,0.043
3,9,40,
9,9,20,0.0294
9,9,40,0.0543
8,7,40,0.0501
7,7,30,-1
10,5,20,0.0581
1,5,40,0.0331
5,5,20,0.0563
8,5,20,0.0635
3,7,20,0.0419
6,9,40,0.0525
6,7,20,0.0449
9,7,40,
7,5,20,ERROR
9,5,30,0.0332
7,7,30,0.0421
6,5,20,0.0559
8,5,20,0.0632
10,9,20,0.0313
2,7,20,0.0495
9,7,30,0.0402
2,9,30,0.0477
9,5,30,0.0398
10,7,30,0.0442
5,9,30,0.0384
2,9,40,0.064
1,9,40,0.0534
3,9,30,0.0449
2,7,30,ERROR
10,9,20,0.0288
5,7,40,0.047
3,7,20,0.0476
8,7,40,0.0447
8,7,40,0.0384
4,9,20,0.0302
3,9,20,0.0247
6,7,20,0.0422
8,5,40,0.0317
3,7,40,0.0393
10,9,40,0.0562
5,7,40,0.0464
3,9,30,-1
10,5,30,0.0292
7,9,30,0.0483
1,9,20,-1
6,7,30,0.0498
3,7,40,0.0425
7,7,30,
4,9,40,-1
2,5,40,0.0303
3,5,20,0.0574
1,7,20,0.039
4,9,40,0.0466
1,9,20,0.0307
7,7,30,0.0453
4,9,20,0.0261
1,5,40,0.0335
5,7,20,0.0465
8,5,30,0.0342
3,7,30,0.0525
10,7,40,0.0427
10,9,30,0.0463
4,5,30,0.0373
4,9,40,0.0558
6,5,20,-1
1,5,20,0.0468
1,5,30,-1
9,9,30,0.0377
4,5,20,0.0547
10,9,30,0.0431
3,5,30,0.0338
7,9,30,0.0453
2,7,40,0.0521
10,5,40,0.0388
6,9,30,0.0461
3,7,20,0.0457
9,7,20,
2,5,30,0.0303
8,9,30,0.0417
6,9,30,
9,9,40,0.0501
9,7,30,0.0461
3,5,30,0.0444
4,5,30,0.0435
8,7,40,0.0434
9,5,40,0.0321
4,9,20,0.0356
5,5,30,0.0357
1,5,20,ERROR
5,9,40,0.0529
4,7,40,-1
4,7,20,0.0434
2,9,40,0.055
9,9,20,0.0293
10,7,20,
7,5,40,0.0351
2,9,20,0.0338
8,9,30,0.0379
9,5,40,0.0337
4,5,20,0.0498
7,5,40,-1
8,7,30,0.044
4,9,30,0.0484
5,7,20,0.0425
2,9,40,0.0571
6,9,40,0.0532
1,5,30,0.0428
9,5,30,0.041
3,7,30,0.0429
3,7,40,-1
2,7,40,0.0397
8,5,30,0.0381
6,5,40,0.0327
9,9,20,0.0254
2,9,40,0.065
3,7,20,0.0498
1,5,40,0.0335
6,7,30,0.0395
6,9,20,0.0273
2,7,30,0.048
4,7,30,0.0434
1,5,30,0.0401
10,7,30,0.0398
4,9,20,0.0359
10,7,20,0.0448
10,7,30,0.04
1,9,40,0.0589
9,5,40,0.0314
2,5,40,0.0351
1,5,40,0.0339
8,5,20,ERROR
7,5,30,0.0425
7,5,20,0.0664
5,7,30,0.0456
2,9,30,0.0529
2,9,30,0.0509
7,7,20,ERROR
6,7,40,0.0425
6,5,30,0.0333
7,5,30,0.0456
8,7,20,0.0413
7,9,20,0.0305
3,7,30,0.0462
1,7,30,0.0464
2,5,30,0.0408
6,7,40,0.0506
8,7,30,0.0456
7,9,20,0.0332
1,5,30,0.0411
7,5,20,
10,5,30,0.0362
8,7,20,0.0463
4,5,20,0.0565
5,7,40,0.0538
10,5,40,0.035
7,5,40,0.0349
7,9,20,0.0256
2,7,40,0.0408
9,7,20,ERROR
2,9,20,0.0263
8,9,20,0.0287
7,7,40,0.0395
2,7,20,0.0516
5,9,30,0.0418
1,7,40,0.0424
6,5,30,0.038
7,7,40,-1
5,9,40,0.057
3,9,30,0.0415
