group,ph,temperature,activity
2,7,40,0.0481
4,5,30,0.0372
9,9,20,0.0294
7,9,40,0.0547
1,9,40,0.0504
4,9,30,0.0394
9,5,30,0.0325
3,9,30,0.0437
3,7,30,0.0429
6,7,20,0.0422
3,7,40,0.0425
7,9,20,0.0305
2,9,40,0.055
4,7,20,0.0422
3,7,30,0.0486
9,9,30,ERROR
4,7,40,0.0446
10,9,30,0.0463
5,5,40,0.0285
1,7,20,0.039
10,5,20,0.062
10,9,40,0.0562
1,9,20,-1
10,5,20,0.0552
2,5,40,0.0351
2,7,30,0.048
9,7,30,0.0402
10,7,20,0.0448
9,5,20,ERROR
2,7,20,0.0478
10,9,40,ERROR
9,7,20,
4,7,40,
5,5,40,0.0323
8,9,40,0.0599
1,7,30,0.05
9,9,30,0.0422
10,7,20,0.0434
9,5,40,0.0337
6,5,30,0.0333
9,5,20,0.0625
8,7,30,0.0481
3,7,40,-1
10,7,40,0.0427
7,7,30,0.0478
3,5,20,0.052
6,9,30,0.042
5,5,30,0.0394
1,5,40,0.0339
2,9,20,0.0297
9,7,40,
5,5,20,0.0478
2,7,30,ERROR
8,7,40,0.0384
9,9,20,0.0352
3,7,40,0.0436
2,7,40,0.0408
6,7,20,0.0401
1,9,20,0.0305
8,9,20,0.0317
8,5,40,0.0315
6,5,20,0.0472
3,9,40,0.0603
10,9,40,0.0468
2,5,40,0.0303
3,9,40,0.0633
8,7,20,0.0426
10,5,30,0.0362
9,5,30,0.0332
8,9,30,0.0421
8,9,20,0.0317
6,9,20,-1
5,7,20,0.0465
9,7,30,0.0461
3,9,30,0.0415
10,9,30,0.0395
5,5,40,0.0337
10,5,30,0.0409
8,5,40,0.0312
7,7,40,-1
7,9,20,0.0332
10,9,30,0.0537
6,7,20,0.0433
9,9,20,0.0254
10,9,30,0.0389
4,7,20,0.0401
1,9,20,0.0307
1,7,40,0.0458
9,5,40,0.0321
1,9,30,0.047
6,5,20,0.0559
1,9,30,0.0504
6,7,30,0.0413
10,5,40,0.0278
6,9,20,0.0273
4,9,40,-1
4,7,20,0.0372
4,9,30,
6,7,40,0.0441
9,9,20,0.0335
8,7,30,0.0461
4,5,20,0.0498
1,7,30,0.0423
5,5,30,0.0357
2,7,30,0.048
6,9,40,0.0448
4,9,20,0.0356
4,5,20,0.0565
5,9,40,0.057
2,9,30,0.0423
8,5,20,0.0635
4,7,30,0.0443
4,5,40,0.0284
1,9,20,0.0303
10,9,20,0.0333
8,9,30,0.0417
2,9,20,0.0338
3,5,30,0.0338
4,7,40,0.0526
6,7,20,0.043
7,7,20,0.0519
1,7,30,0.037
3,5,20,ERROR
2,9,30,0.0398
1,9,40,0.0534
5,9,20,-1
2,9,40,0.0571
1,7,20,0.0452
7,5,40,0.0351
4,7,30,0.0434
2,5,30,0.0331
6,5,30,0.0322
1,5,40,0.0335
10,5,30,0.0292
4,5,40,0.0355
1,7,40,0.0424
2,5,40,0.0284
7,9,30,0.0434
2,5,30,0.0303
8,9,20,0.0323
8,7,20,0.0426
4,9,20,0.0302
1,5,40,0.0335
9,5,30,0.0398
5,5,20,0.0553
5,5,40,0.0279
7,5,30,0.0298
5,9,40,0.0529
3,7,20,0.0378
5,7,20,0.0423
8,7,30,0.044
9,7,40,0.0473
2,7,40,0.0444
6,9,30,0.0366
7,5,20,0.0664
4,5,20,0.0547
4,5,40,0.0311
8,7,40,0.0434
10,5,20,0.0547
2,7,30,ERROR
6,5,30,0.0373
9,7,40,ERROR
7,7,20,
3,9,20,0.0247
6,5,30,0.0392
1,9,40,0.0629
7,7,20,0.0411
2,9,20,0.0237
2,7,40,0.0521
7,5,40,0.036
5,7,40,0.0464
1,7,40,0.0404
5,9,40,0.0599
10,5,20,0.0581
4,9,20,0.0309
3,9,40,0.057
8,5,40,0.0317
7,7,40,ERROR
