group,ph,temperature,activity
6,7,20,0.0449
4,7,40,-1
8,7,20,0.0426
8,5,30,0.0384
6,9,40,0.0532
5,7,20,0.043
9,7,30,0.0513
1,7,40,0.0404
2,7,20,0.0413
6,9,20,-1
1,9,40,0.0504
4,5,30,0.0373
2,7,40,0.0444
2,9,40,0.065
10,7,40,0.0404
3,9,30,0.0437
9,7,30,0.0461
2,7,20,0.0495
6,9,30,0.0461
7,7,20,0.0519
5,5,40,0.0337
9,7,40,0.0461
8,9,20,0.0287
1,9,30,0.0504
4,5,40,0.0353
2,5,30,0.0389
3,7,40,0.0418
5,5,30,0.0394
8,5,20,0.0441
7,7,30,-1
5,9,40,0.057
10,5,40,0.0281
1,5,30,0.0428
6,7,20,0.0422
8,5,40,0.0317
9,7,20,ERROR
5,7,30,0.0515
7,9,30,0.0483
6,7,20,0.043
3,5,40,0.0286
6,9,40,0.052
4,9,20,0.0302
2,5,20,ERROR
10,7,40,
6,9,30,
8,9,40,0.0632
6,9,20,0.0273
3,5,30,0.0444
5,5,40,0.0285
7,5,30,0.0423
3,9,30,0.0379
2,5,40,0.0351
9,7,40,ERROR
10,5,30,0.0409
6,7,40,0.045
8,7,20,0.0426
2,9,30,0.0398
2,9,40,0.0601
3,9,30,0.0449
9,7,40,0.0473
5,5,20,0.0478
8,7,40,
4,9,30,
1,9,20,-1
8,7,40,0.0501
6,5,40,0.0327
4,9,20,0.0261
3,7,40,-1
3,5,40,0.0362
7,7,30,0.0478
7,9,40,0.0546
2,5,30,0.0303
10,7,30,0.0522
2,5,30,0.0408
1,7,20,0.039
7,5,20,
6,5,30,0.0392
7,7,20,
5,5,20,0.0563
4,5,40,0.0355
7,5,40,0.029
3,9,20,0.0302
2,5,20,0.0462
7,5,40,-1
3,7,20,0.0457
1,7,30,0.0464
5,5,40,0.0323
8,7,30,0.0461
7,9,40,0.0592
8,7,20,0.0423
9,5,20,0.0499
5,7,40,0.0394
3,7,40,0.0436
4,5,40,0.0271
2,5,40,0.0305
6,7,40,0.0441
10,7,20,
9,5,40,0.0337
7,7,40,0.0395
3,7,30,0.0486
7,5,40,0.0351
9,9,40,0.0561
9,9,20,0.0294
7,9,20,0.0287
8,9,20,0.0298
3,5,40,
7,9,30,0.0464
10,7,30,0.0398
4,5,30,0.0372
10,9,20,0.0305
7,7,30,
10,9,30,0.0537
6,7,30,0.0395
3,7,30,0.044
7,7,40,0.0512
1,9,30,0.0416
7,7,30,0.0421
9,7,20,ERROR
2,5,40,0.034
10,7,30,0.04
1,9,20,0.0305
5,9,40,0.0599
9,5,40,0.0314
5,7,40,0.0538
7,7,20,ERROR
5,9,40,0.0529
4,9,30,0.0394
10,5,20,0.0547
10,9,20,
5,5,40,0.0279
10,5,40,0.0388
9,9,20,0.0335
5,9,40,0.0582
4,9,30,-1
6,5,40,0.0338
3,5,20,0.0574
9,9,30,0.0474
5,5,40,0.0345
4,9,40,0.0558
9,9,40,0.0543
5,7,40,0.0504
9,7,20,0.0419
10,9,40,0.0621
4,7,30,0.0434
2,9,40,0.055
9,5,40,0.0321
4,7,30,0.0493
8,7,20,0.0413
9,9,30,0.0377
1,7,20,0.0452
9,5,20,0.0489
5,9,20,0.03
2,7,40,0.0481
6,9,20,0.0288
7,5,20,0.0664
2,5,40,0.0284
5,5,30,
8,7,40,0.0434
10,5,20,0.0581
1,9,40,0.0671
6,5,20,0.0472
9,9,40,0.0558
10,7,40,-1
4,9,40,0.0535
1,7,20,0.0401
2,9,30,0.0423
10,5,30,0.0292
