group,ph,temperature,activity
3,5,20,ERROR
4,7,40,0.04
9,9,40,0.0561
10,5,30,0.0326
7,7,40,0.0451
2,9,30,0.0529
5,7,40,0.0464
8,9,20,0.0298
5,5,40,0.0285
7,7,30,-1
2,9,40,0.065
7,5,40,0.036
4,5,30,0.0435
2,9,40,0.064
6,5,40,0.0357
10,7,20,0.0448
7,7,40,0.0512
5,7,40,0.0394
8,7,20,0.0426
4,9,30,0.0394
2,9,20,0.0297
7,9,20,0.0256
7,7,20,0.0411
7,7,40,-1
4,5,30,0.0386
10,9,40,0.0468
3,7,40,0.0418
1,5,20,0.0535
3,9,40,0.0603
10,9,20,0.0288
9,9,40,0.0543
8,5,20,0.0599
3,9,40,
8,7,40,0.0384
6,9,30,
10,9,20,0.0305
1,5,40,0.0335
2,5,40,0.0284
3,9,30,0.0415
8,9,20,0.0317
7,7,30,0.0478
9,9,20,0.0352
9,7,20,ERROR
2,7,30,0.048
8,5,40,0.0315
1,9,40,0.0534
7,9,40,0.0569
3,5,30,0.0444
2,5,20,0.0462
4,5,20,0.0633
3,9,30,0.0449
4,7,20,0.0422
6,7,40,0.0506
4,7,20,0.0456
5,9,30,
9,7,40,
9,5,40,0.0337
2,5,20,0.0659
7,9,30,0.0483
10,7,20,
9,9,40,0.0501
1,9,20,0.0267
9,7,30,0.0402
9,7,40,0.044
10,7,30,0.0398
2,5,30,0.0368
9,9,20,0.0335
6,7,30,0.0395
10,7,40,
1,9,20,0.0303
2,5,40,0.0305
6,5,30,0.0322
10,5,20,0.0547
3,5,20,0.0631
1,5,30,0.0401
4,5,30,0.0377
5,9,20,0.0231
6,9,30,0.042
1,5,40,0.0339
10,9,30,0.0395
6,5,40,0.0338
4,9,30,
9,7,30,0.0461
3,7,30,0.044
3,7,20,0.0419
6,7,20,0.0449
7,5,30,0.0298
8,9,40,-1
8,5,40,0.0312
2,7,20,0.0478
10,9,40,ERROR
2,7,40,0.0481
8,9,40,0.0551
5,9,30,0.0384
7,5,20,ERROR
2,5,20,ERROR
6,9,20,0.0232
6,7,40,0.0441
4,9,20,0.0359
2,5,20,0.05
1,9,40,0.0671
10,7,30,0.0522
10,9,40,0.0562
5,5,20,0.0478
8,5,40,0.0317
8,7,20,0.0423
9,9,40,0.0425
8,9,30,0.0421
8,9,40,0.0632
