group,ph,temperature,activity
9,9,40,0.0558
9,7,30,0.0461
6,5,40,0.0338
1,9,30,0.0504
4,9,30,0.0484
5,5,30,0.0401
7,9,20,0.0293
1,5,40,0.0335
2,7,40,0.0481
6,9,30,0.0427
2,7,30,ERROR
1,7,30,0.0464
7,7,20,0.0411
3,7,40,0.0393
3,9,20,0.0283
8,9,40,0.0632
4,5,40,0.0355
5,5,30,0.0357
9,5,30,0.0379
5,7,20,0.043
7,7,40,0.0395
6,5,40,0.0357
9,9,30,0.0422
9,5,30,0.041
2,9,20,0.0297
9,7,20,
2,7,20,0.0495
3,7,40,0.0418
9,5,40,0.0314
7,9,30,0.0453
4,5,40,0.0271
4,7,20,0.0456
9,7,20,0.0419
8,7,20,0.0426
10,9,30,0.0537
3,5,20,0.0574
4,9,30,0.0394
4,9,20,0.0302
4,5,20,0.0639
10,7,30,0.04
8,7,30,0.044
1,7,30,0.05
3,5,40,0.0286
10,7,30,0.0442
10,9,40,0.0468
10,5,30,0.0409
8,5,30,0.0384
3,9,30,0.0415
1,9,30,0.0408
9,9,30,ERROR
7,7,40,-1
2,9,30,0.0398
1,9,40,0.0534
4,5,40,0.0353
3,9,20,0.0285
8,5,40,0.0317
7,5,40,-1
4,7,40,0.0526
10,9,40,-1
5,9,40,0.0529
10,9,20,0.0288
4,7,20,0.0401
6,5,20,0.0559
5,5,40,0.0345
4,5,30,0.0372
4,7,30,0.0434
10,9,40,0.0621
8,7,30,0.0481
2,9,40,0.065
3,9,20,0.0306
2,9,20,0.0237
2,9,20,0.0338
3,5,20,ERROR
9,9,30,0.0377
2,5,30,0.0408
7,5,30,0.0425
10,7,40,0.0427
5,5,40,0.0323
4,5,40,0.0311
7,9,20,0.0332
9,7,20,ERROR
6,5,30,0.038
10,5,20,0.062
3,7,20,0.0476
7,9,40,0.0504
3,5,30,0.0381
7,5,40,0.0351
7,5,20,-1
6,7,30,0.0395
1,5,30,0.0401
9,9,30,0.0477
7,7,40,0.0512
2,5,40,0.0351
6,5,40,0.0327
9,7,20,ERROR
7,5,40,0.036
8,9,30,0.0417
2,5,20,0.05
4,9,40,0.0466
9,9,40,0.0543
3,7,20,0.0378
6,5,30,0.0373
1,7,40,0.0424
6,7,30,0.0498
9,7,40,ERROR
9,7,30,0.0402
5,5,20,0.0478
6,7,20,0.0433
2,9,40,0.064
8,9,30,0.0421
9,9,40,0.0561
3,5,40,0.0357
2,7,40,0.0397
3,7,40,0.0436
4,7,30,0.0493
7,9,30,0.0483
6,7,20,0.0422
5,7,40,0.047
4,9,40,0.0558
6,7,40,0.0506
1,7,30,0.037
1,9,20,0.0303
3,7,20,0.0498
5,5,30,
5,7,40,0.0504
5,7,20,0.048
7,5,30,0.0374
9,5,40,0.0321
2,5,20,0.0659
10,7,20,0.0448
3,9,30,0.0379
7,7,30,0.0478
2,5,30,0.0368
9,5,20,0.0585
1,7,20,0.0462
7,5,30,0.0298
2,5,20,ERROR
5,9,30,
8,5,40,0.0312
10,9,30,0.0389
5,7,40,0.0464
10,5,30,0.0459
8,7,30,0.0461
6,7,20,0.0449
9,5,30,0.0398
4,9,20,0.0261
3,9,30,0.0437
10,9,20,
6,5,20,-1
3,7,30,0.0429
1,5,20,0.0535
10,7,40,-1
2,5,20,0.0462
10,5,20,0.0552
8,9,20,0.0298
1,5,40,0.0335
5,7,30,0.0515
4,5,30,0.0435
3,7,40,0.0425
2,5,20,0.0532
1,9,40,0.0589
10,9,30,0.0395
8,9,30,0.0415
4,7,30,0.0507
7,9,40,0.0547
7,5,30,0.0456
9,9,20,0.0352
7,5,20,0.0664
2,7,20,0.0413
8,9,30,0.0402
10,5,20,ERROR
5,5,40,0.0279
8,9,30,0.0379
7,9,20,0.0256
2,7,30,0.048
5,7,20,0.0423
3,9,30,-1
1,9,20,0.0267
7,7,20,0.0461
3,5,20,0.0543
6,7,40,0.0436
4,9,30,0.0466
4,7,30,0.0443
10,9,30,0.0463
2,9,40,0.055
1,5,30,-1
1,7,40,0.0404
1,9,40,0.0671
5,5,40,0.0337
2,5,40,0.0303
10,5,30,0.0362
8,9,20,0.0317
1,9,30,0.0455
8,9,40,0.0593
9,7,40,
3,5,30,0.0338
2,7,20,0.0516
8,7,40,0.0447
1,9,30,0.047
6,9,30,0.042
1,7,40,
5,9,30,0.0384
7,7,20,
8,7,20,0.0426
9,5,20,ERROR
1,7,20,0.0401
1,9,40,0.0629
5,9,40,0.0599
7,7,30,0.0421
8,9,20,0.0317
8,9,20,0.0287
