group,ph,temperature,activity
7,7,30,0.0478
9,7,40,0.0473
4,9,30,0.0484
10,5,40,0.0281
5,5,30,0.0401
1,5,40,0.0339
3,7,40,0.0425
8,5,40,0.0315
10,7,30,0.04
8,7,40,0.0501
6,7,30,-1
4,7,20,0.0456
9,5,40,0.0314
3,9,30,0.0437
8,9,40,0.0593
1,5,30,0.0411
3,9,40,0.0603
6,7,40,0.0441
5,7,30,0.0357
4,5,30,0.0377
1,9,20,0.0307
2,9,40,0.064
10,5,40,
10,5,40,0.0278
10,5,40,0.035
6,9,20,0.0288
10,7,40,0.0404
3,9,40,0.0491
8,9,20,0.0287
4,7,40,-1
7,5,20,-1
7,7,30,-1
9,5,40,0.0328
5,5,40,0.0323
1,5,20,0.0535
2,9,20,0.0237
1,5,30,0.0391
8,7,30,0.0461
1,5,20,ERROR
7,7,40,0.0512
2,5,40,0.0303
6,5,30,0.0392
5,5,40,0.0337
4,7,20,0.0401
3,9,20,0.0302
4,5,20,0.0547
9,5,20,0.0499
4,7,30,0.0507
1,7,20,0.0452
7,9,20,0.0332
8,7,20,0.0426
1,5,20,0.0468
3,5,30,0.0334
3,7,30,0.0429
9,7,20,0.0418
3,5,40,0.0357
6,9,40,0.0503
9,5,30,0.0379
7,9,30,0.0434
9,7,30,-1
2,5,20,0.0462
2,7,30,ERROR
2,5,40,0.0284
4,9,20,0.0302
7,9,40,0.0504
2,9,20,0.0263
6,7,30,0.0501
8,9,30,0.0379
1,9,30,0.0455
5,5,40,0.0285
10,7,40,
4,9,40,-1
2,7,40,0.0408
10,7,20,
7,7,20,0.0411
6,7,20,0.0422
6,5,20,-1
5,7,40,0.0504
5,7,20,0.048
8,5,20,ERROR
6,7,20,0.0449
5,7,20,0.0423
2,9,30,0.0423
5,5,40,0.0279
5,9,30,
4,7,20,0.0372
7,5,20,
4,5,40,0.0353
5,9,30,0.0418
9,9,30,0.0477
2,5,30,0.0408
10,7,30,0.0371
3,9,20,0.0283
1,9,40,0.0534
4,7,40,0.0446
9,7,40,0.044
4,9,20,0.0359
10,7,20,
2,7,40,0.0444
6,9,40,0.0448
1,9,30,0.0416
4,9,20,0.0356
8,5,40,0.0317
5,5,30,
1,9,40,0.0629
4,5,30,0.0373
5,9,40,0.0599
10,5,30,0.0362
6,9,30,0.0461
6,9,30,0.0366
2,9,40,0.0571
9,7,30,0.0461
3,5,40,
5,9,30,0.043
5,9,40,0.0529
4,9,20,0.0261
10,9,30,0.0537
7,9,20,0.0293
2,9,30,0.0398
10,5,30,0.0292
5,7,30,0.042
10,5,20,0.0552
6,7,40,0.0506
9,7,20,ERROR
9,7,40,
3,5,30,0.0381
9,5,20,ERROR
7,5,40,0.036
8,9,20,0.0317
4,5,30,0.0435
4,7,30,ERROR
7,9,20,0.0287
6,5,40,0.0392
10,9,20,
10,7,40,0.0501
2,7,30,0.047
7,5,30,0.0298
2,7,30,ERROR
8,9,40,0.0551
1,7,40,0.0404
2,7,40,0.0397
2,5,20,ERROR
3,9,30,0.0415
3,9,40,
3,9,20,0.0285
10,9,40,0.0621
2,5,20,0.05
1,7,30,0.0423
8,9,30,0.0417
9,5,20,0.0625
1,9,30,0.0408
7,9,30,0.0453
2,9,30,0.0529
10,5,20,0.0581
10,5,20,0.0547
6,9,40,0.0525
9,9,40,0.0501
3,9,30,-1
8,5,20,0.0635
9,7,40,ERROR
9,5,30,0.0325
9,7,30,0.0402
1,5,40,0.0331
5,5,20,
7,5,30,0.0425
1,9,20,0.0305
3,9,30,0.0379
4,7,20,0.0434
2,7,30,0.048
4,9,30,-1
10,5,40,0.0388
2,7,40,0.0481
7,7,30,0.0453
8,7,40,
2,9,30,0.0509
10,7,30,0.0442
6,7,40,0.0425
7,9,40,0.0547
4,5,30,0.0372
9,9,40,0.0558
