group,ph,temperature,activity
7,5,30,0.0423
10,5,40,0.0281
8,7,30,0.0456
7,7,40,-1
3,9,20,0.0283
1,9,20,-1
5,7,40,0.0538
1,5,40,0.0335
5,9,40,0.0529
4,7,40,0.04
1,7,30,0.0423
7,5,20,-1
6,9,30,
6,7,20,0.0449
6,9,40,0.0525
1,5,30,0.0411
9,5,40,0.0337
9,7,20,ERROR
8,9,20,0.0298
8,9,20,0.0317
7,9,40,0.0592
7,9,40,0.0569
9,5,40,0.0321
3,5,20,0.0631
10,9,30,0.0537
7,7,20,ERROR
4,5,40,0.0311
5,7,40,0.0464
5,5,30,0.0401
1,9,20,0.0307
8,9,40,0.0632
6,7,20,0.0433
2,9,20,0.0328
3,7,40,-1
7,5,40,-1
4,5,20,0.0639
6,5,30,0.0392
2,7,40,0.0408
5,5,30,0.0357
1,9,30,0.0416
10,5,40,0.0388
4,9,30,0.0466
3,7,20,0.0476
8,9,30,0.0415
5,7,40,0.0504
7,7,30,0.0478
5,7,20,0.0425
6,9,20,0.0232
9,5,20,0.0625
5,5,20,0.0491
3,7,30,0.0525
5,9,20,0.0231
4,9,40,0.0571
1,5,20,0.0535
6,5,30,0.0373
10,9,20,0.0333
3,9,30,0.0379
2,9,40,0.0571
3,9,30,-1
8,5,40,0.0312
8,7,20,0.0426
3,5,20,0.0574
8,7,20,0.0426
10,5,30,0.0292
5,7,30,0.0515
2,5,20,0.0532
4,9,40,0.0466
10,9,30,0.0463
8,9,40,0.0593
10,7,20,0.0434
7,7,30,-1
9,9,30,0.0422
9,5,20,ERROR
9,7,30,-1
8,5,40,0.0324
6,5,30,0.0322
3,7,20,0.0498
3,5,40,0.0357
3,9,40,0.0491
2,5,20,0.0659
3,7,30,0.044
5,7,40,0.0394
7,9,20,0.0293
10,9,20,0.0305
3,7,40,0.0436
6,9,30,0.0366
3,7,30,0.0429
9,9,40,0.0558
9,9,20,0.0335
8,7,40,0.0384
9,9,30,ERROR
10,9,40,-1
4,9,30,0.0484
3,7,30,0.0486
4,5,30,0.0386
2,9,20,0.0297
1,7,40,0.0466
6,5,20,0.0472
6,7,40,0.0506
1,5,30,0.0428
7,7,30,0.0421
10,5,40,0.0278
7,7,20,
10,9,40,0.0562
1,9,30,0.0408
2,5,20,0.05
10,7,30,0.0371
1,5,20,ERROR
6,7,30,0.0501
4,5,30,0.0372
8,7,40,0.0501
6,5,40,0.0392
5,9,40,ERROR
7,9,30,0.0483
7,7,20,0.0461
5,7,20,0.0423
6,5,20,-1
6,5,20,0.0479
5,7,40,0.047
4,9,20,0.0356
6,7,30,0.0413
2,5,30,0.0389
8,5,30,0.0342
6,9,40,0.052
10,5,20,0.0581
9,9,20,0.0352
2,7,30,0.047
5,5,40,0.0279
5,5,40,0.0323
8,5,40,0.0317
4,7,40,0.0446
1,9,40,0.0671
1,5,20,0.0493
2,9,40,0.065
10,9,30,0.0395
10,9,40,0.0468
5,9,30,0.0418
3,5,30,0.0338
3,5,40,0.0294
1,9,30,0.0455
4,5,30,0.0377
8,9,20,0.0317
3,9,20,0.0302
5,7,20,0.0465
1,5,20,0.0468
5,5,30,
8,9,40,0.0599
8,7,40,0.0447
6,9,20,0.0303
3,5,20,ERROR
9,5,30,0.041
4,9,20,0.0261
7,9,20,0.0332
2,5,40,0.0303
3,9,30,0.0415
2,7,30,0.048
5,5,40,0.0345
10,5,30,0.0326
7,7,40,0.0512
1,5,40,0.0335
1,9,20,0.0305
4,5,40,0.0355
7,5,40,0.0351
1,7,20,-1
6,9,20,0.0273
9,7,40,
1,7,40,0.0458
4,5,20,0.0498
10,7,30,0.0398
10,9,40,0.0621
7,9,20,0.0305
5,7,30,0.042
10,5,20,ERROR
6,9,40,0.0503
4,9,20,0.0359
3,7,40,0.0418
5,5,30,ERROR
6,9,40,0.0532
9,5,20,0.0499
3,5,30,0.0338
4,7,20,0.0456
9,7,20,0.0419
6,7,40,0.0425
6,5,40,0.0357
7,9,30,0.0453
6,5,40,0.0327
10,9,20,0.0313
3,9,30,0.0437
4,5,40,0.0284
9,5,30,0.0332
3,5,40,0.0362
8,9,30,0.0421
4,7,30,0.0434
6,5,30,0.038
3,5,40,0.0286
8,5,30,0.0347
3,9,30,0.0449
4,7,40,-1
5,9,40,0.0599
4,9,40,0.0535
7,5,20,0.0534
10,7,40,0.0501
5,9,20,0.0308
5,9,30,0.043
5,9,30,
1,9,30,0.0504
4,5,30,0.0435
3,9,40,0.0603
4,5,20,0.0547
9,7,30,0.0402
10,5,40,
5,7,20,0.043
7,9,30,0.0421
8,9,20,0.0323
9,9,40,0.0561
10,5,20,0.0552
7,9,30,0.0434
10,7,20,0.0448
6,9,30,0.0461
7,5,40,0.0349
8,7,20,0.0423
2,9,20,0.0263
9,5,30,0.0325
1,9,20,0.0267
7,5,30,0.0374
7,9,30,0.0464
10,9,20,
3,7,40,0.0393
5,5,20,0.0478
