group,ph,temperature,activity
10,5,40,0.0278
2,9,20,0.0328
3,5,30,0.0444
4,7,30,0.0493
9,9,20,0.0293
9,7,40,0.044
2,9,40,0.055
1,5,40,0.0339
1,9,20,0.0267
1,5,20,0.0468
8,9,30,0.0402
6,5,30,0.0373
6,7,30,0.0501
1,7,40,0.0466
4,7,30,0.0434
5,9,30,
3,7,20,0.0378
5,7,30,0.0357
9,9,40,0.0561
7,9,30,0.0421
8,7,20,0.0426
3,5,40,
2,7,40,0.0397
1,5,40,0.0335
1,9,40,0.0504
4,5,20,0.0633
4,7,30,ERROR
8,7,30,0.0481
8,7,20,0.0413
10,9,30,0.0389
3,5,30,0.0338
9,5,30,0.0379
10,7,20,
5,7,30,0.0426
10,7,40,0.0501
2,7,20,0.0478
4,9,20,0.0359
9,9,30,0.0422
6,7,30,0.0413
8,9,40,0.0599
1,9,20,0.0305
5,9,40,ERROR
8,9,30,0.0421
9,5,30,0.0398
1,9,40,0.0534
6,7,20,0.0449
6,9,30,0.0461
1,7,20,0.0462
5,9,30,0.0384
6,7,40,0.0506
4,7,20,0.0401
6,7,30,0.0498
6,5,40,0.0392
8,9,20,0.0323
8,7,30,0.0497
2,9,30,0.0423
7,9,20,0.0293
10,7,30,0.0442
10,5,30,0.0459
6,5,20,0.0472
1,5,30,0.0401
3,9,20,0.0247
6,5,30,0.0333
7,5,30,0.0298
5,5,20,0.0478
9,9,30,0.0477
7,7,20,
2,5,30,0.0408
3,5,30,0.0338
4,7,40,0.0446
6,7,20,0.0433
9,5,30,0.041
5,5,30,0.0357
6,9,40,0.0448
3,7,40,0.0393
8,9,30,0.0379
2,9,30,0.0529
10,5,30,0.0409
6,9,20,0.0303
7,7,30,0.0421
8,5,20,0.0599
2,5,40,0.0303
4,7,30,0.0443
9,5,30,0.0325
4,5,30,0.0373
5,9,20,-1
3,7,20,0.0457
2,5,20,0.0659
7,5,30,0.0374
2,5,30,0.0368
4,7,20,0.0456
1,9,40,0.0671
6,9,40,0.052
8,5,40,0.0324
2,5,30,0.0303
5,9,40,0.0582
5,7,20,0.048
2,7,20,0.0495
10,7,30,0.0398
7,7,40,0.0451
7,7,40,0.0395
9,7,30,
3,7,40,0.0436
4,9,20,0.0356
5,7,40,0.0504
9,5,40,0.0321
2,9,40,0.0601
2,7,40,0.0444
1,7,20,0.0401
10,7,40,0.0404
10,5,40,0.035
10,5,20,0.062
1,7,40,0.0404
8,5,40,0.0317
6,9,40,0.0525
1,7,30,0.0464
6,5,20,0.043
10,9,20,0.0333
10,9,40,0.0562
1,5,20,ERROR
2,5,20,ERROR
2,9,20,0.0338
3,9,30,0.0437
7,9,30,0.0483
7,5,40,0.036
9,7,40,ERROR
10,9,30,0.0431
8,5,40,0.0312
4,5,30,0.0377
10,5,20,0.0581
3,9,40,0.0603
1,5,20,0.0605
8,5,20,0.0632
10,7,40,0.0427
8,7,30,0.0456
3,5,30,0.0381
6,5,40,0.0338
7,7,30,0.0453
3,9,30,0.0449
4,5,20,0.0547
10,9,40,0.0468
7,7,20,0.0519
10,9,20,0.0288
7,9,40,0.0592
8,5,20,ERROR
5,9,30,0.043
8,5,30,0.0342
5,9,30,0.0384
3,9,40,0.057
7,9,20,0.0287
9,9,40,0.0501
4,9,30,0.0484
7,7,30,-1
7,7,20,0.0411
5,5,30,
7,7,20,ERROR
9,5,20,0.0625
5,5,20,0.0553
4,9,40,-1
7,5,40,0.0351
8,9,40,0.0632
7,5,20,
1,9,30,0.047
1,7,40,0.0424
10,9,40,ERROR
2,9,20,0.0237
6,7,30,-1
1,5,40,0.0308
7,5,30,0.0425
7,7,40,ERROR
5,7,20,0.0465
6,5,20,-1
10,7,30,0.0522
9,5,20,ERROR
9,7,20,ERROR
3,5,20,0.0631
3,7,40,0.0418
4,7,20,0.0372
2,9,20,0.0297
4,9,40,0.0535
10,7,30,0.04
9,5,40,0.0314
3,7,20,0.0419
6,7,20,0.043
9,9,30,0.0474
7,7,30,0.0478
8,5,20,0.0441
8,7,20,0.0423
6,5,40,0.0327
7,9,30,0.0434
4,9,20,0.0261
6,9,30,0.0427
6,5,20,0.0559
1,9,30,0.0455
