group,ph,temperature,activity
5,7,40,0.0394
8,7,40,0.0384
3,9,30,0.0449
5,5,20,
5,7,40,0.047
10,7,40,-1
7,9,20,0.0287
8,7,20,0.0463
7,7,40,0.0451
5,5,30,0.0394
9,7,40,0.044
1,7,40,0.0466
6,7,20,0.043
8,7,20,0.0413
4,5,20,0.0498
6,7,40,0.0441
7,7,30,0.0453
8,9,20,0.0298
7,7,20,0.0461
4,7,30,0.0493
2,9,40,0.065
6,5,40,0.0327
4,9,40,0.0535
9,7,20,ERROR
6,9,40,0.0448
10,7,40,0.0427
3,7,40,0.0418
3,7,20,0.0476
10,5,20,ERROR
9,7,40,0.0461
10,7,30,0.0398
7,7,20,0.0411
8,7,30,0.0497
4,5,30,0.0386
1,9,40,0.0629
1,5,20,0.0493
8,7,20,0.0423
5,7,30,0.0426
6,5,40,0.0357
4,5,20,0.0547
9,7,20,
3,5,40,0.0286
1,9,20,0.0267
2,7,20,0.0495
5,9,20,-1
7,7,40,ERROR
7,5,20,0.0534
6,7,30,0.0395
4,7,40,
9,9,30,0.0377
4,5,30,0.0372
3,5,20,0.0631
3,9,40,0.0633
10,9,40,ERROR
5,5,20,0.0553
3,7,30,0.0429
3,7,40,-1
5,9,20,0.03
8,5,40,0.0324
2,9,30,0.0423
4,7,20,0.0372
1,7,40,0.0424
7,9,40,0.0546
10,9,40,0.0468
6,5,30,0.0392
5,9,20,0.0231
4,9,20,0.0356
7,9,40,0.0504
9,5,40,0.0327
5,7,20,0.048
2,9,20,0.0328
3,7,30,0.0462
4,9,30,0.0484
6,5,30,0.0333
7,9,20,0.0305
8,5,40,0.0312
8,5,40,0.0315
10,5,40,0.0278
6,7,20,0.0433
4,5,20,0.0639
5,7,20,0.0465
10,9,30,0.0463
1,5,30,0.0411
3,5,20,0.0543
6,9,20,0.0273
9,9,20,0.0293
1,9,40,0.0534
3,7,30,0.044
9,9,30,0.0474
8,9,20,0.0323
10,7,30,0.0442
5,9,40,0.0599
7,7,30,0.0421
5,5,30,ERROR
6,5,20,-1
6,9,40,0.0532
2,9,20,0.0237
1,9,30,0.0455
8,9,40,0.0593
9,9,40,0.0501
3,5,30,0.0338
3,7,40,0.0436
2,9,20,0.0297
6,5,30,0.0373
2,7,20,0.0516
2,9,20,0.0338
9,5,20,0.0499
1,5,20,0.0605
2,7,40,0.0408
4,9,30,
6,7,20,0.0422
4,7,20,0.0401
10,7,20,0.0448
6,7,30,0.0413
4,7,30,0.0443
4,7,40,0.0526
8,5,30,0.0321
1,9,20,0.0303
8,7,20,0.0426
8,9,20,0.0317
10,5,40,0.0388
2,9,30,0.0509
1,7,40,
10,5,20,0.0552
2,7,20,0.0413
6,7,40,0.0425
2,7,20,0.0478
3,9,40,0.0491
7,7,20,
10,5,30,0.0362
10,5,30,0.0326
8,9,40,0.0599
2,5,20,0.0532
7,9,20,0.0293
7,5,30,0.0374
10,7,30,0.0522
4,9,30,-1
5,9,40,0.057
2,7,30,0.047
9,5,20,ERROR
6,5,40,0.0338
7,5,30,0.0456
1,7,30,0.05
1,9,30,0.047
4,7,40,-1
5,5,20,0.0478
9,7,20,0.0418
10,9,40,-1
4,9,20,0.0359
9,5,40,0.0337
1,5,20,ERROR
7,5,30,0.0425
9,7,30,0.0461
10,5,40,
7,7,40,0.0512
7,9,30,0.0464
9,9,30,ERROR
4,9,40,-1
4,5,30,0.0435
5,5,40,0.0285
5,9,40,0.0529
5,9,30,0.0384
4,5,40,0.0271
2,5,40,0.0303
9,7,20,ERROR
4,5,40,0.0355
1,5,20,0.0468
1,7,20,0.0462
10,7,20,
1,7,30,0.0423
8,7,20,0.0426
10,9,20,0.0313
4,7,20,0.0434
3,7,20,0.0457
5,9,30,0.0384
9,7,30,0.0402
5,9,20,0.0309
2,9,20,0.0263
6,9,30,0.042
9,7,40,
8,9,30,0.0417
1,5,40,0.0308
7,7,30,0.0478
4,7,20,0.0456
9,7,40,0.0473
3,5,40,0.0362
2,5,30,0.0331
9,9,30,0.0422
10,5,30,0.0292
7,5,40,-1
7,5,20,0.0664
8,5,30,0.0381
9,9,20,0.0335
5,7,30,0.042
10,5,20,0.0547
8,7,30,0.044
1,5,40,0.0335
2,9,30,0.0398
2,9,40,0.0571
9,5,30,0.0332
4,5,40,0.0284
9,9,20,0.0254
7,5,40,0.0349
2,5,30,0.0389
5,5,40,0.0323
2,9,30,0.0529
7,5,30,0.0298
6,7,40,0.0436
3,5,40,
5,7,30,0.0456
10,5,40,0.0281
7,5,40,0.036
7,5,20,ERROR
9,7,30,0.0513
10,7,40,0.0404
6,9,40,0.0525
1,7,40,0.0404
2,7,40,0.0397
9,7,30,
9,9,20,0.0294
4,7,30,0.0434
4,5,40,0.0353
4,5,30,0.0373
2,9,40,0.0601
3,9,20,0.0283
9,5,30,0.0325
5,7,20,0.0423
7,7,20,0.0519
2,5,40,0.034
5,5,40,0.0279
9,7,30,-1
4,7,30,0.0507
3,9,40,0.057
2,5,20,ERROR
10,7,20,0.0587
9,9,40,0.0543
8,7,30,0.0461
6,5,30,0.038
5,7,40,0.0464
6,5,20,0.0472
4,9,40,0.0571
7,7,40,0.0395
4,5,20,0.0633
9,7,20,0.0419
8,9,20,0.0287
1,5,30,0.0401
7,9,40,0.0569
3,7,30,0.0525
6,7,30,0.0498
7,9,30,0.0421
7,9,20,0.0256
3,9,20,0.0285
6,9,40,0.052
1,5,40,0.0331
3,7,40,0.0393
10,9,20,
10,9,30,0.0389
1,7,30,0.0412
2,7,30,0.048
10,5,40,0.035
2,5,40,0.0284
1,5,30,0.0391
3,9,40,
9,5,30,0.0379
5,7,30,0.0515
3,5,40,0.0357
5,9,30,
6,5,40,0.0346
2,9,40,0.055
5,5,30,0.0401
10,9,30,0.0395
3,5,20,ERROR
7,9,40,0.0592
7,7,20,ERROR
6,5,20,0.0479
1,5,40,0.0339
10,9,20,0.0288
3,5,30,0.0381
8,7,40,0.0447
6,9,20,0.0288
4,5,30,0.0377
1,7,20,0.0452
7,9,30,0.0453
3,7,20,0.0498
2,7,40,0.0444
1,7,20,-1
8,5,20,0.0635
3,9,30,0.0415
9,5,40,0.0321
5,5,20,0.0491
8,5,30,0.0347
1,9,40,0.0671
10,7,40,
9,7,40,ERROR
1,7,30,0.037
9,5,30,0.0398
3,9,20,0.0306
8,7,40,0.0434
3,9,30,-1
6,9,30,0.0427
