group,ph,temperature,activity
5,9,30,0.043
5,7,20,0.0465
1,5,40,0.0331
4,5,30,0.0372
9,5,20,0.0489
6,7,20,0.0449
6,7,20,0.0401
5,9,20,0.0308
10,9,20,0.0333
8,5,40,0.0315
7,5,40,0.029
9,9,40,0.0425
3,5,20,0.0543
4,9,40,-1
8,9,40,0.0551
7,7,20,0.0461
8,9,20,0.0323
10,5,20,ERROR
10,5,20,0.062
9,7,30,0.0461
1,9,20,0.0303
9,7,20,0.0419
3,7,20,0.0378
8,5,30,0.0347
4,9,30,
5,7,40,0.0504
2,5,30,0.0331
4,7,30,0.0507
2,5,30,0.0368
3,5,30,0.0338
5,7,30,0.0426
6,9,20,0.0288
9,7,20,
9,7,30,0.0402
8,5,40,0.0317
7,5,20,0.0664
9,7,40,
8,9,20,0.0317
9,5,30,0.0398
6,5,40,0.0346
9,9,20,0.0352
7,7,40,-1
3,7,20,0.0498
3,9,20,0.0302
4,5,40,0.0355
3,7,40,-1
3,5,30,0.0381
4,9,20,0.0359
9,7,20,0.0418
3,7,20,0.0457
3,7,30,0.0525
2,9,30,0.0509
4,9,20,0.0356
4,5,20,0.0498
2,5,30,0.0408
10,7,30,0.0398
6,7,40,0.0506
1,9,40,0.0504
5,7,40,0.0538
6,9,30,0.0427
1,7,30,0.0412
8,7,30,0.0481
6,5,20,0.0472
10,7,20,
8,5,20,0.0635
9,5,20,0.0585
2,9,20,0.0263
7,9,40,0.0504
6,7,40,0.0436
9,9,40,0.0558
1,9,40,0.0671
3,9,30,-1
2,7,40,0.0397
2,9,20,0.0338
5,9,30,0.0384
7,9,20,0.0293
9,7,30,0.0513
9,9,30,0.0477
10,7,20,
2,5,20,0.0659
6,5,40,0.0357
6,7,40,0.0441
3,7,30,0.044
6,5,40,0.0327
5,9,40,0.057
7,9,20,0.0332
10,5,30,0.0292
3,5,40,0.0286
8,7,40,
9,9,40,0.0501
4,9,30,0.0466
3,5,20,ERROR
1,5,30,0.0391
1,9,40,0.0534
4,5,20,0.0565
10,5,40,0.0278
10,9,30,0.0431
2,7,40,0.0444
1,7,30,0.05
8,5,40,0.0324
5,5,20,0.0563
4,7,30,ERROR
8,7,20,0.0426
1,7,20,-1
10,7,40,-1
6,5,20,0.0479
7,7,20,0.0519
1,7,30,0.037
4,5,30,0.0377
1,5,40,0.0335
6,9,20,0.0273
7,5,30,0.0456
5,9,20,0.03
7,5,20,0.0534
6,9,40,0.0532
6,9,30,0.0461
2,9,30,0.0477
9,5,30,0.0379
9,5,40,0.0327
5,7,40,0.0464
7,7,20,ERROR
1,9,20,0.0307
10,5,20,0.0581
2,9,40,0.065
6,9,40,0.052
9,9,20,0.0254
9,7,30,
7,7,20,0.0411
4,7,40,0.0526
2,5,20,0.05
6,9,20,-1
6,5,20,0.0559
4,7,20,0.0401
9,5,40,0.0321
4,7,30,0.0434
2,9,20,0.0297
9,5,20,0.0625
1,7,30,0.0423
2,5,40,0.0284
8,9,20,0.0298
7,9,40,0.0547
10,9,40,0.0468
3,7,30,0.0462
8,5,20,0.0632
3,7,40,0.0393
2,5,40,0.0351
7,5,40,0.036
10,5,30,0.0409
6,7,20,0.0422
1,9,20,0.0305
3,7,20,0.0419
