group,ph,temperature,activity
10,9,30,0.0463
2,5,30,0.0389
4,9,20,0.0359
4,5,40,0.0311
4,9,30,0.0484
7,9,40,0.0504
10,7,30,0.0398
7,7,20,0.0411
2,9,40,0.0571
7,7,30,-1
6,5,40,0.0392
10,7,30,0.0442
3,5,30,0.0444
2,7,20,ERROR
7,5,20,ERROR
5,5,30,0.0401
4,7,20,0.0372
7,7,30,0.0453
3,5,40,0.0362
3,9,40,0.0633
7,9,30,0.0464
5,7,20,0.0425
9,5,40,0.0328
2,9,40,0.064
9,5,30,0.0325
6,7,30,-1
4,7,30,0.0507
8,9,40,0.0599
5,7,20,0.0465
10,9,20,0.0305
8,7,20,0.0423
4,5,30,0.0373
1,5,20,0.0605
5,7,40,0.0538
5,9,20,0.03
9,7,40,ERROR
9,9,30,0.0422
10,5,30,0.0362
1,5,40,0.0339
5,7,30,0.0456
10,7,40,-1
1,9,20,0.0267
5,5,30,0.0357
6,9,30,0.042
8,5,20,0.0599
4,5,20,0.0547
8,9,30,0.0415
4,9,30,0.0394
8,9,40,-1
7,9,20,0.0305
10,5,20,ERROR
8,7,20,0.0463
5,5,40,0.0323
3,5,30,0.0381
2,5,40,0.0303
4,5,30,0.0435
3,5,20,0.0574
6,5,30,0.0333
5,9,40,0.0599
4,9,30,0.0466
4,7,20,0.0401
3,7,20,0.0378
5,9,30,0.0384
10,9,20,0.0313
2,9,20,0.0328
1,5,20,0.0493
2,9,40,0.055
3,7,30,0.0525
2,7,30,0.048
5,9,40,ERROR
2,9,30,0.0398
10,5,20,0.0581
5,7,20,0.048
9,7,20,0.0418
8,9,30,0.0417
5,9,30,0.0418
3,5,40,0.0357
4,9,40,0.0535
2,9,20,0.0297
1,9,30,0.0455
2,7,40,0.0481
1,7,30,0.037
3,7,30,0.0462
6,9,40,0.0503
6,7,30,0.0395
2,7,40,0.0444
1,7,20,0.0452
7,5,40,0.0351
5,9,30,
4,5,30,0.0372
7,7,20,
8,7,20,0.0426
1,5,20,0.0468
3,9,30,0.0415
4,9,30,-1
8,5,30,0.0347
6,9,20,0.0303
10,9,40,0.0621
2,5,40,0.0351
1,9,40,0.0534
2,7,20,0.0495
1,7,20,0.0401
6,9,30,0.0427
2,7,40,0.0408
1,5,30,0.0411
3,7,20,0.0457
4,7,20,0.0422
5,5,20,0.0553
7,9,40,0.0547
10,7,20,
10,5,20,0.062
8,7,20,0.0413
9,7,20,
7,5,30,0.0425
7,9,30,0.0453
3,9,20,0.0302
6,7,40,0.045
4,9,30,
9,9,30,ERROR
10,7,40,
2,7,20,0.0478
6,5,20,0.0472
7,5,40,0.0349
10,9,40,-1
1,9,40,0.0629
3,9,30,-1
6,9,30,0.0366
9,9,40,0.0425
1,9,20,0.0305
4,5,40,0.0284
1,9,30,0.0504
5,9,20,0.0308
3,7,30,0.0429
6,7,30,0.0413
8,9,20,0.0317
2,9,30,0.0509
6,7,40,0.0441
8,7,30,0.044
10,9,20,0.0288
8,9,20,0.0287
3,5,30,0.0334
2,5,40,0.034
10,9,20,0.0333
9,7,20,ERROR
4,7,40,0.0526
9,5,20,0.0489
7,9,20,0.0293
9,5,30,0.0379
10,7,20,
3,7,20,0.0476
6,7,40,0.0436
7,9,30,0.0434
7,9,40,0.0569
7,5,20,0.0534
5,7,40,0.047
9,9,20,0.0352
6,5,40,0.0338
6,7,30,0.0501
1,7,40,
5,5,20,0.0491
9,5,20,0.0499
7,5,30,0.0298
9,7,30,0.0402
7,5,30,0.0374
9,5,40,0.0337
6,5,30,0.0373
3,7,40,0.0418
5,9,30,0.043
7,7,40,0.0451
8,5,20,0.0635
1,5,30,0.0401
4,9,40,0.0466
7,5,40,0.036
3,9,20,0.0306
8,5,40,0.0317
2,7,40,0.0397
6,9,30,
5,7,30,0.0357
7,5,20,0.0664
5,9,20,-1
7,5,20,-1
7,9,20,0.0332
3,5,20,0.0543
8,5,40,0.0317
3,7,30,0.0486
1,9,40,0.0589
3,9,20,0.0285
8,5,40,0.0324
8,9,30,0.0379
4,7,30,0.0493
7,9,20,0.0287
1,9,30,0.0416
3,9,30,0.0379
7,7,30,
4,5,30,0.0377
4,9,40,0.0558
4,5,20,0.0498
9,5,30,0.041
2,9,20,0.0338
7,9,20,0.0256
2,5,30,0.0331
1,9,40,0.0504
10,5,30,0.0292
3,9,30,0.0437
9,7,30,
3,5,30,0.0338
7,7,20,0.0461
4,7,20,0.0434
3,5,40,0.0294
2,9,30,0.0529
8,5,40,0.0312
3,9,20,0.0247
8,9,40,0.0593
3,5,40,0.0286
9,5,40,0.0314
1,9,20,0.0303
4,5,40,0.0353
7,7,40,-1
5,5,40,0.0279
2,5,30,0.0368
7,9,40,0.0546
8,7,20,0.0426
6,5,30,0.0392
3,5,20,0.052
8,5,30,0.0321
8,9,20,0.0317
6,5,20,0.0559
6,7,20,0.043
9,5,40,0.0321
2,9,30,0.0423
10,9,20,
6,7,20,0.0401
4,5,20,0.0633
10,7,30,0.0371
4,9,40,-1
7,9,30,0.0421
4,5,20,0.0639
10,7,40,0.0427
1,5,40,0.0335
2,7,30,0.048
2,7,20,0.0413
3,7,40,0.0436
5,5,20,
8,9,30,0.0402
8,5,30,0.0342
10,7,40,0.0501
8,7,30,0.0461
1,7,30,0.05
5,7,20,0.043
10,9,30,0.0389
7,5,40,-1
4,7,30,ERROR
2,5,20,0.0532
9,7,40,
7,5,30,0.0423
10,9,40,ERROR
4,9,20,0.0309
6,5,20,0.0479
10,5,40,0.035
9,9,30,0.0477
9,9,20,0.0335
3,7,20,0.0419
6,7,40,0.0425
3,9,40,0.057
2,7,30,ERROR
4,7,40,0.04
9,9,30,0.0377
5,5,30,
10,7,20,0.0587
4,9,40,0.0571
3,9,20,0.0283
6,9,20,0.0232
1,9,30,0.0408
7,7,40,0.0395
5,7,40,0.0394
8,7,40,0.0434
4,9,20,0.0356
1,5,30,-1
7,7,40,ERROR
9,9,40,0.0558
4,7,30,0.0434
9,7,40,0.0473
4,7,20,0.0456
1,9,20,-1
5,7,30,0.0426
9,7,30,0.0513
2,5,20,ERROR
8,7,30,0.0481
2,5,20,0.0659
6,5,30,0.038
1,5,20,0.0535
8,7,40,0.0384
5,9,30,0.0384
9,5,30,0.0332
9,5,30,0.0398
8,9,30,0.0421
5,9,20,0.0231
5,5,20,0.0563
1,7,20,-1
1,7,40,0.0458
