group,ph,temperature,activity
5,9,20,0.0309
2,5,40,0.0284
9,5,40,0.0321
8,5,40,0.0312
1,5,40,0.0331
10,7,20,0.0434
6,5,20,0.0472
5,5,30,0.0394
5,7,30,0.0515
5,7,20,0.0425
2,5,30,0.0303
8,9,40,-1
4,5,20,0.0639
9,5,40,0.0328
7,5,40,0.0351
7,5,30,0.0456
2,9,30,0.0477
1,9,20,-1
3,7,30,0.0525
3,5,20,0.0543
3,9,30,0.0437
8,9,30,0.0415
2,7,20,0.0495
3,9,20,0.0306
2,9,20,0.0263
3,9,30,0.0415
7,5,30,0.0425
6,9,30,0.0366
6,7,40,0.0436
9,7,30,-1
4,9,40,-1
7,5,40,0.0349
6,5,30,0.038
9,9,40,0.0558
9,9,20,0.0352
4,5,20,0.0633
1,9,30,0.0455
5,9,20,-1
6,9,30,0.0461
1,5,40,0.0308
10,9,30,0.0537
7,5,20,ERROR
7,5,40,0.036
5,5,40,0.0279
10,5,30,0.0459
10,5,20,0.0581
7,9,40,0.0546
1,7,40,
3,7,30,0.0486
10,9,40,ERROR
3,5,30,0.0338
3,9,20,0.0302
6,7,30,0.0501
4,5,40,0.0271
6,5,20,0.043
2,9,20,0.0237
3,5,20,0.052
5,9,40,0.0582
1,7,20,-1
7,5,20,-1
1,7,20,0.0452
9,7,40,0.0461
8,7,30,0.044
9,5,40,0.0327
9,5,20,0.0489
1,5,40,0.0335
6,9,20,0.0303
5,7,30,0.0456
7,5,30,0.0298
5,7,40,0.0538
2,7,30,0.047
1,9,30,0.0416
6,9,20,0.0288
10,5,40,
2,7,30,0.048
2,5,20,0.05
5,5,40,0.0285
4,7,40,0.0446
5,7,40,0.0504
7,7,30,
5,5,40,0.0337
2,7,30,0.048
2,7,20,0.0478
2,9,40,0.065
5,5,20,0.0553
2,5,40,0.034
9,5,40,0.0337
2,9,30,0.0398
7,9,20,0.0256
5,5,20,0.0563
9,7,20,0.0419
5,7,40,0.0464
10,5,30,0.0362
3,5,30,0.0444
7,9,40,0.0592
2,5,20,ERROR
7,7,40,-1
1,5,20,0.0605
4,5,30,0.0373
8,5,20,0.0635
5,9,30,
10,9,40,0.0468
1,9,40,0.0534
1,9,20,0.0267
1,5,30,0.0401
10,5,40,0.0278
9,9,20,0.0294
10,7,30,0.0522
9,7,30,0.0513
6,7,40,0.0425
8,7,30,0.0481
9,9,40,0.0561
4,9,20,0.0356
9,5,20,0.0625
6,7,40,0.0441
4,5,20,0.0547
3,7,20,0.0457
2,9,40,0.055
9,7,30,0.0402
6,5,30,0.0373
4,9,40,0.0535
8,7,40,0.0501
9,5,20,0.0499
8,9,30,0.0379
1,7,40,0.0424
4,7,40,-1
1,7,30,0.037
9,5,40,0.0314
5,5,30,
9,9,30,0.0422
7,9,40,0.0547
6,5,40,0.0392
1,9,30,0.0504
6,5,30,0.0392
2,7,40,0.0444
7,5,40,0.029
4,7,30,0.0493
4,7,30,0.0507
8,9,40,0.0551
1,7,40,0.0458
2,9,40,0.0601
6,7,30,0.0413
5,7,20,0.048
10,7,30,0.04
2,9,20,0.0328
2,9,30,0.0509
