group,ph,temperature,activity
8,7,40,0.0447
5,5,40,0.0345
1,5,40,0.0308
8,7,20,0.0463
8,7,30,0.0461
10,9,30,0.0431
9,9,40,0.0425
5,5,40,0.0285
7,9,40,0.0569
5,5,30,
1,7,40,0.0404
4,5,20,0.0639
8,9,20,0.0323
4,5,30,0.0373
6,7,20,0.0422
3,9,40,0.0603
8,9,20,0.0287
1,5,30,0.0411
4,7,20,0.0372
1,7,20,0.0452
2,7,30,0.048
3,9,40,0.0491
5,9,30,0.043
3,5,20,0.052
9,5,20,ERROR
9,7,30,-1
2,7,20,ERROR
1,5,40,0.0335
2,5,20,ERROR
1,7,30,0.0412
5,7,20,0.043
10,5,40,
8,7,40,0.0384
2,7,20,0.0413
10,7,40,-1
2,9,40,0.0571
6,9,20,0.0288
3,7,30,0.0486
10,7,20,
6,5,40,0.0338
2,7,40,0.0521
5,7,30,0.0357
9,5,30,0.0332
5,7,20,0.0423
2,9,30,0.0398
7,9,20,0.0305
6,7,20,0.0401
5,9,20,-1
9,9,40,0.0543
1,9,30,0.0455
4,7,20,0.0434
3,9,20,0.0302
4,9,30,-1
10,7,40,0.0404
10,5,30,0.0326
3,5,20,0.0543
1,5,30,0.0401
10,5,30,0.0409
3,9,30,0.0379
8,9,40,0.0632
2,7,40,0.0408
3,5,40,0.0286
9,7,30,0.0461
7,7,40,0.0451
1,9,20,0.0307
4,9,40,-1
8,5,20,0.0599
10,5,30,0.0362
1,5,30,0.0391
9,5,30,0.0398
9,5,30,0.0379
6,9,40,0.052
4,5,40,0.0355
7,5,40,0.0349
8,9,30,0.0417
6,7,40,0.0441
7,5,30,0.0456
1,5,30,0.0428
6,9,40,0.0503
3,5,30,0.0338
9,9,30,ERROR
7,9,30,0.0434
5,7,30,0.042
1,5,30,-1
3,5,30,0.0444
3,9,20,0.0247
5,5,20,0.0478
4,7,30,0.0443
2,5,30,0.0303
10,9,40,0.0468
1,7,20,-1
8,9,30,0.0379
1,5,40,0.0335
6,5,40,0.0327
7,5,20,-1
3,7,40,0.0425
9,5,30,0.0325
10,9,20,0.0288
2,9,20,0.0328
3,5,40,0.0294
9,7,20,
4,9,30,0.0394
4,5,30,0.0372
2,7,40,0.0444
4,5,40,0.0311
9,5,40,0.0337
3,9,20,0.0283
10,7,30,0.0522
7,9,40,0.0592
2,9,20,0.0237
9,7,20,ERROR
6,7,20,0.0433
5,5,20,0.0491
5,9,40,ERROR
7,7,20,0.0461
8,7,30,0.0481
2,9,20,0.0263
3,7,20,0.0498
6,7,40,0.0425
9,5,20,0.0499
3,9,20,0.0306
4,5,40,0.0271
10,9,40,ERROR
5,7,40,0.047
6,9,20,0.0232
10,9,40,0.0562
3,7,40,-1
7,7,20,0.0519
3,5,20,ERROR
7,5,30,0.0425
1,7,30,0.05
9,7,30,
4,7,40,0.0446
5,7,20,0.0465
2,7,20,0.0478
6,7,40,0.0436
3,9,20,0.0285
5,9,20,0.0231
8,7,20,0.0426
8,5,30,0.0321
2,5,30,0.0331
1,5,40,0.0331
7,7,30,0.0421
1,7,30,0.0423
2,5,40,0.0351
9,7,40,0.0473
8,5,20,0.0632
8,9,40,0.0599
10,7,20,0.0587
1,7,40,0.0458
9,7,40,ERROR
9,9,30,0.0377
1,5,20,ERROR
7,7,40,0.0395
4,9,20,0.0359
3,9,30,0.0449
5,5,20,
4,9,20,0.0309
2,9,40,0.064
5,5,40,0.0279
8,9,20,0.0317
7,5,20,0.0534
1,9,20,-1
8,9,20,0.0317
10,7,20,
7,9,30,0.0421
5,7,40,0.0504
5,9,30,0.0418
5,5,40,0.0337
2,7,20,0.0495
8,9,40,0.0593
2,9,30,0.0529
1,7,40,0.0466
7,9,20,0.0332
2,9,20,0.0297
3,5,20,0.0574
4,7,40,0.04
10,7,30,0.0442
1,5,40,0.0339
7,9,20,0.0287
5,7,20,0.0425
8,5,40,0.0324
9,9,20,0.0294
4,9,30,0.0466
8,7,30,0.044
9,7,30,0.0402
3,9,30,-1
9,9,20,0.0293
8,7,40,0.0501
9,5,20,0.0625
9,7,40,0.0461
6,5,20,0.0472
3,9,30,0.0437
7,9,20,0.0256
3,9,40,
6,5,30,0.038
6,7,30,0.0498
7,7,40,-1
4,9,20,0.0356
10,7,30,0.0398
9,9,40,0.0501
7,9,40,0.0547
7,7,30,-1
7,7,20,0.0411
8,5,20,0.0441
10,7,30,0.0371
9,5,30,0.041
4,9,30,0.0484
3,7,20,0.0476
8,7,20,0.0426
6,5,20,0.0559
3,7,30,0.044
7,5,40,-1
10,9,20,0.0305
6,5,40,0.0357
6,9,20,0.0303
3,5,40,0.0357
3,7,30,0.0462
6,7,40,0.0506
4,9,40,0.0558
10,7,30,0.04
9,9,20,0.0335
5,7,20,0.048
8,5,30,0.0347
6,5,20,-1
10,5,30,0.0459
4,7,40,-1
9,5,40,0.0314
2,9,20,0.0338
6,9,30,
4,7,40,
10,5,40,0.035
7,9,30,0.0453
3,9,40,0.057
6,9,40,0.0532
1,7,40,0.0424
4,7,30,0.0434
6,7,20,0.0449
5,9,20,0.0308
6,7,30,0.0395
4,5,30,0.0377
5,9,30,
6,9,30,0.0366
6,9,40,0.0525
3,7,20,0.0378
7,5,30,0.0374
8,5,40,0.0317
9,5,40,0.0327
7,9,20,0.0293
1,5,20,0.0493
8,5,40,0.0317
10,5,20,0.062
8,7,20,0.0413
2,7,20,0.0516
2,5,20,0.0532
2,7,40,0.0397
4,5,20,0.0565
6,9,30,0.042
7,5,30,0.0298
5,5,40,0.0323
9,7,40,0.044
1,9,20,0.0305
5,7,30,0.0456
6,7,30,0.0413
4,7,20,0.0456
4,7,40,0.0526
7,5,20,0.0664
4,7,30,0.0507
5,7,40,0.0464
1,9,30,0.0408
1,7,20,0.0401
8,7,30,0.0456
8,9,30,0.0421
8,7,30,0.0497
4,5,20,0.0633
4,5,40,0.0284
2,5,20,0.0462
7,5,40,0.029
8,9,40,-1
7,7,40,0.0512
6,7,30,-1
5,9,20,0.0309
10,9,20,0.0313
2,9,30,0.0509
5,5,30,0.0394
5,9,40,0.0599
6,5,30,0.0322
3,5,40,0.0362
3,7,30,0.0525
2,5,30,0.0389
5,9,40,0.0582
9,5,40,0.0321
7,5,40,0.036
3,7,30,0.0429
5,7,30,0.0426
5,9,20,0.03
2,5,30,0.0368
10,9,20,
6,5,20,0.0479
8,5,20,ERROR
