group,ph,temperature,activity
8,5,30,0.0347
9,9,20,0.0293
6,7,30,0.0501
6,9,40,0.0525
10,5,30,0.0409
8,9,20,0.0317
5,9,40,0.0599
7,9,30,0.0464
3,5,30,0.0444
3,9,40,0.0633
10,5,40,0.0281
5,7,30,0.0426
3,9,30,-1
5,5,20,
7,7,20,
4,7,30,ERROR
8,5,30,0.0381
8,7,40,0.0447
1,9,20,0.0267
9,7,30,0.0461
7,5,40,-1
5,9,30,0.043
6,5,40,0.0346
7,7,20,0.0411
7,7,40,0.0451
4,7,20,0.0456
10,9,30,0.0463
7,5,40,0.036
7,9,20,0.0305
6,9,20,-1
2,5,20,0.0532
10,9,30,0.0431
1,7,20,0.0462
5,9,30,
2,9,30,0.0529
3,7,30,0.0525
10,5,40,
5,7,20,0.0465
3,9,40,0.0491
9,5,20,ERROR
1,5,30,0.0428
6,9,20,0.0303
5,7,40,0.0464
9,9,30,0.0422
5,7,30,0.0456
3,9,40,0.057
4,9,30,-1
5,5,30,0.0357
5,5,40,0.0285
6,7,30,0.0498
3,5,20,0.052
7,9,40,0.0546
8,9,20,0.0323
8,5,30,0.0321
8,9,40,0.0632
3,7,30,0.0429
6,5,30,0.0322
10,9,40,0.0621
10,7,40,0.0501
4,9,30,0.0394
5,9,30,0.0384
8,7,30,0.0456
7,9,40,0.0569
10,5,20,0.0581
2,5,40,0.034
5,5,20,0.0563
7,5,30,0.0456
9,5,20,0.0625
5,9,20,0.0231
4,7,20,0.0422
3,9,20,0.0285
6,5,20,0.0479
4,9,20,0.0359
4,9,20,0.0356
6,7,20,0.0449
7,5,40,0.029
5,5,30,0.0394
10,9,40,0.0468
1,9,40,0.0534
8,7,20,0.0463
3,5,30,0.0381
2,7,30,0.048
7,9,30,0.0483
3,9,40,
10,7,40,0.0404
4,9,40,0.0535
9,9,40,0.0543
1,5,30,0.0411
10,5,30,0.0362
3,5,40,0.0357
3,7,40,0.0418
8,7,20,0.0426
5,5,30,0.0401
7,9,30,0.0421
2,7,40,0.0481
4,9,40,0.0466
6,5,20,0.0472
9,9,40,0.0561
2,9,40,0.064
4,7,40,-1
10,9,30,0.0395
2,9,20,0.0338
7,9,40,0.0592
10,7,40,0.0427
3,5,40,0.0286
1,7,20,-1
10,9,20,0.0313
3,9,20,0.0302
7,5,30,0.0374
7,5,30,0.0425
7,9,40,0.0504
9,5,20,0.0499
2,5,30,0.0408
1,5,40,0.0335
3,5,20,ERROR
3,9,20,0.0247
9,5,20,0.0585
2,9,20,0.0263
2,5,30,0.0303
5,5,20,0.0491
10,9,20,0.0305
9,7,20,ERROR
7,9,30,0.0434
2,5,20,ERROR
4,5,40,0.0271
10,7,20,
7,5,20,0.0664
10,5,40,0.0278
4,7,20,0.0372
6,9,30,
10,5,20,0.0547
2,7,30,ERROR
10,9,30,0.0537
5,5,40,0.0337
2,9,40,0.0571
9,5,30,0.0332
8,5,30,0.0342
7,5,20,ERROR
9,7,20,0.0418
2,7,20,0.0495
4,9,40,0.0571
6,5,40,0.0357
3,9,30,0.0449
2,7,30,0.047
4,7,40,0.04
7,9,20,0.0287
8,5,20,0.0441
7,7,40,ERROR
9,5,40,0.0327
10,7,40,-1
8,9,30,0.0415
8,5,20,0.0599
6,9,30,0.0366
10,5,20,0.0552
10,7,20,0.0434
1,9,20,0.0305
6,5,30,0.038
1,9,30,0.0504
1,7,40,0.0458
3,9,20,0.0306
5,9,20,0.0309
9,7,20,
5,5,40,0.0345
10,7,20,0.0587
7,5,40,0.0349
9,7,30,0.0513
5,5,40,0.0279
8,7,20,0.0426
3,7,20,0.0378
3,5,20,0.0631
8,9,20,0.0298
1,5,40,0.0308
6,5,20,-1
1,7,20,0.0452
7,7,40,-1
10,5,20,ERROR
7,5,20,-1
1,7,30,0.0464
3,7,40,-1
7,9,30,0.0453
8,5,40,0.0312
2,9,40,0.0601
9,9,40,0.0425
