group,ph,temperature,activity
10,9,20,0.0333
10,7,30,0.0371
8,7,30,0.0481
9,7,30,0.0461
7,7,20,
10,5,20,0.0581
8,9,30,0.0415
9,5,40,0.0328
2,5,20,0.05
2,9,20,0.0237
8,5,40,0.0312
8,5,30,0.0384
5,7,30,0.0426
6,5,40,0.0357
9,7,20,
6,7,30,-1
2,5,40,0.0284
1,9,20,0.0267
8,7,20,0.0426
4,9,40,0.0535
7,7,20,ERROR
10,5,40,
5,7,20,0.0465
4,9,30,0.0394
1,5,40,0.0339
10,9,30,0.0389
3,5,40,
10,5,30,0.0292
5,5,30,0.0401
3,9,20,0.0247
6,9,30,0.042
3,5,20,ERROR
1,9,40,0.0629
1,7,40,0.0424
3,9,20,0.0302
3,7,20,0.0378
2,5,40,0.0305
3,7,40,0.0393
6,9,20,0.0232
8,5,20,0.0632
7,9,30,0.0483
4,7,20,0.0422
8,9,20,0.0317
3,5,40,0.0286
5,7,40,0.0538
8,9,20,0.0287
8,5,20,ERROR
5,7,30,0.0515
5,9,20,0.0309
7,7,30,0.0478
10,9,20,0.0305
9,7,40,
9,9,20,0.0254
9,5,30,0.041
4,5,20,0.0547
1,7,30,0.0423
6,9,30,0.0366
2,9,40,0.0571
1,7,40,0.0458
6,7,40,0.0425
7,7,20,0.0461
7,9,40,0.0569
2,7,30,ERROR
8,5,30,0.0381
1,7,30,0.037
10,7,40,-1
5,5,40,0.0345
3,7,40,-1
5,5,30,0.0357
1,7,20,0.0462
4,7,30,0.0507
7,9,20,0.0287
5,7,30,0.042
10,9,20,0.0288
3,7,40,0.0425
6,7,30,0.0413
9,5,20,0.0489
2,7,40,0.0521
9,9,30,0.0422
1,5,40,0.0335
3,5,40,0.0357
6,5,20,-1
8,5,30,0.0321
4,5,20,0.0565
10,7,40,0.0501
7,7,40,0.0451
9,7,30,-1
4,7,30,0.0434
2,7,40,0.0397
6,5,20,0.0559
10,7,20,0.0434
3,5,20,0.0574
4,9,30,0.0484
5,9,20,0.0308
9,7,40,ERROR
6,5,30,0.0373
4,5,40,0.0353
4,7,30,ERROR
8,9,20,0.0298
3,9,40,
9,5,20,0.0625
1,9,30,0.0455
3,5,30,0.0338
2,9,40,0.0601
7,9,30,0.0421
4,7,20,0.0401
8,9,40,-1
9,5,30,0.0325
9,5,30,0.0379
6,9,40,0.052
5,5,40,0.0337
6,5,30,0.038
5,9,30,0.043
10,9,40,0.0621
1,9,40,0.0534
6,9,40,0.0525
5,9,40,0.057
9,7,20,0.0418
6,7,20,0.0422
8,5,40,0.0317
5,7,40,0.0464
6,5,30,0.0333
9,9,20,0.0352
3,9,30,0.0379
4,5,30,0.0373
10,7,30,0.0442
9,9,30,0.0477
9,9,40,0.0561
5,5,20,0.0478
2,7,20,0.0495
3,9,40,0.0633
5,9,20,0.03
10,5,20,ERROR
3,7,20,0.0457
8,9,30,0.0379
5,9,40,0.0582
7,5,30,0.0374
5,9,20,-1
7,5,40,0.0351
9,5,20,0.0585
2,7,30,0.047
3,7,30,0.0462
6,5,20,0.043
1,7,40,0.0466
10,9,20,0.0313
4,7,20,0.0434
1,9,20,0.0305
1,5,20,0.0535
4,9,20,0.0261
2,7,30,ERROR
7,9,30,0.0464
8,9,30,0.0417
2,5,20,0.0462
10,7,20,0.0448
10,9,30,0.0537
6,7,40,0.0436
4,9,20,0.0309
7,5,40,0.029
8,7,20,0.0413
7,5,40,0.036
7,5,40,0.0349
9,5,40,0.0321
7,7,20,0.0519
5,7,30,0.0456
7,7,20,0.0411
7,5,20,0.0664
10,5,30,0.0362
3,5,40,0.0362
6,9,40,0.0503
10,5,30,0.0459
3,9,20,0.0283
1,9,20,-1
1,5,40,0.0308
6,9,40,0.0532
2,5,40,0.0303
5,5,20,0.0553
2,5,30,0.0389
10,5,40,0.0281
2,5,40,0.0351
1,7,40,0.0404
9,7,30,0.0513
8,7,40,0.0434
7,9,30,0.0434
8,5,40,0.0315
7,5,30,0.0456
3,9,20,0.0306
10,9,40,-1
6,9,30,0.0427
8,5,40,0.0317
3,7,40,0.0436
9,7,40,0.044
9,7,40,0.0473
5,9,20,0.0231
1,7,20,0.039
3,5,30,0.0444
7,5,20,-1
9,7,30,
7,9,40,0.0592
6,5,30,0.0392
4,7,40,-1
2,9,30,0.0398
5,5,20,0.0563
10,9,30,0.0431
4,5,30,0.0372
8,5,30,0.0342
8,7,20,0.0423
5,9,30,0.0384
7,9,30,0.0453
4,5,30,0.0435
3,7,30,0.0525
1,7,20,0.0401
6,5,20,0.0472
9,9,40,0.0543
8,7,40,0.0501
9,5,40,0.0337
8,7,30,0.0456
5,5,30,0.0394
6,5,30,0.0322
10,5,30,0.0326
5,9,40,0.0599
5,7,20,0.043
1,7,40,
5,9,30,0.0418
4,5,20,0.0498
1,5,30,0.0428
9,5,30,0.0332
1,7,30,0.0464
9,9,30,0.0377
5,7,40,0.0504
2,7,30,0.048
1,9,20,0.0307
4,7,20,0.0456
4,9,20,0.0359
5,7,20,0.0423
7,5,30,0.0423
10,7,30,0.04
3,9,40,0.0491
5,9,30,
4,9,30,
7,9,20,0.0256
8,5,20,0.0441
