group,ph,temperature,activity
3,9,30,0.0415
5,9,30,0.0384
2,9,20,0.0328
8,9,30,0.0417
9,7,20,
8,7,30,0.044
8,5,40,0.0315
8,7,20,0.0426
8,7,30,0.0456
3,5,20,ERROR
5,5,30,ERROR
1,5,20,ERROR
10,5,20,0.062
7,9,30,0.0421
4,7,40,0.04
3,9,30,0.0437
6,7,40,0.0436
4,7,30,0.0434
4,7,40,0.0446
3,5,20,0.0543
3,7,40,0.0425
7,7,30,-1
8,5,30,0.0384
1,7,30,0.037
10,9,20,0.0305
2,7,40,0.0444
5,5,40,0.0279
6,9,20,0.0232
5,5,20,0.0491
7,5,30,0.0456
2,7,30,0.048
7,9,40,0.0592
1,5,40,0.0335
4,9,30,0.0394
4,5,40,0.0284
2,5,30,0.0331
6,9,20,-1
7,7,20,
6,5,30,0.0333
2,5,20,ERROR
6,7,40,0.0425
7,5,40,0.0351
7,5,40,-1
3,5,30,0.0381
6,9,20,0.0288
6,7,20,0.0422
5,9,40,0.0529
8,7,40,0.0434
8,5,40,0.0312
1,5,20,0.0535
9,5,30,0.041
10,5,40,0.035
1,7,30,0.0412
4,9,40,0.0558
7,7,30,0.0421
3,5,20,0.0574
4,9,40,0.0571
4,5,40,0.0271
1,7,40,0.0404
3,7,20,0.0476
2,5,40,0.0351
2,9,40,0.0571
6,9,20,0.0273
6,5,30,0.0373
2,9,20,0.0263
9,5,20,0.0585
1,5,20,0.0605
6,7,40,0.045
6,5,30,0.038
1,7,30,0.0464
8,7,20,0.0426
2,7,40,0.0481
2,9,20,0.0237
7,7,30,
6,9,30,0.0427
4,7,20,0.0401
3,7,30,0.0525
7,5,30,0.0425
5,7,30,0.0456
3,9,30,0.0449
4,7,20,0.0372
3,7,20,0.0419
7,9,30,0.0434
9,5,40,0.0314
3,7,40,0.0418
6,7,30,0.0395
4,9,20,0.0356
7,7,20,0.0461
9,9,20,0.0352
8,9,30,0.0402
2,9,20,0.0338
5,5,30,0.0394
5,9,20,0.0309
4,7,20,0.0434
4,9,40,-1
3,7,30,0.0486
10,9,30,0.0395
10,9,30,0.0389
2,5,30,0.0368
9,7,20,ERROR
5,9,30,0.043
6,7,30,0.0501
5,9,40,ERROR
1,7,20,0.039
6,7,20,0.043
1,5,30,0.0391
8,9,40,0.0599
4,9,30,
1,5,20,0.0493
10,9,20,0.0313
10,9,20,0.0333
6,5,30,0.0322
6,9,30,0.0366
7,5,20,ERROR
2,5,30,0.0408
7,5,40,0.036
9,7,20,0.0418
9,9,30,0.0422
3,5,30,0.0338
2,5,40,0.0303
9,7,40,0.0461
6,7,20,0.0433
8,5,30,0.0321
5,7,40,0.0504
3,5,30,0.0338
8,5,30,0.0381
9,9,40,0.0425
10,9,40,0.0562
6,9,40,0.0503
9,9,40,0.0561
10,7,20,
8,7,20,0.0463
4,7,40,-1
8,7,40,
5,7,40,0.0538
1,9,40,0.0534
5,7,20,0.0425
9,9,40,0.0543
3,7,40,0.0393
8,5,20,0.0599
10,7,30,0.0442
9,5,20,0.0489
2,9,30,0.0398
6,7,30,0.0498
5,9,30,0.0418
1,9,30,0.0504
9,9,20,0.0254
9,9,30,0.0474
7,9,40,0.0504
8,5,40,0.0317
1,9,30,0.0408
5,7,30,0.0426
10,5,30,0.0292
5,7,20,0.0423
3,9,20,0.0283
5,9,20,0.0308
10,7,30,0.0398
1,9,20,0.0267
6,5,20,0.0479
4,7,20,0.0422
8,5,30,0.0342
9,5,40,0.0337
10,5,40,0.0278
9,9,20,0.0293
3,5,40,0.0357
2,9,30,0.0509
1,9,20,-1
3,7,30,0.044
6,7,40,0.0506
10,7,40,0.0404
7,7,40,0.0512
7,9,40,0.0546
9,7,30,0.0461
7,9,20,0.0293
4,9,30,0.0466
7,9,20,0.0305
10,7,20,0.0448
8,7,30,0.0481
4,5,20,0.0498
2,5,20,0.0462
6,7,40,0.0441
5,7,40,0.047
6,5,40,0.0327
5,7,30,0.0515
6,9,30,
2,7,20,0.0413
1,9,20,0.0305
10,5,30,0.0362
5,5,40,0.0337
5,9,20,0.03
6,9,30,0.0461
3,5,40,0.0362
7,9,40,0.0547
4,5,20,0.0547
10,9,30,0.0463
8,7,20,0.0413
3,9,30,0.0379
4,7,40,
2,9,30,0.0477
5,7,40,0.0464
1,9,20,0.0307
6,9,40,0.0525
6,5,20,0.0559
7,5,20,0.0664
2,7,20,0.0478
7,9,30,0.0453
10,5,40,
5,7,20,0.043
9,7,30,-1
8,9,30,0.0379
1,7,40,0.0458
3,9,20,0.0285
1,9,40,0.0504
10,7,30,0.0371
8,5,40,0.0324
2,5,30,0.0389
6,5,40,0.0392
9,7,20,0.0419
10,7,20,0.0434
1,9,40,0.0671
1,7,40,0.0424
10,9,40,ERROR
8,9,30,0.0421
2,7,30,ERROR
7,5,30,0.0298
5,7,30,0.042
4,7,30,0.0507
10,7,40,0.0501
3,5,40,
10,9,40,0.0621
8,9,20,0.0323
9,5,30,0.0379
7,7,40,0.0451
7,9,40,0.0569
2,7,30,0.048
7,7,20,0.0519
2,7,20,ERROR
9,9,40,0.0501
5,5,20,
1,5,30,0.0411
6,7,30,0.0413
2,5,30,0.0303
8,5,20,0.0441
8,5,20,ERROR
7,9,30,0.0483
10,9,30,0.0431
7,5,30,0.0374
3,5,30,0.0334
5,5,20,0.0553
1,7,30,0.05
7,5,40,0.029
2,9,20,0.0297
1,5,30,0.0428
6,9,40,0.0532
2,5,40,0.0284
3,9,20,0.0302
10,7,40,
5,5,30,0.0357
10,5,20,0.0581
7,7,20,ERROR
3,7,20,0.0457
7,5,30,0.0423
6,5,20,-1
5,7,30,0.0357
2,5,20,0.05
4,9,40,0.0535
1,7,20,-1
6,7,30,-1
3,9,30,-1
10,5,20,ERROR
7,7,30,0.0453
3,5,30,0.0444
2,7,40,0.0397
10,5,30,0.0326
9,9,30,ERROR
2,9,40,0.0601
3,7,20,0.0498
3,9,40,
9,5,30,0.0332
4,7,40,0.0526
3,7,30,0.0429
1,5,40,0.0335
6,7,20,0.0401
8,7,30,0.0497
1,9,40,0.0629
1,9,30,0.0416
9,5,20,0.0625
1,9,30,0.047
2,9,40,0.055
9,7,30,0.0402
7,9,20,0.0332
9,5,20,ERROR
4,5,30,0.0386
2,9,30,0.0423
3,9,40,0.0603
10,5,20,0.0547
5,5,40,0.0285
8,9,40,-1
9,5,30,0.0325
4,7,30,0.0493
