group,ph,temperature,activity
7,7,30,0.0453
6,7,40,0.045
9,5,40,0.0328
7,5,20,
4,5,30,0.0372
5,7,40,0.0504
1,5,30,0.0411
2,5,30,0.0368
7,9,20,0.0293
6,7,40,0.0436
9,5,30,0.041
7,9,40,0.0547
7,5,30,0.0425
9,9,30,ERROR
6,7,40,0.0441
4,9,20,0.0356
1,9,20,0.0303
6,7,40,0.0506
5,9,30,0.0418
5,5,30,0.0401
3,7,20,0.0378
10,9,30,0.0537
9,9,20,0.0293
5,5,20,0.0553
9,5,20,0.0625
3,7,30,0.0462
2,9,30,0.0529
7,5,40,0.0351
8,9,40,0.0632
9,9,20,0.0294
1,7,30,0.0423
7,9,20,0.0332
2,7,20,ERROR
9,7,20,0.0419
5,5,20,
8,5,30,0.0384
10,7,30,0.04
5,7,40,0.0464
4,5,20,0.0639
6,9,40,0.0503
1,7,40,0.0458
3,5,20,0.0543
7,7,30,-1
8,5,40,0.0315
2,5,40,0.0284
3,7,40,0.0418
8,7,40,
10,7,20,0.0448
3,9,40,0.0491
3,7,20,0.0457
5,9,30,0.043
1,9,40,0.0504
2,9,40,0.064
6,9,20,0.0288
3,7,30,0.044
10,9,20,
8,9,40,0.0599
5,9,40,0.0599
6,7,30,-1
2,7,30,ERROR
8,7,40,0.0434
2,9,20,0.0297
2,9,30,0.0477
5,7,20,0.0425
5,7,30,0.042
10,9,30,0.0389
9,5,20,0.0499
1,9,40,0.0671
9,9,30,0.0377
3,5,40,0.0357
5,9,40,0.0529
5,7,20,0.0465
8,7,20,0.0463
3,5,40,0.0286
5,9,20,0.0231
2,5,20,0.0659
3,5,40,0.0294
3,9,40,0.0603
8,7,30,0.044
3,9,20,0.0283
3,5,40,0.0362
8,9,30,0.0421
5,7,40,0.0538
7,7,20,ERROR
10,5,40,0.035
5,5,20,0.0491
6,9,20,-1
6,7,20,0.0433
6,9,40,0.0532
1,5,40,0.0335
9,5,40,0.0321
5,5,30,ERROR
8,9,30,0.0402
5,7,40,0.0394
9,9,40,0.0558
9,5,40,0.0327
2,7,20,0.0495
8,7,20,0.0413
2,9,30,0.0398
7,7,20,0.0411
1,7,30,0.0412
6,5,20,0.0472
2,5,20,ERROR
2,9,40,0.065
1,5,30,0.0428
3,9,30,0.0437
6,9,40,0.052
9,7,20,
9,5,20,0.0489
4,7,40,0.0446
9,9,20,0.0254
10,5,30,0.0459
10,5,30,0.0292
9,9,40,0.0501
9,5,40,0.0337
5,7,20,0.043
8,7,40,0.0501
7,5,40,0.0349
4,9,40,0.0535
9,7,40,0.0461
2,9,20,0.0237
