group,ph,temperature,activity
6,9,30,0.042
4,7,30,0.0434
4,5,20,0.0498
10,7,40,0.0501
3,9,20,0.0306
5,5,20,0.0563
9,7,40,0.0473
3,7,30,0.0525
6,7,30,0.0498
1,5,30,-1
9,5,30,0.0332
10,7,40,0.0427
1,9,30,0.0416
8,7,20,0.0426
10,9,40,0.0562
5,9,40,ERROR
7,7,20,0.0461
6,7,30,0.0413
10,7,30,0.0371
2,7,30,ERROR
7,7,30,-1
7,7,40,ERROR
2,5,30,0.0331
2,5,30,0.0389
5,7,30,0.0357
5,5,30,0.0357
7,5,30,0.0456
3,5,30,0.0381
8,7,30,0.0497
4,9,20,0.0356
5,9,30,0.0384
3,7,40,0.0436
4,9,40,-1
8,7,30,0.0456
6,5,30,0.038
2,9,30,0.0477
4,5,40,0.0284
8,7,40,0.0384
3,9,40,
6,7,40,0.045
6,5,20,0.0479
3,5,40,0.0357
1,5,30,0.0401
3,7,20,0.0419
3,9,40,0.0633
8,5,20,0.0632
9,5,20,0.0489
6,9,20,0.0288
10,5,30,0.0409
7,5,20,0.0664
9,9,40,0.0558
8,5,40,0.0324
4,5,30,0.0373
1,9,30,0.0504
7,5,40,-1
9,9,30,0.0477
6,5,30,0.0392
4,5,20,0.0565
6,7,30,0.0395
4,5,20,0.0547
3,5,40,0.0286
7,5,40,0.0351
1,9,20,-1
7,9,40,0.0569
10,5,30,0.0326
5,7,40,0.0394
9,7,20,ERROR
5,9,40,0.0529
9,9,40,0.0561
2,7,20,0.0413
1,7,30,0.0412
2,7,30,0.048
1,5,30,0.0428
4,7,20,0.0434
3,7,30,0.044
7,7,40,0.0512
8,9,20,0.0287
2,9,40,0.065
9,7,20,
1,5,40,0.0335
4,7,20,0.0372
5,7,30,0.0426
2,9,30,0.0529
3,7,20,0.0498
5,5,40,0.0323
5,9,30,0.043
8,5,30,0.0381
7,5,20,
9,5,40,0.0337
9,9,20,0.0352
1,5,40,0.0331
2,5,40,0.034
6,5,20,-1
3,9,40,0.0603
6,9,20,0.0232
6,5,30,0.0322
3,7,30,0.0429
10,7,20,
9,5,30,0.0379
2,5,40,0.0284
7,9,40,0.0504
6,7,20,0.0449
5,9,40,0.0599
5,7,40,0.047
6,5,20,0.0559
8,7,40,
8,5,30,0.0321
7,9,40,0.0546
3,7,40,0.0393
9,5,40,0.0314
5,5,30,
3,7,20,0.0457
1,5,20,0.0605
6,5,40,0.0357
6,9,40,0.0448
3,9,30,0.0415
8,9,20,0.0317
10,5,20,0.0547
2,5,20,0.0462
5,9,20,0.0308
4,7,40,0.0446
8,9,20,0.0323
8,9,30,0.0417
5,9,20,0.0309
3,5,20,0.052
1,9,20,0.0303
4,9,30,0.0394
8,7,30,0.0461
1,7,20,0.0401
9,7,20,0.0419
8,9,40,-1
10,9,20,0.0313
2,7,30,ERROR
4,9,40,0.0535
3,5,40,0.0362
9,7,30,0.0513
1,7,30,0.037
9,9,30,0.0474
9,9,40,0.0543
8,7,40,0.0501
9,7,40,
7,5,20,-1
9,5,20,0.0625
6,5,40,0.0338
5,5,20,0.0553
5,9,30,0.0384
3,9,20,0.0283
7,5,30,0.0425
7,9,20,0.0305
7,9,30,0.0453
9,9,30,0.0422
10,7,30,0.0522
3,7,40,0.0425
2,9,30,0.0423
1,9,40,0.0671
10,9,30,0.0537
3,7,40,-1
6,5,40,0.0346
4,7,40,0.04
2,9,20,0.0263
5,5,40,0.0345
4,5,20,0.0633
9,9,20,0.0335
6,7,20,0.0433
9,7,40,0.044
2,9,40,0.0571
4,9,30,-1
5,5,30,ERROR
2,7,20,0.0495
3,7,20,0.0378
2,5,40,0.0305
5,5,20,
7,9,20,0.0287
2,5,30,0.0408
2,5,30,0.0368
3,9,40,0.0491
3,7,30,0.0486
8,9,30,0.0379
8,5,20,ERROR
7,5,20,ERROR
6,5,20,0.0472
7,7,20,0.0519
4,5,30,0.0386
9,7,40,ERROR
3,5,20,0.0631
6,5,20,0.043
9,9,20,0.0294
6,9,20,-1
9,5,40,0.0328
1,5,20,0.0535
10,9,20,
10,5,40,0.035
6,9,40,0.0503
3,5,30,0.0338
8,9,30,0.0421
7,7,30,
2,7,40,0.0408
7,9,20,0.0293
2,5,20,0.0659
9,5,40,0.0327
1,5,40,0.0339
8,9,20,0.0298
6,9,40,0.052
3,7,20,0.0476
10,5,40,0.0278
3,5,40,0.0294
8,9,40,0.0551
7,5,30,0.0374
1,9,30,0.047
2,7,40,0.0444
2,7,40,0.0397
1,9,40,0.0589
5,9,20,0.0231
4,5,30,0.0435
7,9,40,0.0547
6,7,40,0.0436
10,5,30,0.0292
1,5,20,0.0493
2,9,20,0.0328
8,5,30,0.0347
4,7,20,0.0456
2,5,20,0.05
8,7,30,0.0481
10,9,40,-1
4,9,30,0.0484
3,9,30,0.0379
7,7,20,
10,9,30,0.0463
2,5,20,0.0532
4,9,40,0.0558
4,9,40,0.0466
2,9,20,0.0297
8,5,40,0.0315
1,5,30,0.0391
8,9,40,0.0599
9,7,30,-1
4,7,20,0.0401
9,5,40,0.0321
3,9,20,0.0285
4,5,30,0.0372
5,9,20,-1
5,5,30,0.0401
5,7,30,0.042
8,9,40,0.0593
1,5,20,0.0468
5,7,40,0.0504
4,7,30,0.0507
9,5,30,0.0325
4,5,40,0.0271
5,5,20,0.0491
2,9,40,0.0601
7,7,20,ERROR
1,7,20,-1
7,9,30,0.0483
8,9,20,0.0317
5,9,40,0.057
7,9,20,0.0256
7,7,30,0.0421
5,9,30,0.0418
10,9,40,ERROR
