group,ph,temperature,activity
2,5,20,ERROR
4,5,30,0.0373
1,5,20,ERROR
3,5,30,0.0334
1,9,40,0.0589
7,7,40,0.0512
7,7,40,0.0395
7,7,30,0.0453
7,9,30,0.0464
7,7,40,ERROR
3,9,30,0.0449
6,5,20,0.0472
9,5,20,0.0585
7,7,30,0.0421
1,5,30,0.0411
5,7,40,0.0504
6,9,30,0.0427
9,9,20,0.0335
1,7,40,0.0458
9,5,40,0.0328
8,5,30,0.0381
2,9,20,0.0297
2,7,20,0.0478
7,9,30,0.0453
6,9,30,
4,9,40,-1
1,9,20,-1
7,7,30,-1
5,5,20,0.0491
6,5,20,0.0479
2,9,40,0.055
4,7,40,
5,5,20,0.0563
10,7,40,
3,7,40,0.0418
10,5,30,0.0362
3,5,20,0.052
10,5,40,
8,7,30,0.0456
3,7,30,0.0462
5,7,40,0.0394
1,5,40,0.0335
5,9,20,-1
4,5,20,0.0498
4,7,30,0.0493
7,9,30,0.0434
4,5,40,0.0271
9,5,30,0.0398
7,5,40,0.029
7,5,40,-1
9,5,20,ERROR
6,9,40,0.052
2,7,30,0.048
8,5,20,0.0599
9,7,20,
8,9,30,0.0402
10,5,20,0.0547
9,5,30,0.041
1,7,30,0.0412
6,5,40,0.0346
2,9,40,0.0601
2,9,30,0.0398
1,9,30,0.0504
1,9,30,0.0455
6,9,20,0.0273
8,7,40,0.0447
5,5,20,0.0478
9,7,20,0.0418
10,7,30,0.0371
3,5,20,0.0574
10,5,40,0.0281
6,9,30,0.0366
9,9,40,0.0425
8,7,30,0.0461
7,5,40,0.0351
10,5,30,0.0326
5,5,30,0.0357
4,7,20,0.0422
10,7,20,0.0587
9,7,20,ERROR
7,7,30,0.0478
1,7,40,0.0404
7,9,30,0.0483
2,9,40,0.064
2,7,40,0.0397
5,9,40,0.057
6,5,20,0.043
1,7,20,0.0452
10,7,30,0.04
6,9,20,0.0303
1,7,20,0.0462
7,5,20,ERROR
1,5,40,0.0308
6,7,20,0.0449
5,9,30,0.0418
9,7,40,
8,7,30,0.044
10,9,40,0.0621
8,9,20,0.0317
1,5,40,0.0331
3,9,40,0.0633
7,9,30,0.0421
4,9,40,0.0466
2,7,20,ERROR
4,9,20,0.0302
5,9,30,0.0384
3,7,20,0.0378
10,9,40,0.0562
9,7,40,0.044
3,7,40,0.0436
8,9,40,0.0599
6,5,40,0.0327
10,5,30,0.0459
2,7,40,0.0408
7,7,20,0.0461
7,7,40,0.0451
