group,ph,temperature,activity
9,9,40,0.0561
8,5,30,0.0381
3,5,20,0.0631
7,5,20,ERROR
4,5,30,0.0435
6,9,20,0.0232
7,5,30,0.0423
4,7,30,0.0507
2,7,20,0.0478
7,5,30,0.0456
3,5,20,0.0574
8,9,20,0.0298
6,5,30,0.0392
1,9,20,0.0303
5,9,40,0.0582
1,9,40,0.0504
8,7,30,0.0456
7,7,20,0.0411
7,7,20,
10,9,40,ERROR
6,9,30,0.0366
6,7,30,0.0395
10,5,30,0.0459
3,5,40,
7,5,40,0.036
10,9,30,0.0389
10,7,30,0.0442
7,9,40,0.0546
4,5,40,0.0271
2,7,20,0.0413
7,5,40,0.0351
6,7,30,0.0413
9,7,20,ERROR
2,5,40,0.0351
3,5,40,0.0294
9,7,20,0.0419
5,7,30,0.042
6,5,40,0.0392
2,9,20,0.0328
2,7,30,0.048
4,7,40,-1
2,7,40,0.0408
2,9,30,0.0509
4,9,30,-1
8,5,30,0.0321
1,5,40,0.0335
8,5,40,0.0315
4,9,20,0.0359
4,7,20,0.0372
10,9,40,0.0562
2,5,40,0.0303
9,7,30,0.0513
6,7,20,0.043
9,9,40,0.0543
3,9,30,0.0415
5,7,30,0.0357
7,7,40,0.0512
9,9,30,0.0377
4,5,30,0.0386
3,7,40,0.0393
3,7,30,0.0486
3,7,30,0.0525
3,7,20,0.0498
9,9,30,0.0422
4,9,30,
7,9,30,0.0421
3,9,30,-1
5,9,30,0.0384
4,7,20,0.0434
6,5,40,0.0327
3,7,40,0.0425
9,9,20,0.0294
5,7,20,0.048
9,7,40,ERROR
10,9,30,0.0463
5,9,20,0.0309
8,7,40,0.0434
10,9,20,0.0333
10,7,20,0.0448
10,9,40,0.0621
8,7,30,0.044
4,5,20,0.0547
5,9,40,ERROR
5,5,30,
5,9,20,0.03
1,9,20,0.0307
6,9,30,
1,7,20,0.0401
6,9,40,0.0448
1,5,30,0.0401
1,5,20,ERROR
10,5,40,
6,7,40,0.045
3,9,20,0.0247
3,5,30,0.0444
3,9,20,0.0302
10,7,30,0.0522
8,5,40,0.0324
3,7,40,0.0436
5,5,20,0.0491
9,9,20,0.0335
9,9,30,0.0477
9,7,20,ERROR
7,5,40,-1
1,7,30,0.0464
7,9,40,0.0504
9,5,20,ERROR
3,9,20,0.0306
10,5,20,0.062
2,9,30,0.0529
4,5,30,0.0377
7,9,40,0.0569
2,5,40,0.034
5,7,20,0.043
4,5,20,0.0633
2,5,20,ERROR
9,9,40,0.0558
7,5,20,-1
4,7,20,0.0456
1,9,20,-1
2,9,20,0.0338
6,7,20,0.0449
5,5,40,0.0323
3,9,40,0.0633
7,9,30,0.0434
1,9,20,0.0267
6,7,20,0.0401
9,5,20,0.0499
1,9,30,0.0455
2,7,40,0.0481
7,7,40,-1
2,7,30,0.047
3,9,30,0.0449
6,5,30,0.0322
5,5,40,0.0285
1,5,30,0.0391
2,7,30,ERROR
7,5,40,0.0349
5,5,30,ERROR
3,5,30,0.0338
6,7,40,0.0506
9,5,30,0.041
3,7,30,0.044
9,5,30,0.0325
10,5,30,0.0409
3,7,40,-1
10,5,30,0.0326
2,5,20,0.05
6,9,20,0.0303
7,5,30,0.0298
9,5,20,0.0585
8,9,30,0.0415
6,9,40,0.0532
2,5,20,0.0532
3,9,40,
6,5,20,0.043
10,7,20,
1,7,30,0.037
2,9,30,0.0477
8,7,40,0.0447
2,9,40,0.0601
6,9,40,0.052
5,7,20,0.0423
10,9,40,0.0468
7,9,20,0.0305
3,5,20,0.052
3,5,20,ERROR
8,5,20,0.0632
8,7,30,0.0497
5,5,20,0.0563
10,9,30,0.0395
1,5,40,0.0339
3,5,30,0.0338
10,9,20,
4,7,30,0.0493
2,9,30,0.0398
3,9,30,0.0437
5,5,40,0.0345
1,9,40,0.0671
8,7,30,0.0461
8,5,30,0.0342
3,7,20,0.0476
8,7,20,0.0413
8,5,30,0.0347
5,9,20,-1
3,9,40,0.057
9,5,30,0.0398
10,9,30,0.0431
7,7,20,0.0461
9,7,30,0.0461
1,7,40,0.0404
3,7,20,0.0457
10,7,40,0.0404
7,9,20,0.0256
7,9,20,0.0293
6,7,30,-1
7,9,30,0.0453
4,9,30,0.0394
1,5,30,-1
8,9,20,0.0317
2,7,40,0.0521
4,5,40,0.0284
2,9,40,0.064
6,5,20,-1
5,7,30,0.0426
4,5,30,0.0372
6,5,30,0.038
7,5,20,
7,9,30,0.0464
3,7,20,0.0378
2,5,30,0.0331
5,7,30,0.0515
1,7,40,0.0466
5,5,40,0.0337
2,5,40,0.0305
7,7,30,-1
8,9,40,-1
4,9,20,0.0261
4,7,30,ERROR
10,9,30,0.0537
9,9,40,0.0501
1,9,40,0.0589
6,5,40,0.0346
2,9,40,0.0571
2,5,30,0.0368
8,9,30,0.0421
2,7,40,0.0444
3,9,20,0.0285
10,7,30,0.0398
8,7,40,0.0384
5,7,40,0.0394
7,7,20,0.0519
10,9,20,0.0288
1,7,20,-1
6,7,30,0.0498
10,9,20,0.0313
4,7,40,0.0446
4,7,30,0.0443
8,5,30,0.0384
1,5,30,0.0428
4,9,30,0.0466
3,5,40,0.0357
8,7,20,0.0426
6,9,20,0.0288
7,7,40,0.0451
6,7,40,0.0441
1,5,20,0.0468
7,5,30,0.0425
5,7,40,0.0504
6,9,30,0.0427
9,9,20,0.0254
2,7,30,ERROR
4,5,20,0.0565
5,9,30,0.0418
9,7,30,-1
8,9,20,0.0323
8,9,40,0.0599
1,7,40,0.0458
7,5,20,0.0664
10,5,40,0.0281
7,9,20,0.0287
9,5,20,0.0489
8,7,20,0.0423
8,5,20,0.0599
9,9,20,0.0293
10,5,20,0.0552
4,9,40,-1
9,7,20,0.0418
2,5,30,0.0303
4,5,20,0.0639
5,7,20,0.0465
7,5,40,0.029
7,7,40,0.0395
1,5,20,0.0535
1,7,30,0.0423
8,5,40,0.0317
5,5,20,
10,7,30,0.0371
1,7,20,0.0462
8,7,40,0.0501
1,5,40,0.0308
8,9,40,0.0551
4,7,20,0.0422
10,5,30,0.0292
2,7,20,0.0516
10,5,40,0.0388
6,5,20,0.0479
5,9,30,
9,7,40,0.0461
5,5,30,0.0357
4,9,40,0.0535
10,7,30,0.04
2,7,20,0.0495
10,7,20,
8,9,20,0.0317
6,9,40,0.0525
2,7,40,0.0397
10,5,40,0.0278
4,9,20,0.0309
3,9,20,0.0283
