group,ph,temperature,activity
1,7,30,0.037
2,9,20,0.0328
8,9,40,0.0632
7,5,30,0.0298
5,9,30,
3,9,30,0.0437
5,5,20,0.0491
9,5,30,0.0379
2,5,20,0.0462
7,7,40,0.0451
7,7,30,0.0421
3,9,20,0.0302
4,7,40,-1
1,5,30,0.0428
5,7,20,0.043
7,9,40,0.0504
8,9,40,0.0593
1,5,40,0.0308
10,9,30,0.0463
2,7,20,0.0516
3,9,30,0.0415
5,5,20,
1,5,30,0.0411
2,9,40,0.064
7,7,30,-1
8,9,30,0.0379
10,7,30,0.04
10,7,20,0.0448
5,5,40,0.0337
3,5,30,0.0338
7,7,20,0.0411
9,7,30,-1
7,5,30,0.0456
10,7,40,0.0427
10,9,20,0.0288
3,7,30,0.044
9,7,30,
5,7,40,0.047
4,7,40,0.04
9,9,30,ERROR
8,9,40,0.0599
2,7,40,0.0481
2,5,20,0.0532
6,9,20,-1
4,7,20,0.0372
9,9,20,0.0254
2,7,30,ERROR
9,5,20,0.0585
7,9,40,0.0547
3,7,30,0.0462
5,5,40,0.0279
1,7,40,0.0458
1,5,30,0.0401
9,9,40,0.0501
1,9,30,0.0504
6,9,40,0.052
8,5,40,0.0312
8,7,40,0.0384
8,7,20,0.0463
3,9,40,
9,7,30,0.0461
1,7,40,0.0404
10,5,30,0.0459
1,9,40,0.0629
1,5,30,0.0391
6,9,30,0.0366
7,5,30,0.0374
3,9,40,0.0491
1,5,20,0.0493
2,7,30,0.048
9,9,40,0.0425
1,5,40,0.0331
7,7,40,-1
7,5,30,0.0423
10,7,30,0.0442
2,5,30,0.0368
2,7,20,0.0413
7,7,20,ERROR
10,9,20,0.0333
10,7,40,0.0404
8,7,30,0.0497
3,9,20,0.0283
9,7,20,ERROR
5,7,20,0.0465
8,7,20,0.0413
6,9,20,0.0288
1,5,20,0.0468
1,9,40,0.0589
9,5,40,0.0314
2,5,30,0.0303
4,5,40,0.0355
9,5,40,0.0328
8,5,40,0.0315
7,9,40,0.0546
9,5,40,0.0321
6,5,40,0.0357
9,7,40,
2,9,40,0.0601
7,5,20,ERROR
1,5,40,0.0339
1,7,40,0.0424
4,5,30,0.0377
10,5,40,0.0388
10,9,20,
1,7,20,0.0462
2,5,40,0.0351
5,7,30,0.0456
9,5,30,0.041
3,5,40,0.0286
5,7,40,0.0394
8,9,30,0.0415
4,9,40,0.0466
7,5,40,0.0351
7,7,40,ERROR
2,5,30,0.0331
5,7,30,0.0515
6,5,20,0.0479
5,9,20,0.0231
5,9,20,0.03
5,5,30,0.0401
6,5,20,0.0559
7,9,30,0.0434
8,7,30,0.0461
6,9,40,0.0503
7,7,30,0.0453
4,9,20,0.0309
5,9,40,0.0599
1,9,40,0.0534
3,9,20,0.0247
10,5,30,0.0326
9,7,20,0.0419
2,9,30,0.0509
3,5,20,0.0543
3,7,30,0.0429
1,5,20,0.0605
4,7,20,0.0434
9,5,20,0.0625
2,7,40,0.0408
3,5,30,0.0381
6,9,20,0.0273
5,7,20,0.0423
4,9,30,0.0394
4,5,40,0.0353
7,9,30,0.0483
3,5,40,0.0362
4,7,20,0.0422
9,5,20,0.0499
8,7,20,0.0426
4,5,30,0.0372
3,9,20,0.0285
4,9,40,-1
8,5,30,0.0384
9,9,30,0.0474
1,9,20,0.0303
3,9,30,0.0379
9,9,40,0.0561
6,9,30,0.0427
5,5,30,
6,9,20,0.0303
4,5,40,0.0311
8,5,20,ERROR
10,9,20,0.0305
8,5,20,0.0632
7,9,20,0.0305
3,5,40,
8,5,40,0.0317
2,9,30,0.0529
10,7,30,0.0522
6,7,40,0.0425
4,7,20,0.0456
6,7,40,0.0506
6,7,30,0.0413
10,9,40,-1
4,5,20,0.0498
1,5,40,0.0335
6,7,40,0.045
2,5,30,0.0389
9,5,40,0.0337
3,7,40,-1
10,7,20,
1,7,30,0.0423
5,9,40,0.0529
1,7,20,-1
6,7,20,0.043
10,9,30,0.0395
8,5,20,0.0599
6,7,40,0.0441
2,5,40,0.0305
6,5,20,0.0472
6,7,20,0.0433
6,5,30,0.0373
6,7,40,0.0436
8,9,20,0.0317
3,9,40,0.057
5,5,20,0.0553
1,9,20,-1
6,5,30,0.038
2,5,40,0.0303
8,9,40,0.0551
5,9,40,0.0582
2,7,30,0.048
10,9,30,0.0537
1,7,20,0.0401
10,9,40,ERROR
6,5,40,0.0392
9,9,30,0.0477
3,5,20,ERROR
7,5,20,0.0664
2,5,20,0.05
7,7,20,
5,7,40,0.0464
5,9,30,0.0384
5,5,30,0.0394
1,5,40,0.0335
4,7,30,0.0434
8,5,40,0.0324
6,7,30,0.0395
2,5,30,0.0408
6,7,30,0.0501
4,9,20,0.0359
3,9,30,0.0449
6,5,30,0.0322
1,9,30,0.047
7,5,40,0.036
10,7,20,0.0587
2,7,40,0.0521
4,5,30,0.0386
10,5,40,
1,7,30,0.05
9,7,40,0.0473
2,9,20,0.0297
6,7,20,0.0422
9,5,20,ERROR
8,5,40,0.0317
4,5,30,0.0435
4,7,20,0.0401
10,7,30,0.0371
8,5,30,0.0381
6,9,20,0.0232
1,9,20,0.0307
6,5,30,0.0333
4,5,40,0.0284
9,7,30,0.0513
1,7,30,0.0464
9,7,20,0.0418
7,7,40,0.0395
4,9,40,0.0571
4,5,30,0.0373
10,5,20,0.0552
10,5,30,0.0409
8,9,40,-1
5,5,20,0.0563
2,9,30,0.0423
10,9,40,0.0468
9,5,40,0.0327
2,9,40,0.065
5,5,30,0.0357
7,5,20,
2,9,20,0.0237
6,9,30,
3,5,20,0.052
3,5,30,0.0338
8,7,40,0.0434
6,5,40,0.0327
3,5,30,0.0444
10,7,30,0.0398
3,7,30,0.0525
5,9,40,ERROR
2,7,20,0.0478
3,7,20,0.0476
5,9,30,0.0384
7,7,30,
5,7,30,0.042
4,9,30,-1
4,9,20,0.0261
7,7,30,0.0478
8,7,20,0.0423
7,9,30,0.0464
4,5,20,0.0547
8,9,30,0.0421
7,5,30,0.0425
3,7,40,0.0436
8,7,30,0.0456
10,7,40,0.0501
10,9,20,0.0313
2,9,30,0.0477
6,9,30,0.042
3,7,40,0.0425
10,7,40,
3,7,20,0.0498
3,5,40,0.0294
1,7,30,0.0412
1,9,30,0.0416
4,5,20,0.0639
5,7,30,0.0357
10,5,20,0.0547
7,9,20,0.0256
10,9,40,0.0621
6,9,40,0.0532
10,5,20,ERROR
