group,ph,temperature,activity
1,5,40,0.0335
7,7,20,0.0411
8,5,30,0.0347
8,7,40,0.0447
5,5,30,0.0357
7,5,40,0.029
3,9,30,0.0449
8,9,20,0.0317
9,5,40,0.0321
10,7,30,0.0398
1,5,20,0.0493
4,5,20,0.0547
3,7,30,0.0486
1,7,30,0.0464
2,7,30,0.048
6,7,30,-1
1,5,40,0.0339
2,7,20,0.0495
7,7,30,-1
10,9,30,0.0395
2,9,30,0.0477
3,5,40,0.0357
3,5,40,0.0362
10,7,40,0.0404
1,5,30,-1
5,7,30,0.0515
5,7,40,0.0394
8,5,20,0.0635
9,7,20,
1,9,20,-1
4,5,40,0.0311
10,7,40,
3,5,20,0.0543
9,7,30,0.0402
6,9,30,0.0366
1,5,40,0.0335
5,9,30,0.043
10,5,20,0.0547
6,5,40,0.0357
4,7,30,0.0443
6,5,30,0.0333
8,9,40,0.0599
9,7,40,0.044
7,5,40,0.0349
7,9,20,0.0287
4,5,30,0.0386
4,5,20,0.0633
9,9,20,0.0352
5,7,40,0.047
2,9,20,0.0328
1,7,30,0.05
8,9,30,0.0379
5,7,40,0.0504
6,7,20,0.0449
9,9,20,0.0294
5,5,20,0.0553
10,5,20,0.0552
8,5,40,0.0315
2,5,20,0.0532
4,9,20,0.0302
5,5,30,0.0394
3,9,20,0.0247
10,9,40,0.0621
7,9,20,0.0305
9,7,30,0.0461
2,9,40,0.065
1,9,30,0.0416
1,7,20,0.0462
6,9,30,0.0427
3,7,20,0.0378
6,7,40,0.0506
8,9,30,0.0402
6,7,30,0.0498
9,5,40,0.0327
7,5,40,-1
10,7,40,0.0501
7,9,30,0.0464
5,7,20,0.048
6,7,40,0.0425
3,9,30,-1
10,7,40,-1
4,5,40,0.0271
1,5,30,0.0401
3,5,30,0.0381
1,5,20,0.0468
2,5,30,0.0408
8,5,20,0.0599
3,9,40,0.0491
4,5,20,0.0639
1,7,30,0.037
4,7,20,0.0372
10,5,20,ERROR
7,7,40,ERROR
3,5,30,0.0338
5,7,30,0.0456
10,7,30,0.0442
8,5,30,0.0342
10,7,30,0.0371
4,7,40,-1
9,9,30,ERROR
3,5,30,0.0338
10,5,40,0.0388
9,5,30,0.0398
8,7,20,0.0426
4,9,40,0.0466
5,5,40,0.0345
5,5,40,0.0337
4,7,40,0.04
2,7,30,0.048
3,7,40,0.0425
10,9,30,0.0389
10,5,30,0.0459
9,5,30,0.041
9,7,30,-1
5,5,30,0.0401
9,7,30,0.0513
7,5,20,ERROR
3,7,20,0.0476
2,9,40,0.064
3,5,40,0.0294
2,5,40,0.0303
4,7,40,
8,9,40,0.0593
4,9,40,0.0535
7,5,30,0.0298
8,7,30,0.044
2,7,30,0.047
6,5,30,0.038
8,9,40,-1
2,7,20,0.0478
4,7,20,0.0422
7,5,20,
7,9,40,0.0569
6,7,30,0.0413
5,9,20,0.0231
5,5,20,0.0491
8,7,20,0.0413
5,5,40,0.0323
8,9,20,0.0323
3,9,20,0.0285
7,5,20,0.0664
5,7,30,0.0357
9,5,20,0.0499
10,7,30,0.0522
9,5,20,0.0625
5,9,20,-1
5,7,30,0.0426
2,7,20,ERROR
10,9,30,0.0463
5,9,20,0.0308
3,7,30,0.0462
3,7,30,0.044
3,9,20,0.0306
4,9,40,0.0571
8,7,20,0.0463
7,5,30,0.0423
8,9,30,0.0417
10,9,20,0.0313
5,5,40,0.0279
6,7,20,0.0401
2,5,30,0.0331
6,5,30,0.0392
1,9,30,0.0408
6,9,20,-1
10,5,30,0.0362
1,9,20,0.0307
7,5,30,0.0425
8,9,30,0.0415
4,7,20,0.0456
3,7,20,0.0498
2,5,30,0.0303
10,9,40,ERROR
10,5,30,0.0326
10,5,30,0.0292
7,5,40,0.0351
9,7,40,
1,7,30,0.0423
6,9,40,0.0525
7,7,40,0.0512
2,7,20,0.0516
9,9,40,0.0543
10,9,30,0.0431
1,5,40,0.0308
10,9,20,0.0305
3,9,30,0.0415
1,9,30,0.0504
6,5,20,0.0472
2,7,20,0.0413
3,9,20,0.0302
7,7,20,0.0519
5,9,40,0.0529
8,7,40,0.0384
1,9,40,0.0504
1,9,40,0.0671
10,9,40,-1
2,5,40,0.0305
2,9,20,0.0263
