group,ph,temperature,activity
1,7,30,0.0412
8,9,30,0.0379
2,9,30,0.0423
1,7,30,0.037
7,9,40,0.0504
4,9,40,0.0466
4,5,30,0.0377
10,9,40,0.0468
4,7,20,0.0401
1,9,40,0.0589
1,7,30,0.0423
3,7,30,0.0462
1,9,20,0.0307
3,5,30,0.0338
2,7,20,0.0413
4,5,20,0.0547
8,7,30,0.0497
6,5,20,0.0479
5,7,20,0.0423
7,9,30,0.0483
2,5,30,0.0389
6,7,30,0.0413
10,7,20,0.0448
1,5,20,ERROR
8,5,20,0.0635
8,9,40,-1
8,7,40,0.0384
8,9,20,0.0287
8,7,30,0.0456
2,7,40,0.0408
7,9,20,0.0287
3,5,20,0.052
7,7,30,
3,9,20,0.0285
5,9,30,0.0384
10,7,20,0.0587
1,9,30,0.0504
10,7,30,0.0371
4,7,30,0.0434
7,9,30,0.0434
4,5,20,0.0633
3,7,20,0.0457
10,5,40,0.0388
5,5,20,0.0563
5,7,30,0.0357
6,7,40,0.0441
1,7,40,0.0466
3,9,40,
3,7,40,0.0436
10,5,40,
6,7,20,0.0422
7,5,20,-1
7,5,40,-1
9,5,40,0.0327
9,5,20,0.0625
5,5,20,
1,5,20,0.0493
7,7,40,-1
7,7,40,0.0451
2,7,30,0.048
9,5,20,ERROR
10,5,30,0.0459
10,9,40,0.0621
8,5,40,0.0317
1,9,40,0.0504
7,7,20,ERROR
6,9,20,0.0288
10,7,40,0.0427
6,5,40,0.0346
10,9,30,0.0395
3,5,20,0.0631
6,5,30,0.0373
1,5,30,0.0391
10,5,20,0.0547
9,9,40,0.0558
5,7,40,0.047
2,9,20,0.0263
6,9,30,0.042
2,5,30,0.0368
7,7,40,ERROR
9,7,40,0.044
10,9,40,ERROR
7,9,30,0.0453
6,5,40,0.0338
9,9,40,0.0425
5,5,30,0.0401
10,7,40,0.0404
1,7,40,0.0404
3,7,40,0.0393
5,5,40,0.0279
7,5,30,0.0374
4,7,40,0.04
3,7,20,0.0378
1,9,20,-1
10,5,30,0.0362
10,7,30,0.0442
2,7,20,0.0516
10,5,40,0.035
1,5,30,-1
3,9,30,0.0437
7,9,20,0.0293
2,9,20,0.0338
6,9,20,0.0303
5,9,40,0.0529
1,5,30,0.0401
