group,ph,temperature,activity
4,9,20,0.0356
7,7,20,ERROR
4,7,30,0.0507
5,7,30,0.0426
3,5,20,ERROR
8,9,20,0.0317
2,9,20,0.0297
9,7,30,-1
6,5,40,0.0357
7,5,30,0.0456
10,7,40,0.0427
7,9,40,0.0547
6,9,20,0.0273
8,7,40,0.0447
7,9,30,0.0434
9,5,20,0.0489
4,5,30,0.0386
1,7,20,-1
8,7,30,0.044
10,5,20,0.0552
3,7,20,0.0476
3,7,40,0.0425
2,7,40,0.0444
4,5,20,0.0498
9,5,40,0.0321
5,9,40,0.0599
4,5,20,0.0633
2,5,40,0.0303
3,9,40,0.057
4,7,20,0.0401
1,5,40,0.0339
6,5,20,0.043
2,5,30,0.0389
3,7,30,0.0525
2,9,20,0.0338
5,5,20,0.0563
6,5,20,0.0479
10,5,30,0.0326
6,9,20,0.0232
9,7,20,
5,7,20,0.043
6,5,20,0.0559
1,5,40,0.0335
3,7,40,0.0393
5,9,30,0.0418
6,9,20,0.0303
5,9,30,0.0384
4,9,40,0.0466
8,9,20,0.0298
1,5,20,0.0468
5,5,20,0.0478
2,7,30,ERROR
2,7,40,0.0397
6,7,30,0.0501
5,5,40,0.0323
9,9,40,0.0543
6,5,30,0.0333
1,5,20,0.0535
8,5,30,0.0384
1,9,40,0.0589
7,7,20,
1,5,20,0.0493
2,9,20,0.0263
7,5,30,0.0423
7,5,20,0.0534
10,5,30,0.0409
3,7,40,0.0436
3,9,30,0.0415
6,9,40,0.0448
8,5,30,0.0342
2,7,40,0.0521
8,9,20,0.0287
2,9,40,0.065
2,5,30,0.0303
2,9,20,0.0328
4,9,20,0.0261
9,9,20,0.0254
3,5,20,0.0543
6,5,20,0.0472
3,5,40,0.0294
9,7,40,0.0473
10,7,40,0.0501
1,9,20,-1
3,5,30,0.0338
2,9,30,0.0423
7,5,40,0.036
2,5,40,0.0305
4,5,20,0.0565
2,9,30,0.0398
1,7,30,0.0412
4,9,30,0.0466
8,7,20,0.0413
3,5,40,0.0286
4,7,40,0.04
6,7,20,0.0449
1,9,20,0.0267
6,7,30,-1
3,5,40,
4,5,40,0.0311
1,5,40,0.0335
1,7,30,0.037
4,9,20,0.0359
9,9,30,ERROR
10,7,30,0.0371
4,5,40,0.0284
1,5,40,0.0308
2,9,30,0.0477
5,9,30,0.0384
6,9,40,0.0532
4,5,40,0.0353
6,5,30,0.0373
4,5,40,0.0355
8,9,20,0.0323
7,5,20,
8,9,40,-1
4,7,30,ERROR
2,5,40,0.0351
1,7,20,0.0452
7,9,20,0.0332
4,9,40,-1
1,5,20,ERROR
7,9,30,0.0421
9,5,20,ERROR
10,5,20,0.0581
5,5,30,0.0357
2,9,40,0.064
8,9,40,0.0632
5,7,40,0.0538
10,7,40,0.0404
10,5,20,0.062
4,7,30,0.0434
8,5,40,0.0315
1,9,20,0.0307
1,9,30,0.0416
5,9,30,
9,5,30,0.0332
2,7,40,0.0408
7,7,40,ERROR
10,9,40,ERROR
7,5,30,0.0425
9,7,20,ERROR
9,5,30,0.041
1,5,20,0.0605
8,7,30,0.0497
8,5,20,0.0599
5,7,40,0.047
7,9,30,0.0483
1,5,40,0.0331
2,7,30,0.047
4,7,20,0.0422
5,7,30,0.0515
2,5,20,0.05
7,7,30,-1
5,5,20,
6,5,20,-1
5,9,20,0.0309
7,5,40,0.029
5,7,30,0.042
8,7,30,0.0456
4,9,30,0.0394
4,5,30,0.0377
9,5,20,0.0625
2,7,30,0.048
1,7,30,0.0423
9,9,20,0.0294
4,7,40,0.0446
2,9,30,0.0509
1,9,30,0.0408
4,5,40,0.0271
2,5,20,ERROR
4,9,30,-1
8,7,20,0.0463
2,9,40,0.055
6,9,30,0.0366
3,7,40,-1
8,7,30,0.0461
6,5,30,0.038
5,7,40,0.0504
8,9,20,0.0317
5,9,30,0.043
9,5,30,0.0379
2,5,20,0.0659
6,9,40,0.0503
7,5,30,0.0298
9,5,40,0.0314
6,7,20,0.0433
2,9,30,0.0529
8,7,40,0.0384
9,5,30,0.0398
5,9,20,0.0308
1,5,30,0.0428
9,9,30,0.0477
10,7,40,
5,5,40,0.0345
8,5,40,0.0324
5,9,40,0.0582
4,7,20,0.0372
3,7,30,0.0462
8,5,30,0.0347
8,7,20,0.0423
3,5,30,0.0444
3,9,40,0.0603
5,9,40,0.057
5,5,20,0.0491
8,9,30,0.0417
3,5,40,0.0362
5,7,20,0.0425
6,5,40,0.0392
1,7,40,0.0466
8,7,40,0.0434
10,5,30,0.0292
7,5,40,0.0351
2,7,20,0.0516
8,5,20,ERROR
9,5,20,0.0499
9,9,30,0.0377
7,7,20,0.0519
1,7,40,0.0424
7,9,20,0.0293
9,7,40,
5,7,30,0.0456
2,5,40,0.034
3,9,20,0.0283
6,9,30,
9,7,40,0.044
3,5,20,0.052
6,7,40,0.0441
8,5,20,0.0632
9,5,30,0.0325
6,7,30,0.0498
2,5,20,0.0462
3,5,20,0.0574
10,9,30,0.0463
9,9,20,0.0293
9,9,40,0.0558
3,7,20,0.0378
6,7,20,0.043
10,7,20,
