group,ph,temperature,activity
6,5,30,0.0373
10,9,40,0.0468
10,9,20,0.0333
5,7,30,0.042
6,5,20,-1
4,7,40,-1
1,7,20,0.0452
4,5,40,0.0284
9,9,20,0.0254
7,5,30,0.0423
4,7,20,0.0372
1,5,20,0.0468
10,7,30,0.0442
5,9,40,0.057
2,9,30,0.0398
8,7,30,0.044
8,9,20,0.0287
1,9,20,0.0305
10,7,20,0.0434
9,7,20,
7,7,40,0.0512
4,5,40,0.0271
8,9,40,0.0632
3,9,20,0.0306
4,9,40,-1
7,9,20,0.0332
7,7,30,
3,9,30,0.0415
10,5,40,0.0278
5,9,20,0.0309
10,7,20,
3,5,40,0.0362
8,7,40,
5,5,30,ERROR
2,9,40,0.065
10,7,20,
7,7,30,-1
8,7,40,0.0434
3,9,30,-1
9,7,30,-1
6,5,20,0.0479
5,9,30,0.0384
10,7,30,0.0522
6,9,20,0.0288
1,5,20,ERROR
8,5,40,0.0324
4,5,20,0.0565
9,5,20,0.0625
3,9,20,0.0283
8,9,30,0.0421
9,5,30,0.0379
6,7,20,0.0401
8,5,30,0.0347
8,7,20,0.0463
7,7,40,-1
2,5,40,0.034
6,7,40,0.0425
9,9,40,0.0543
10,7,40,
1,7,40,
10,7,40,0.0427
5,5,40,0.0279
9,7,40,0.044
7,7,40,ERROR
10,9,30,0.0463
1,9,30,0.0504
5,9,30,
8,5,40,0.0317
8,7,40,0.0447
4,7,20,0.0456
9,7,20,ERROR
1,7,40,0.0424
3,9,40,
4,7,40,0.0526
2,9,20,0.0328
2,9,30,0.0477
2,5,20,ERROR
1,5,20,0.0605
2,7,30,ERROR
4,5,40,0.0311
7,5,30,0.0425
9,5,20,0.0499
1,5,30,-1
1,5,20,0.0535
3,9,40,0.0633
2,5,30,0.0368
6,5,30,0.0322
6,5,30,0.038
9,5,20,0.0585
9,9,40,0.0558
9,7,20,ERROR
8,7,40,0.0384
7,9,40,0.0569
6,9,20,0.0303
4,9,40,0.0558
8,9,20,0.0317
9,9,30,0.0377
6,5,30,0.0333
8,9,30,0.0415
10,5,20,0.0581
9,5,30,0.0332
2,7,20,0.0413
6,7,20,0.043
4,9,20,0.0359
9,5,20,0.0489
1,9,20,0.0307
5,9,40,0.0582
8,7,30,0.0497
1,7,30,0.0412
4,5,40,0.0355
6,7,30,-1
4,9,30,0.0466
2,9,30,0.0529
7,5,40,0.0351
8,9,40,-1
3,7,20,0.0476
3,7,20,0.0419
5,9,30,0.0384
5,9,40,ERROR
10,9,40,0.0621
6,5,40,0.0346
1,7,30,0.0464
9,5,40,0.0314
3,5,20,0.0574
1,5,40,0.0335
7,5,40,0.036
3,5,40,0.0294
5,7,30,0.0426
7,5,20,
7,9,40,0.0504
1,9,40,0.0534
5,7,40,0.0538
3,9,40,0.0603
10,9,20,0.0313
8,9,20,0.0323
7,5,30,0.0374
7,5,20,ERROR
3,9,20,0.0285
9,5,40,0.0321
10,9,40,ERROR
5,7,30,0.0515
6,9,20,0.0273
5,7,40,0.0504
7,9,40,0.0546
2,5,30,0.0331
7,9,20,0.0293
1,7,30,0.0423
8,7,20,0.0426
6,7,30,0.0498
9,5,40,0.0328
6,9,40,0.0448
6,7,20,0.0449
4,9,30,
7,9,30,0.0434
8,7,30,0.0461
8,5,20,0.0632
1,9,40,0.0504
5,5,30,0.0357
1,7,40,0.0458
6,7,30,0.0501
2,7,40,0.0444
7,7,30,0.0421
2,9,20,0.0237
1,9,30,0.0455
7,9,30,0.0464
3,7,40,0.0393
2,9,30,0.0423
5,7,20,0.0465
4,5,20,0.0639
5,5,40,0.0337
9,7,30,0.0402
3,9,20,0.0247
3,9,40,0.057
5,7,20,0.0425
10,5,20,0.0552
2,5,20,0.0462
9,5,30,0.041
3,7,40,-1
8,7,30,0.0456
10,9,30,0.0389
6,5,40,0.0392
3,9,30,0.0437
6,7,40,0.0436
10,5,20,ERROR
4,5,20,0.0633
5,7,30,0.0357
1,5,40,0.0331
10,5,40,0.0281
4,7,30,0.0493
10,9,30,0.0431
7,7,40,0.0451
2,5,30,0.0408
9,9,20,0.0293
7,9,30,0.0483
3,7,40,0.0425
8,5,30,0.0381
8,9,30,0.0379
5,7,20,0.0423
6,9,40,0.052
5,7,40,0.047
10,5,30,0.0292
9,9,40,0.0501
10,9,20,0.0305
8,5,30,0.0384
6,9,20,-1
1,9,20,0.0303
3,5,40,0.0357
2,7,40,0.0481
2,7,30,0.047
8,5,20,0.0441
2,7,40,0.0408
4,9,20,0.0356
8,7,20,0.0423
1,7,20,0.0401
4,9,20,0.0309
4,9,30,0.0484
10,5,20,0.0547
3,5,30,0.0338
4,5,30,0.0386
10,9,20,
6,9,40,0.0503
6,9,30,0.0366
8,9,20,0.0317
9,5,40,0.0327
4,7,20,0.0434
9,9,20,0.0294
8,5,20,0.0635
6,7,40,0.045
5,9,30,0.043
4,7,20,0.0422
4,5,30,0.0372
8,9,40,0.0551
3,7,30,0.044
4,7,40,0.04
10,5,30,0.0362
7,7,20,ERROR
2,9,30,0.0509
