group,ph,temperature,activity
5,9,30,0.0384
3,7,20,0.0419
8,5,40,0.0324
5,5,30,0.0401
9,5,30,0.0332
5,9,40,0.0599
1,7,20,0.039
2,9,20,0.0263
9,5,20,0.0625
5,9,40,ERROR
6,5,30,0.0322
6,9,40,0.0448
8,9,40,0.0632
1,7,30,0.0423
1,9,40,0.0504
7,7,30,0.0478
3,9,40,0.0633
4,9,40,0.0535
9,7,20,ERROR
6,7,30,0.0498
8,7,30,0.0461
1,9,40,0.0534
6,9,20,0.0273
10,9,40,ERROR
6,7,20,0.0433
9,5,40,0.0328
10,9,20,
10,5,40,
6,5,20,0.0479
6,5,40,0.0392
2,9,40,0.0601
8,5,20,ERROR
9,7,20,0.0418
8,9,40,-1
10,7,40,
1,5,20,0.0468
7,9,40,0.0569
10,7,30,0.0371
5,7,20,0.043
9,9,40,0.0425
4,5,30,0.0372
10,9,30,0.0395
10,7,30,0.0398
7,9,40,0.0504
3,9,30,0.0415
7,9,20,0.0287
5,5,40,0.0285
5,7,20,0.0423
10,5,30,0.0459
7,9,30,0.0434
3,9,40,0.057
6,9,30,0.0461
7,9,30,0.0464
4,7,20,0.0401
10,9,30,0.0431
9,7,20,
6,5,30,0.0392
7,9,20,0.0293
2,5,30,0.0389
10,7,30,0.0442
10,9,40,0.0621
1,9,30,0.047
1,9,20,0.0267
1,9,30,0.0416
4,9,20,0.0309
8,9,20,0.0298
5,9,30,0.043
2,5,40,0.034
8,7,40,0.0384
4,7,30,0.0507
5,5,40,0.0337
2,5,40,0.0351
3,5,30,0.0338
10,7,20,
6,7,40,0.045
8,9,30,0.0415
2,7,40,0.0481
9,9,20,0.0294
5,7,40,0.0504
4,5,20,0.0498
9,7,40,0.044
4,9,30,0.0484
2,7,30,0.048
5,7,30,0.0426
8,7,30,0.0481
4,7,40,
8,5,20,0.0599
5,7,20,0.0425
3,5,20,0.0631
4,9,40,0.0466
9,5,20,ERROR
9,7,30,0.0461
1,9,20,0.0303
5,7,20,0.0465
1,5,30,0.0411
9,7,30,-1
9,9,40,0.0561
3,9,40,0.0603
8,7,40,0.0434
8,9,40,0.0599
3,7,20,0.0498
3,7,20,0.0378
6,5,30,0.0333
7,5,40,-1
1,5,40,0.0339
10,5,20,0.0552
2,5,20,0.0532
5,9,20,0.0308
5,9,40,0.0529
10,7,20,0.0448
8,7,30,0.0497
9,7,20,ERROR
8,7,40,0.0501
4,5,30,0.0386
10,7,20,
1,7,40,0.0466
5,5,30,0.0357
10,9,20,0.0305
9,5,40,0.0314
1,9,40,0.0589
2,7,30,0.048
9,5,30,0.041
7,5,30,0.0456
4,7,20,0.0434
8,9,40,0.0593
7,7,20,0.0461
1,5,30,0.0401
9,9,20,0.0335
2,9,30,0.0529
5,7,40,0.047
7,5,30,0.0374
1,7,20,0.0452
2,9,30,0.0398
10,7,30,0.0522
4,9,20,0.0302
8,7,40,0.0447
7,5,30,0.0298
7,9,40,0.0592
