group,ph,temperature,activity
5,7,40,0.0394
1,7,30,0.0464
10,9,30,0.0395
2,9,20,0.0297
5,9,20,0.0309
10,7,40,
1,5,40,0.0339
5,5,30,0.0357
5,9,30,0.0418
9,7,20,0.0419
3,9,30,0.0379
3,9,40,0.057
4,5,30,0.0377
2,7,30,0.047
8,5,30,0.0347
4,9,40,0.0571
2,9,30,0.0398
2,5,30,0.0368
10,9,40,0.0562
1,9,20,-1
10,7,30,0.04
3,7,20,0.0457
1,5,20,0.0605
9,9,40,0.0425
1,9,30,0.0504
9,5,40,0.0314
3,9,20,0.0283
8,9,40,0.0551
2,7,40,0.0397
9,5,30,0.041
9,5,20,0.0585
4,7,40,0.0526
1,9,40,0.0671
10,9,20,0.0288
9,5,40,0.0328
9,5,30,0.0379
5,7,30,0.0426
6,9,20,0.0273
5,7,40,0.0464
9,7,30,
3,9,20,0.0247
6,7,20,0.0422
9,5,20,0.0625
3,5,30,0.0334
6,5,20,0.0472
7,5,30,0.0298
10,7,30,0.0522
6,5,30,0.038
8,5,20,0.0632
5,9,20,0.0231
8,9,30,0.0379
10,7,30,0.0442
8,9,40,0.0632
9,9,40,0.0558
9,7,30,-1
6,5,20,0.0479
6,9,30,0.0427
4,7,40,0.04
7,7,40,-1
9,7,30,0.0513
8,5,20,0.0599
9,9,30,0.0477
5,5,40,0.0279
2,9,20,0.0263
9,9,30,0.0377
2,9,20,0.0338
5,5,20,0.0478
1,5,40,0.0335
9,9,30,0.0422
6,5,40,0.0346
8,7,30,0.044
1,7,40,0.0424
6,5,20,-1
4,7,30,0.0507
5,7,30,0.0456
10,5,20,0.0581
10,5,30,0.0362
6,7,40,0.0425
2,9,20,0.0237
7,7,30,
10,9,40,0.0621
1,9,30,0.0455
3,7,40,0.0425
7,9,30,0.0464
1,7,30,0.0423
1,7,30,0.0412
4,9,20,0.0359
1,5,30,-1
2,7,20,0.0495
2,9,40,0.065
2,9,20,0.0328
8,7,40,0.0384
10,5,30,0.0326
4,9,30,-1
9,9,20,0.0294
10,5,40,0.035
6,9,20,0.0288
7,7,30,-1
9,5,30,0.0325
5,7,20,0.0465
1,5,20,0.0493
9,9,20,0.0335
10,7,30,0.0398
8,7,20,0.0426
3,7,40,-1
3,9,20,0.0306
6,5,20,0.043
2,5,40,0.0351
4,5,30,0.0372
7,9,20,0.0287
4,5,20,0.0547
7,7,30,0.0453
6,9,20,0.0232
4,9,20,0.0261
2,5,40,0.0305
6,7,20,0.0449
6,9,40,0.0525
4,5,40,0.0355
1,7,20,0.0452
4,5,30,0.0373
8,7,20,0.0413
9,7,40,0.044
8,5,40,0.0312
10,7,20,
3,7,20,0.0419
9,5,20,0.0499
9,5,20,0.0489
7,7,20,0.0519
8,7,40,0.0434
2,5,40,0.0303
3,9,40,0.0603
4,7,30,0.0443
