group,ph,temperature,activity
9,7,30,0.0461
4,9,30,-1
1,5,30,0.0391
8,7,30,0.0497
3,5,20,ERROR
5,9,40,0.0529
10,7,20,0.0448
4,7,40,0.0446
8,7,20,0.0423
4,5,20,0.0639
2,9,20,0.0328
5,9,30,
7,5,20,
9,5,40,0.0328
3,9,20,0.0285
2,7,30,0.048
4,7,20,0.0422
5,7,20,0.0465
6,5,30,0.0373
6,5,30,0.0392
2,9,20,0.0263
6,9,40,0.0503
3,9,20,0.0302
10,5,20,ERROR
4,5,30,0.0372
4,7,40,-1
10,5,30,0.0409
9,9,40,0.0561
3,5,30,0.0334
10,5,20,0.0581
6,5,40,0.0392
6,7,40,0.0436
2,9,30,0.0423
5,5,20,0.0478
6,5,40,0.0346
7,5,40,0.029
10,9,40,0.0562
6,7,20,0.043
9,7,40,ERROR
7,5,30,0.0456
7,9,20,0.0256
9,9,20,0.0294
4,9,20,0.0302
8,5,40,0.0324
6,5,40,0.0327
8,5,30,0.0321
9,9,30,0.0422
4,5,30,0.0386
10,9,20,0.0313
4,9,20,0.0356
7,5,20,0.0664
6,9,40,0.0448
8,5,30,0.0347
6,9,30,0.0461
8,9,40,0.0551
5,5,20,
8,5,20,0.0441
3,5,20,0.0574
10,9,40,-1
7,9,30,0.0464
2,9,30,0.0529
8,9,30,0.0402
7,7,30,-1
4,7,40,0.0526
10,7,20,
9,9,40,0.0543
5,7,20,0.043
2,7,20,0.0516
9,9,30,0.0477
6,9,30,0.042
9,9,30,0.0474
7,5,40,0.036
9,5,30,0.041
8,7,20,0.0426
6,9,20,0.0273
5,7,40,0.0504
5,9,20,0.03
1,9,20,0.0267
5,9,40,0.057
3,7,20,0.0419
6,7,40,0.0425
2,7,30,0.048
6,7,30,0.0498
5,9,30,0.043
7,5,40,0.0349
2,9,40,0.0601
8,5,30,0.0381
6,7,20,0.0401
4,9,20,0.0359
9,5,20,0.0625
4,9,20,0.0261
1,5,40,0.0339
1,7,20,0.0462
7,9,30,0.0453
7,9,40,0.0504
7,9,30,0.0483
9,5,30,0.0325
5,5,30,0.0357
7,7,30,0.0421
5,7,30,0.0456
2,5,20,0.0462
1,5,30,0.0428
4,5,40,0.0355
6,7,40,0.0441
7,9,30,0.0434
2,5,40,0.034
10,9,30,0.0395
6,5,40,0.0338
3,5,20,0.052
4,9,40,0.0558
5,5,30,0.0401
9,9,30,0.0377
3,5,30,0.0338
6,7,30,0.0395
10,7,30,0.04
4,5,20,0.0633
10,5,30,0.0459
1,9,40,0.0504
10,5,40,0.0388
2,5,30,0.0331
4,5,30,0.0377
9,9,20,0.0293
2,9,20,0.0297
10,5,20,0.062
2,5,20,0.05
3,5,20,0.0543
4,5,40,0.0353
3,9,30,0.0379
3,7,30,0.0525
3,5,20,0.0631
1,7,20,0.0452
9,5,40,0.0337
8,7,30,0.0456
3,7,40,0.0418
6,7,40,0.045
6,9,40,0.0525
6,7,30,0.0501
7,9,40,0.0569
8,7,30,0.044
5,7,40,0.0394
5,7,30,0.0515
7,9,30,0.0421
7,9,40,0.0547
8,7,40,0.0384
4,5,20,0.0547
4,9,30,
1,5,30,0.0401
3,9,30,0.0449
1,7,40,0.0466
4,7,40,0.04
10,5,30,0.0362
9,5,20,0.0489
3,5,30,0.0338
10,7,40,0.0404
4,5,20,0.0565
10,5,20,0.0552
3,7,40,0.0393
6,7,20,0.0449
3,9,30,0.0415
2,5,20,0.0659
3,5,30,0.0381
6,9,40,0.052
10,7,20,
3,9,40,0.0603
2,7,20,0.0495
7,9,20,0.0305
5,5,20,0.0553
2,9,20,0.0338
6,5,30,0.0333
3,5,40,0.0294
1,7,40,0.0424
1,7,20,-1
2,5,40,0.0305
4,5,30,0.0373
2,7,20,0.0413
3,9,40,0.0491
5,5,30,
8,7,20,0.0426
7,5,40,0.0351
3,5,40,0.0357
6,5,30,0.038
2,7,30,ERROR
2,9,30,0.0509
1,9,40,0.0629
10,7,40,-1
9,7,30,-1
2,5,30,0.0408
5,5,40,0.0323
6,7,20,0.0433
5,9,30,0.0418
7,9,20,0.0287
5,5,40,0.0285
4,9,40,0.0535
8,9,20,0.0317
2,5,30,0.0303
2,7,40,0.0397
9,5,30,0.0379
10,5,30,0.0292
4,5,20,0.0498
9,7,40,0.0461
2,9,20,0.0237
3,7,20,0.0378
3,7,20,0.0457
10,7,30,0.0522
8,5,20,0.0599
10,9,20,0.0305
9,7,40,0.0473
1,7,20,0.0401
10,7,30,0.0371
4,7,20,0.0401
8,7,40,0.0447
10,9,30,0.0463
8,9,20,0.0323
8,5,40,0.0315
4,9,40,0.0466
1,9,30,0.047
8,5,20,0.0635
2,5,40,0.0351
7,7,40,0.0512
3,7,20,0.0498
1,9,30,0.0455
6,9,30,0.0427
4,7,30,0.0434
6,5,20,0.0559
9,7,30,0.0402
3,7,30,0.0486
5,9,20,0.0308
10,7,40,0.0427
8,9,30,0.0421
1,7,20,0.039
3,7,40,0.0436
2,7,40,0.0444
9,5,30,0.0332
8,9,20,0.0317
7,7,20,
9,7,20,
10,7,20,0.0587
5,9,20,-1
6,9,20,0.0288
9,7,20,0.0419
1,7,30,0.0464
1,9,30,0.0504
3,7,40,0.0425
8,9,40,-1
3,9,40,
1,9,40,0.0671
10,9,30,0.0389
3,9,40,0.057
3,7,20,0.0476
8,7,30,0.0461
2,7,30,ERROR
6,7,30,-1
9,9,40,0.0558
3,9,20,0.0283
5,5,30,0.0394
4,9,30,0.0466
8,9,40,0.0599
1,7,30,0.0423
1,5,20,0.0535
3,5,40,0.0362
7,7,40,0.0395
9,5,20,0.0499
7,5,30,0.0423
8,9,20,0.0287
1,9,20,0.0307
2,5,20,0.0532
1,9,20,0.0303
10,5,20,0.0547
9,9,40,0.0425
5,5,40,0.0345
1,5,30,0.0411
7,7,40,0.0451
2,7,40,0.0481
8,7,40,0.0434
9,7,30,
6,5,40,0.0357
3,5,40,
3,9,20,0.0247
4,5,40,0.0271
8,7,40,
6,5,30,0.0322
7,9,20,0.0332
4,9,30,0.0484
7,7,20,0.0411
10,9,20,0.0288
5,9,40,0.0582
7,7,20,ERROR
3,5,30,0.0444
4,9,40,0.0571
9,7,40,0.044
8,7,30,0.0481
2,9,40,0.055
1,5,40,0.0335
4,7,30,0.0507
2,7,40,0.0408
2,9,40,0.065
4,7,20,0.0456
1,9,20,-1
2,7,30,0.047
8,5,40,0.0317
