group,ph,temperature,activity
1,5,40,0.0331
6,9,40,0.0532
4,9,20,0.0359
10,9,20,0.0333
8,5,20,0.0635
7,9,30,0.0453
10,5,30,0.0362
1,7,40,0.0466
5,5,20,0.0491
2,9,40,0.0601
5,9,30,0.043
6,5,40,0.0392
8,7,40,0.0384
3,5,30,0.0444
3,9,30,0.0449
2,9,40,0.064
10,7,40,0.0501
9,9,40,0.0543
9,7,20,0.0419
5,5,40,0.0279
3,9,40,
7,7,20,0.0411
5,7,40,0.0394
6,9,30,0.042
10,7,30,0.0522
2,9,30,0.0423
2,5,40,0.0305
2,5,20,0.0462
3,7,20,0.0457
6,7,40,0.0441
3,5,20,0.0631
5,5,40,0.0337
6,9,20,0.0288
7,7,30,
1,5,20,0.0605
6,9,20,0.0232
8,7,20,0.0426
3,7,40,0.0418
4,7,40,
4,7,40,0.0526
6,9,30,0.0366
9,9,20,0.0254
7,9,20,0.0305
7,5,20,0.0664
4,5,30,0.0373
8,9,20,0.0287
6,9,40,0.0503
1,9,20,0.0307
4,5,20,0.0639
10,5,20,0.0547
4,7,20,0.0422
10,9,40,-1
7,9,30,0.0483
10,5,20,ERROR
7,7,40,ERROR
6,7,20,0.043
5,5,40,0.0323
9,9,20,0.0352
5,9,20,0.0309
1,7,20,0.039
9,5,40,0.0327
5,5,20,
7,9,20,0.0332
3,7,30,0.0429
5,5,30,0.0401
2,7,30,0.047
8,5,20,0.0441
1,7,40,0.0404
5,5,20,0.0478
4,9,40,0.0558
9,9,40,0.0558
8,7,40,0.0447
2,7,20,0.0495
7,5,20,
7,5,40,0.029
9,7,20,ERROR
2,7,30,0.048
5,9,20,0.0308
3,7,40,0.0436
4,9,30,0.0484
7,7,20,ERROR
6,7,20,0.0401
5,9,20,-1
2,9,20,0.0263
6,7,30,-1
2,7,40,0.0408
2,7,40,0.0481
9,7,20,0.0418
2,5,20,0.0532
1,5,40,0.0335
8,9,30,0.0402
3,5,40,0.0357
7,9,40,0.0569
5,7,40,0.0538
5,5,40,0.0345
7,5,30,0.0374
10,9,20,0.0288
8,5,30,0.0384
3,9,40,0.0603
3,5,40,0.0286
