group,ph,temperature,activity
7,7,30,0.0421
3,7,40,0.0418
4,5,30,0.0373
1,7,20,0.039
1,7,40,0.0404
4,5,20,0.0633
6,5,30,0.0322
1,5,30,0.0391
6,9,20,-1
2,7,40,0.0481
5,5,20,0.0491
8,7,40,0.0501
9,9,40,0.0501
2,5,30,0.0303
3,9,20,0.0283
2,9,40,0.055
4,7,20,0.0372
5,5,20,
8,7,20,0.0423
3,9,40,0.0633
8,9,30,0.0421
4,7,30,0.0493
4,9,20,0.0359
8,5,20,0.0441
5,7,30,0.042
1,5,40,0.0331
6,5,20,0.0472
2,7,30,0.048
4,9,20,0.0356
3,9,40,0.0491
2,9,20,0.0328
10,7,30,0.0371
1,9,20,0.0307
3,7,30,0.0462
4,7,30,ERROR
1,9,30,0.0455
8,9,40,0.0593
7,7,40,0.0395
1,9,30,0.0416
8,9,40,0.0551
1,5,30,0.0428
8,7,30,0.0461
10,7,40,0.0501
2,5,30,0.0408
3,9,20,0.0306
5,7,30,0.0515
8,9,30,0.0417
7,9,40,0.0547
5,5,20,0.0478
8,5,20,0.0635
2,7,40,0.0444
6,9,20,0.0303
8,5,30,0.0342
6,5,20,0.043
8,7,40,0.0447
6,9,40,0.0503
2,5,20,0.05
3,7,30,0.0525
6,7,40,0.045
6,5,40,0.0338
9,9,30,0.0422
4,5,20,0.0639
3,9,30,0.0449
6,7,20,0.0433
4,9,40,0.0558
1,7,20,0.0462
10,5,40,0.0388
5,7,20,0.0425
2,7,30,0.048
1,5,40,0.0339
3,9,40,0.0603
4,7,20,0.0422
5,9,20,0.0308
3,7,30,0.0429
9,9,40,0.0425
7,7,40,0.0512
2,7,20,0.0495
5,9,30,0.043
10,5,40,
10,9,20,
1,5,40,0.0308
5,9,30,0.0384
1,7,30,0.0412
7,7,20,0.0519
10,5,20,0.0581
2,9,20,0.0338
1,7,20,0.0401
10,5,20,ERROR
5,5,30,0.0401
3,7,20,0.0457
6,7,20,0.0401
6,9,30,0.042
8,5,20,ERROR
9,9,20,0.0352
4,9,20,0.0261
7,7,30,-1
3,7,40,0.0436
1,9,20,0.0303
3,9,20,0.0247
1,7,40,
10,5,40,0.0278
10,9,30,0.0395
7,7,40,0.0451
5,7,30,0.0357
3,9,30,0.0379
7,9,30,0.0453
10,7,40,0.0404
4,5,30,0.0372
1,5,20,0.0535
2,9,30,0.0477
6,9,30,0.0427
10,7,30,0.0442
1,7,40,0.0458
6,9,40,0.0532
9,7,30,0.0461
10,9,40,ERROR
7,5,20,
5,9,40,0.0582
7,9,40,0.0569
1,7,30,0.0423
6,7,20,0.043
10,9,40,0.0468
4,9,40,0.0571
8,7,30,0.0497
1,9,20,0.0267
8,5,20,0.0599
7,5,40,0.029
9,5,20,0.0585
5,7,20,0.043
10,5,40,0.035
3,5,30,0.0338
1,9,30,0.0408
9,7,20,ERROR
9,5,40,0.0314
7,9,20,0.0305
5,7,40,0.0394
6,5,40,0.0392
9,5,30,0.0398
9,7,30,-1
4,5,40,0.0355
8,5,40,0.0317
3,7,40,-1
8,5,20,0.0632
5,5,30,0.0394
10,7,30,0.0398
