group,ph,temperature,activity
7,7,20,
8,7,40,0.0447
7,7,40,-1
4,5,30,0.0373
3,7,30,0.0429
2,5,40,0.0305
3,7,40,0.0436
4,5,20,0.0547
4,9,30,
2,7,40,0.0444
10,7,30,0.04
8,7,20,0.0426
10,7,40,0.0501
10,7,20,
7,7,40,ERROR
5,9,40,0.0599
7,5,40,0.029
3,5,40,0.0357
7,5,30,0.0374
4,5,30,0.0435
2,5,20,ERROR
3,9,30,0.0437
7,5,20,
2,9,20,0.0237
2,7,20,0.0478
10,9,40,0.0621
6,5,20,0.0559
6,7,40,0.0506
8,9,40,-1
10,5,40,
7,9,20,0.0293
2,5,40,0.0284
3,9,20,0.0302
10,7,20,0.0448
4,5,20,0.0565
1,5,30,-1
9,7,20,ERROR
5,7,30,0.0456
8,5,30,0.0347
4,5,30,0.0386
7,9,40,0.0547
9,5,30,0.0332
4,7,40,0.0446
10,7,40,
4,5,20,0.0633
10,7,40,0.0404
2,9,30,0.0477
7,7,40,0.0512
10,9,40,ERROR
7,9,30,0.0421
5,9,20,0.03
7,9,20,0.0256
7,9,20,0.0287
5,7,20,0.048
4,7,20,0.0456
6,7,20,0.043
2,7,40,0.0397
1,9,30,0.0455
2,9,20,0.0328
1,5,40,0.0335
9,9,20,0.0352
3,7,20,0.0419
7,5,40,0.0349
3,5,40,0.0294
5,9,30,0.0384
1,7,20,-1
8,5,40,0.0315
9,7,20,ERROR
1,7,20,0.0452
3,7,20,0.0457
5,5,30,ERROR
2,9,40,0.0571
7,7,30,-1
1,5,20,ERROR
9,7,40,0.0473
3,7,40,0.0418
5,7,20,0.043
6,5,20,0.0472
2,5,30,0.0389
4,9,30,0.0466
1,5,40,0.0308
5,5,30,0.0394
6,9,40,0.0525
9,7,30,0.0513
10,5,30,0.0459
4,9,30,-1
1,7,30,0.0464
8,7,30,0.0456
6,5,40,0.0357
1,7,40,0.0458
8,5,30,0.0381
3,5,20,0.0543
7,9,30,0.0483
6,5,30,0.0392
6,9,20,0.0273
6,5,40,0.0346
9,7,40,0.044
8,7,20,0.0426
7,7,30,0.0478
8,9,40,0.0599
10,5,20,0.0552
8,9,20,0.0323
3,7,30,0.044
8,9,30,0.0379
6,7,40,0.0441
8,5,20,0.0441
5,5,40,0.0285
1,7,30,0.037
2,9,40,0.0601
10,5,20,ERROR
6,5,30,0.038
2,7,30,0.048
6,9,30,0.0427
10,5,30,0.0292
1,7,20,0.0462
10,9,30,0.0431
9,5,30,0.041
3,7,20,0.0476
4,7,20,0.0434
3,9,40,0.0633
3,9,40,0.0491
4,5,40,0.0271
8,5,30,0.0342
7,5,20,0.0534
1,7,30,0.0423
2,9,40,0.055
1,7,40,0.0404
3,7,30,0.0525
3,9,30,0.0415
8,5,20,0.0599
10,9,20,0.0288
5,5,30,0.0401
10,5,30,0.0409
5,5,20,0.0478
2,7,20,0.0413
10,9,30,0.0463
4,7,40,
6,5,30,0.0333
6,9,40,0.0448
5,5,30,0.0357
6,7,30,0.0395
4,9,40,-1
1,5,40,0.0339
7,5,30,0.0425
2,7,30,ERROR
3,5,40,0.0286
9,5,20,0.0625
1,5,30,0.0428
9,5,20,0.0499
3,5,20,ERROR
9,7,40,
3,5,20,0.0574
2,9,40,0.065
3,7,40,0.0393
10,5,40,0.0278
6,9,20,-1
5,7,40,0.0538
