group,ph,temperature,activity
8,7,40,0.0501
1,5,30,0.0411
10,7,30,0.0522
6,9,30,
4,7,40,0.04
6,9,40,0.0532
4,9,20,0.0356
2,5,40,0.034
3,7,40,0.0418
9,5,40,0.0314
1,7,40,
6,9,30,0.0461
3,9,40,0.0603
9,5,40,0.0328
5,5,30,0.0357
7,9,40,0.0546
5,9,20,0.0308
2,9,40,0.0571
2,7,20,ERROR
6,9,20,0.0303
2,7,40,0.0444
8,5,30,0.0342
10,9,20,0.0305
7,9,30,0.0453
4,5,30,0.0373
8,9,30,0.0417
3,9,40,0.0633
9,9,30,ERROR
9,7,30,0.0402
3,9,30,0.0379
3,5,20,0.0631
7,7,20,
1,9,40,0.0629
6,7,30,0.0413
7,5,20,0.0664
2,7,40,0.0408
1,7,30,0.0412
10,5,20,0.0581
9,7,20,0.0418
2,5,20,ERROR
9,9,30,0.0422
1,5,20,ERROR
1,9,30,0.0408
8,7,20,0.0426
10,7,20,0.0587
6,9,30,0.0427
7,9,20,0.0293
7,7,40,0.0512
5,7,30,0.042
6,5,30,0.0392
8,7,30,0.0481
3,5,20,0.0574
2,5,30,0.0331
8,9,40,-1
8,5,30,0.0321
1,7,20,0.0401
1,9,30,0.0504
8,7,30,0.0456
6,9,40,0.052
2,9,30,0.0398
1,5,30,0.0428
6,7,20,0.0449
1,5,20,0.0535
7,9,20,0.0305
6,7,20,0.0401
8,9,40,0.0632
8,7,30,0.044
10,7,20,
5,9,20,-1
10,9,40,0.0468
2,7,20,0.0516
9,9,30,0.0474
8,7,20,0.0426
1,7,20,-1
2,9,20,0.0237
7,9,40,0.0504
7,7,30,-1
7,9,30,0.0421
9,9,30,0.0477
7,9,20,0.0332
3,9,20,0.0283
4,7,40,0.0526
3,5,20,0.052
8,5,40,0.0317
1,7,20,0.0462
7,7,20,0.0461
10,9,30,0.0463
3,5,30,0.0444
9,7,40,0.0473
3,7,20,0.0419
9,5,40,0.0321
1,9,40,0.0534
2,7,30,0.047
2,9,30,0.0477
6,5,30,0.0322
6,5,20,0.0479
4,7,30,0.0493
10,9,40,0.0621
10,7,20,0.0434
4,9,20,0.0359
8,7,30,0.0497
3,7,30,0.0462
2,5,40,0.0351
7,5,30,0.0298
3,9,40,0.0491
4,5,30,0.0435
6,7,40,0.045
5,7,20,0.043
10,7,20,
1,5,20,0.0468
9,9,40,0.0425
9,5,20,0.0625
9,7,30,0.0461
3,5,40,0.0362
4,5,20,0.0498
6,5,30,0.0373
4,7,30,0.0507
9,5,20,0.0585
6,5,30,0.0333
7,5,30,0.0374
3,9,30,0.0415
7,7,30,0.0478
5,9,40,ERROR
4,9,40,-1
5,5,20,0.0491
9,7,40,
4,5,20,0.0547
7,7,30,0.0453
10,5,40,0.0278
2,5,40,0.0303
3,5,40,0.0286
9,7,20,ERROR
5,5,20,0.0478
2,9,20,0.0328
8,7,40,0.0384
10,7,30,0.04
4,9,40,0.0571
1,9,20,0.0303
10,5,20,0.0547
9,5,30,0.041
7,7,40,0.0451
2,7,40,0.0521
4,9,30,-1
10,9,40,0.0562
4,5,40,0.0311
4,9,30,0.0466
5,5,20,
10,5,40,0.0281
2,5,30,0.0368
8,5,40,0.0317
8,9,20,0.0323
1,9,40,0.0589
5,9,40,0.057
4,7,40,-1
3,7,20,0.0498
10,7,30,0.0398
3,5,30,0.0381
4,9,20,0.0309
6,7,30,0.0501
7,5,20,
8,5,20,0.0599
9,9,40,0.0501
5,5,30,
7,7,40,0.0395
2,9,30,0.0423
3,9,30,0.0437
9,7,30,0.0513
8,7,40,0.0434
8,5,20,ERROR
6,7,30,-1
8,9,40,0.0599
