group,ph,temperature,activity
7,7,30,-1
10,9,30,0.0389
3,9,40,
1,5,40,0.0331
6,7,20,0.0422
3,9,40,0.0633
4,5,20,0.0639
9,7,40,0.0461
2,5,40,0.0284
8,7,30,0.0461
1,5,30,0.0428
4,5,30,0.0435
8,7,20,0.0463
7,7,20,
10,9,20,
6,9,30,0.0366
6,7,30,0.0501
6,9,40,0.0448
10,9,40,-1
7,9,20,0.0293
6,7,40,0.045
5,9,30,0.0384
5,7,30,0.0456
10,7,30,0.0371
1,9,20,0.0303
9,9,30,0.0474
4,5,30,0.0372
6,7,20,0.0449
6,9,30,0.042
3,9,40,0.0491
2,9,20,0.0263
8,9,20,0.0317
8,5,20,0.0599
7,9,20,0.0256
1,5,30,-1
5,9,20,0.0309
9,7,30,0.0402
4,9,20,0.0309
7,7,40,0.0395
7,9,40,0.0546
3,5,20,0.0631
8,7,40,0.0384
8,7,20,0.0413
5,5,40,0.0323
1,5,40,0.0335
8,9,20,0.0287
10,5,20,ERROR
4,5,30,0.0377
1,5,40,0.0308
8,5,40,0.0315
3,5,40,0.0357
2,7,20,0.0413
4,7,20,0.0456
8,7,20,0.0423
2,5,30,0.0389
8,9,40,-1
9,5,30,0.041
6,5,20,0.0559
9,9,40,0.0561
7,5,20,0.0664
4,9,40,0.0466
5,5,40,0.0345
3,9,20,0.0302
10,7,30,0.0522
9,9,40,0.0543
9,9,30,0.0422
9,5,20,0.0585
10,7,40,0.0404
6,9,40,0.0503
4,9,40,0.0571
7,5,30,0.0298
8,9,40,0.0551
5,5,20,0.0478
9,9,20,0.0294
3,5,40,0.0362
3,9,20,0.0306
2,5,30,0.0331
6,9,40,0.052
8,9,40,0.0632
1,7,20,0.0452
6,9,20,0.0303
1,7,30,0.037
5,7,20,0.0423
7,5,40,-1
1,9,40,0.0504
4,9,40,0.0535
6,7,20,0.0401
4,7,30,0.0507
8,9,30,0.0402
4,7,20,0.0372
9,7,20,0.0419
4,7,30,0.0443
6,5,20,0.0479
8,5,30,0.0384
7,5,30,0.0425
7,9,20,0.0287
8,7,40,0.0447
5,9,20,0.03
1,7,30,0.0412
2,7,30,ERROR
9,5,30,0.0325
2,7,20,0.0495
3,7,20,0.0476
2,7,30,ERROR
4,5,30,0.0386
5,7,30,0.0357
8,9,30,0.0379
2,7,20,ERROR
5,5,40,0.0337
7,7,30,
3,7,20,0.0457
