group,ph,temperature,activity
8,7,30,0.044
2,7,20,0.0495
1,7,20,0.0452
8,7,40,
5,9,40,0.0529
3,7,20,0.0498
8,9,30,0.0379
8,7,30,0.0461
4,5,40,0.0311
1,9,30,0.0408
7,9,30,0.0453
6,7,20,0.0401
10,7,30,0.0522
2,9,30,0.0509
3,7,20,0.0457
2,9,40,0.0571
3,5,20,0.0631
8,9,40,0.0593
6,7,20,0.043
1,7,20,0.0401
5,9,20,0.0308
5,7,40,0.0394
1,9,30,0.0416
8,9,40,0.0632
7,7,30,-1
7,9,20,0.0293
3,7,40,0.0425
3,9,40,0.0633
9,5,30,0.041
10,9,30,0.0395
1,5,40,0.0308
5,5,40,0.0323
7,5,20,0.0664
2,7,40,0.0481
1,5,20,0.0605
10,9,20,
6,5,30,0.038
5,5,40,0.0279
6,9,20,0.0273
8,5,20,0.0635
7,9,40,0.0547
4,7,20,0.0434
5,9,20,0.03
5,7,40,0.0504
6,5,40,0.0338
10,7,30,0.0398
8,5,40,0.0315
4,5,40,0.0353
1,5,20,0.0535
2,5,30,0.0303
10,5,40,0.0278
7,7,20,0.0461
5,5,30,0.0401
3,9,30,0.0415
1,7,20,0.039
4,5,20,0.0633
2,5,20,0.0532
5,9,20,0.0231
3,5,20,0.052
2,7,30,0.047
3,5,30,0.0444
5,7,30,0.0515
6,7,40,0.045
3,7,40,0.0436
10,7,40,0.0501
6,5,20,0.0559
3,5,30,0.0338
2,9,20,0.0263
7,5,20,0.0534
6,5,20,0.0479
3,9,20,0.0247
4,9,20,0.0309
3,9,40,0.057
5,7,40,0.0538
7,5,20,
9,5,40,0.0327
1,9,30,0.047
2,7,30,ERROR
3,9,20,0.0306
9,7,40,ERROR
2,9,30,0.0398
1,7,30,0.037
8,9,30,0.0402
1,5,40,0.0331
9,7,30,0.0402
6,5,20,0.0472
5,9,30,0.0384
5,5,30,ERROR
1,5,20,ERROR
2,5,30,0.0408
2,5,20,0.0462
9,7,30,0.0461
3,5,30,0.0338
3,7,30,0.044
4,5,30,0.0372
8,5,40,0.0317
3,7,40,0.0418
5,9,40,0.057
1,7,30,0.05
7,7,40,-1
4,7,30,0.0434
6,9,20,-1
5,5,20,0.0553
7,7,20,0.0411
10,5,40,
4,5,20,0.0565
10,7,30,0.04
7,7,20,
8,5,20,0.0599
2,5,30,0.0389
7,5,40,0.0349
1,9,40,0.0504
4,7,40,0.0526
2,9,30,0.0423
4,9,40,0.0558
1,5,40,0.0335
8,9,20,0.0323
8,9,40,0.0551
3,7,30,0.0462
4,5,20,0.0639
4,7,40,0.04
3,5,40,0.0294
5,7,30,0.0426
1,9,40,0.0534
7,9,30,0.0464
1,7,20,-1
9,5,30,0.0325
8,7,40,0.0501
10,9,20,0.0313
5,7,30,0.0357
1,9,30,0.0455
4,9,40,0.0466
7,5,30,0.0298
1,5,20,0.0468
10,9,40,0.0621
8,9,40,0.0599
9,5,20,ERROR
2,9,40,0.064
2,7,40,0.0408
6,7,20,0.0422
5,7,20,0.0425
7,9,40,0.0504
10,5,20,0.0552
4,9,30,-1
8,7,20,0.0426
7,9,30,0.0483
10,7,20,
5,5,30,
3,9,20,0.0283
7,5,40,0.0351
3,7,40,0.0393
9,9,40,0.0543
2,7,20,ERROR
10,7,20,0.0587
4,5,30,0.0373
2,7,40,0.0521
2,9,40,0.055
9,5,40,0.0328
4,5,20,0.0498
2,9,40,0.065
7,7,40,ERROR
2,5,40,0.0303
8,7,20,0.0423
7,7,30,0.0453
8,7,40,0.0447
4,9,30,0.0466
5,9,20,-1
8,7,20,0.0413
4,9,40,-1
10,5,30,0.0292
6,7,20,0.0433
6,9,40,0.0525
9,7,20,
2,7,40,0.0444
9,9,30,ERROR
9,9,20,0.0335
6,9,20,0.0232
6,7,30,0.0395
8,9,20,0.0317
10,9,30,0.0537
5,9,30,0.0384
1,5,30,0.0428
9,9,20,0.0352
2,5,20,0.0659
4,9,20,0.0302
5,5,40,0.0337
7,5,20,ERROR
6,5,40,0.0392
8,7,40,0.0434
10,9,20,0.0288
8,7,20,0.0463
6,9,30,0.042
7,9,20,0.0332
10,5,30,0.0459
9,5,40,0.0337
2,7,30,ERROR
3,5,20,ERROR
1,9,20,0.0305
1,5,30,0.0391
8,7,30,0.0497
2,9,30,0.0477
3,5,30,0.0334
5,7,40,0.047
8,9,40,-1
2,5,20,ERROR
2,9,40,0.0601
9,5,40,0.0321
2,5,30,0.0368
10,5,20,0.062
7,9,40,0.0546
5,5,40,0.0345
10,9,20,0.0305
4,9,30,
6,7,30,0.0413
1,5,20,0.0493
3,9,40,0.0491
9,7,20,0.0418
10,9,20,0.0333
10,9,40,0.0468
10,5,40,0.0388
5,9,30,
4,7,20,0.0372
5,5,20,
7,5,30,0.0456
6,5,40,0.0327
9,9,30,0.0477
4,9,30,0.0394
6,5,30,0.0322
