group,ph,temperature,activity
8,9,40,0.0593
7,5,30,0.0425
4,9,40,0.0466
7,7,40,0.0512
3,5,30,0.0338
6,7,30,0.0395
9,9,20,0.0352
10,9,40,0.0468
4,5,20,0.0565
4,5,20,0.0633
5,9,30,0.0384
5,7,40,0.047
7,9,40,0.0504
8,9,40,0.0632
2,5,30,0.0389
4,5,20,0.0639
10,7,30,0.0522
6,5,30,0.0373
6,5,30,0.0322
10,9,40,0.0621
1,5,40,0.0335
5,9,40,0.0582
9,5,30,0.0332
8,5,20,0.0632
5,5,20,0.0478
10,7,20,
10,9,30,0.0537
5,9,20,0.0309
4,9,30,
8,7,40,0.0501
8,9,20,0.0317
3,5,20,ERROR
10,5,40,0.035
10,7,20,0.0587
3,9,40,0.057
2,5,20,0.0532
7,9,20,0.0332
2,7,30,0.048
2,9,30,0.0477
6,9,40,0.0448
3,9,30,0.0437
3,9,20,0.0285
10,9,40,ERROR
3,5,30,0.0334
8,9,40,0.0599
9,5,40,0.0327
5,7,20,0.043
3,9,30,-1
9,9,40,0.0501
1,9,40,0.0504
3,9,40,0.0603
10,7,40,-1
8,5,40,0.0317
2,5,20,ERROR
10,7,20,0.0434
1,9,30,0.0455
9,7,20,0.0419
5,5,30,0.0394
6,7,20,0.0449
4,9,40,0.0571
10,9,30,0.0463
4,9,20,0.0356
6,5,40,0.0327
6,9,30,0.0366
9,7,20,ERROR
1,7,20,0.0452
6,5,30,0.0333
8,9,30,0.0417
3,5,40,0.0286
9,5,20,0.0585
5,9,40,0.0529
9,5,30,0.0379
7,9,40,0.0569
1,7,40,0.0458
8,5,40,0.0317
3,9,20,0.0302
3,5,30,0.0444
4,9,20,0.0359
8,9,30,0.0415
6,9,20,0.0273
4,7,30,ERROR
6,7,40,0.0441
8,7,30,0.0456
9,7,20,ERROR
1,7,40,0.0466
6,9,30,
3,5,40,0.0362
3,9,40,
9,5,20,0.0625
9,7,40,0.0461
2,9,40,0.064
3,7,20,0.0419
3,9,40,0.0633
8,7,40,0.0434
1,5,20,0.0605
5,9,40,0.0599
3,7,20,0.0378
5,5,20,0.0553
1,5,40,0.0331
3,7,40,0.0418
10,7,30,0.0442
3,9,30,0.0415
4,7,30,0.0434
8,5,40,0.0315
6,7,30,0.0413
1,9,40,0.0534
5,7,40,0.0504
4,7,40,0.0526
9,9,40,0.0558
1,7,30,0.0412
7,9,20,0.0287
9,5,20,0.0489
2,7,30,0.048
7,9,20,0.0293
3,9,30,0.0379
