group,ph,temperature,activity
6,5,40,0.0357
1,7,30,0.05
10,9,20,
10,7,40,0.0427
6,9,40,0.0448
9,9,40,0.0425
7,5,20,0.0534
9,9,40,0.0543
3,5,40,0.0294
7,7,20,0.0461
9,9,20,0.0254
1,9,20,0.0267
7,9,40,0.0569
5,9,40,0.0582
2,5,30,0.0389
8,5,20,0.0635
10,5,40,0.035
10,5,30,0.0362
5,5,30,0.0357
4,7,30,0.0507
3,9,40,
7,5,20,0.0664
5,9,20,0.0308
10,9,30,0.0463
5,9,30,0.043
1,7,40,0.0458
2,7,20,ERROR
6,7,30,0.0501
6,7,30,-1
4,7,40,-1
3,9,40,0.0491
8,5,40,0.0324
10,9,30,0.0395
3,5,30,0.0338
4,9,20,0.0359
8,9,30,0.0421
5,9,30,0.0384
7,5,30,0.0456
9,5,40,0.0327
9,5,30,0.0379
10,9,40,-1
7,9,20,0.0256
9,9,30,0.0377
10,7,40,
3,5,30,0.0381
9,7,20,ERROR
9,7,30,
7,5,20,
5,7,40,0.0394
10,9,20,0.0288
2,5,40,0.034
6,7,20,0.043
3,7,20,0.0476
4,7,20,0.0456
5,9,40,0.0529
1,9,20,0.0303
6,9,40,0.0503
1,5,40,0.0331
4,5,20,0.0565
2,9,20,0.0338
3,9,30,0.0415
9,9,30,ERROR
4,9,40,0.0571
4,5,40,0.0353
8,9,40,-1
5,7,20,0.048
2,7,30,ERROR
7,7,40,0.0395
4,7,30,ERROR
3,9,40,0.0603
5,5,40,0.0337
7,5,40,0.0349
8,9,30,0.0379
7,5,20,ERROR
1,9,40,0.0589
2,9,30,0.0423
3,5,40,0.0357
5,5,30,ERROR
7,9,40,0.0546
4,7,20,0.0372
6,9,30,0.0366
6,9,40,0.0532
3,5,20,0.052
9,7,20,ERROR
7,5,20,-1
2,9,30,0.0529
1,7,30,0.037
10,5,30,0.0409
7,5,30,0.0425
6,5,20,0.043
1,7,40,0.0424
7,9,30,0.0483
10,7,20,
7,7,20,ERROR
4,7,40,0.0446
8,7,40,0.0501
5,7,20,0.043
9,7,40,0.0461
7,7,20,
4,7,40,
9,7,40,0.044
8,9,20,0.0317
9,7,30,0.0402
3,5,20,0.0543
1,7,40,0.0404
3,7,20,0.0419
6,7,20,0.0401
5,7,20,0.0425
9,5,20,ERROR
3,7,40,0.0418
9,5,40,0.0337
9,7,20,
8,9,40,0.0593
10,9,30,0.0389
1,7,20,-1
9,9,40,0.0501
3,7,30,0.0486
3,9,30,-1
2,9,40,0.055
7,9,20,0.0305
6,7,40,0.0425
6,9,20,0.0273
4,5,30,0.0372
5,9,20,0.03
8,5,30,0.0384
10,5,20,ERROR
5,9,40,ERROR
6,7,30,0.0413
5,9,20,0.0309
10,5,20,0.062
10,5,40,0.0281
6,7,40,0.0441
4,7,20,0.0434
4,7,40,0.0526
4,9,30,
6,9,20,0.0288
7,9,20,0.0293
3,7,30,0.0429
2,9,30,0.0477
8,9,40,0.0632
4,5,30,0.0386
9,5,40,0.0321
2,5,20,0.0532
5,5,20,0.0553
5,7,30,0.0456
8,7,20,0.0423
8,7,20,0.0463
9,5,30,0.041
9,5,20,0.0625
8,9,30,0.0417
3,5,40,
7,5,40,0.029
10,7,20,
5,5,20,0.0491
6,5,30,0.038
6,7,40,0.0436
8,5,30,0.0321
10,9,30,0.0431
2,5,30,0.0331
7,9,40,0.0504
5,9,30,0.0418
2,7,30,0.048
1,9,40,0.0671
10,7,30,0.0442
5,7,40,0.0504
10,7,40,0.0501
10,9,20,0.0305
4,9,20,0.0309
1,7,20,0.039
8,9,40,0.0551
8,7,30,0.0456
7,9,20,0.0287
5,5,20,
6,7,20,0.0449
10,9,40,0.0468
3,7,20,0.0457
2,5,20,0.0462
10,5,20,0.0581
8,9,20,0.0298
9,9,20,0.0293
8,5,40,0.0312
6,5,40,0.0346
8,9,20,0.0323
6,5,20,0.0472
9,9,30,0.0422
1,5,20,0.0468
9,5,30,0.0398
3,9,40,0.0633
3,5,20,0.0574
1,5,40,0.0335
10,9,20,0.0333
3,7,20,0.0378
1,9,40,0.0534
10,5,20,0.0547
9,7,40,
9,7,30,0.0461
10,7,30,0.04
1,7,40,
7,5,40,0.036
4,5,20,0.0498
2,9,30,0.0509
1,5,40,0.0308
1,9,20,0.0305
3,9,30,0.0379
1,5,30,0.0411
5,9,20,-1
3,7,40,0.0425
5,5,20,0.0563
3,5,30,0.0444
5,5,30,0.0394
6,9,30,0.0461
2,5,40,0.0303
1,7,30,0.0412
4,7,30,0.0434
7,7,30,0.0453
4,9,20,0.0261
9,7,40,0.0473
8,9,20,0.0287
1,5,30,0.0391
1,7,40,0.0466
1,9,20,0.0307
3,9,30,0.0437
3,5,40,0.0362
6,9,40,0.0525
2,5,30,0.0368
2,7,30,ERROR
