group,ph,temperature,activity
4,9,20,0.0309
7,5,20,0.0664
9,7,40,0.0473
4,5,20,0.0565
7,9,20,0.0256
5,5,30,0.0357
6,5,30,0.0333
5,9,40,0.057
4,7,20,0.0401
3,5,20,0.052
9,5,20,ERROR
2,5,40,0.034
2,7,20,0.0516
2,9,40,0.0571
8,9,20,0.0317
1,9,30,0.0408
2,9,20,0.0263
8,9,20,0.0287
10,5,20,0.0552
9,9,40,0.0425
2,9,40,0.0601
6,9,40,0.0525
6,7,20,0.043
1,9,30,0.047
7,5,20,
4,9,20,0.0356
5,9,20,0.0231
4,7,40,-1
1,9,30,0.0455
6,7,40,0.0441
3,7,20,0.0378
7,5,20,ERROR
1,7,30,0.05
9,7,20,ERROR
5,5,20,0.0491
7,9,20,0.0293
9,5,40,0.0321
8,9,40,0.0632
2,7,20,ERROR
6,5,20,0.0479
3,9,40,0.057
6,5,30,0.0392
5,7,40,0.0394
1,5,30,0.0428
2,5,40,0.0284
6,7,20,0.0449
1,9,30,0.0416
2,7,20,0.0495
9,5,30,0.0332
8,7,30,0.044
9,9,30,0.0477
8,5,20,0.0632
1,9,20,-1
3,9,30,0.0449
3,5,30,0.0338
4,7,40,
1,7,40,0.0458
5,5,20,0.0478
4,5,40,0.0271
5,7,20,0.043
1,9,20,0.0307
8,9,30,0.0379
10,5,20,ERROR
1,7,40,
8,5,30,0.0342
3,7,40,-1
1,5,30,0.0401
2,7,30,ERROR
6,9,30,
7,9,30,0.0434
9,5,20,0.0625
5,5,20,
9,7,30,0.0402
1,5,20,0.0468
1,5,40,0.0308
5,5,20,0.0553
7,5,20,-1
10,7,40,0.0501
8,7,40,
1,7,30,0.037
6,5,20,0.043
10,9,30,0.0463
6,9,20,0.0303
6,5,40,0.0357
5,9,30,0.043
5,5,30,0.0394
8,5,20,0.0441
8,9,30,0.0402
6,7,20,0.0433
9,7,40,0.0461
7,5,20,0.0534
7,5,40,0.0351
2,7,30,0.048
10,9,40,0.0621
4,9,30,-1
1,5,40,0.0331
1,7,40,0.0466
4,9,20,0.0261
8,7,40,0.0501
7,9,40,0.0504
10,7,40,
4,9,30,0.0394
3,5,40,0.0286
5,9,30,0.0384
1,7,30,0.0412
10,7,20,0.0587
1,7,20,0.0452
1,9,40,0.0589
4,9,30,0.0484
6,7,20,0.0401
6,9,20,0.0232
10,5,40,
6,5,40,0.0346
9,5,40,0.0328
3,5,20,0.0631
1,5,30,0.0391
7,5,40,0.029
9,7,20,0.0418
7,9,30,0.0464
4,5,40,0.0284
3,7,20,0.0457
6,9,20,0.0273
4,5,30,0.0373
1,7,30,0.0423
