group,ph,temperature,activity
4,7,20,0.0372
9,9,40,0.0425
6,5,30,0.0322
8,7,40,0.0501
2,5,40,0.034
10,7,30,0.0522
5,7,40,0.0464
1,9,30,0.0408
5,9,20,-1
5,7,30,0.0357
6,7,20,0.0433
9,7,40,0.0473
1,9,30,0.0504
3,7,40,0.0393
9,5,20,0.0625
4,7,30,0.0493
8,5,20,ERROR
3,7,30,0.0429
8,5,40,0.0317
3,5,40,0.0294
1,7,20,0.0452
4,5,20,0.0565
6,5,40,0.0357
4,7,30,0.0443
9,9,30,0.0377
7,7,20,0.0411
3,9,40,0.0633
6,5,20,0.0472
3,5,20,0.0631
10,5,20,0.0552
3,9,40,
10,7,20,0.0448
3,5,30,0.0338
10,5,20,0.0581
4,7,20,0.0401
1,7,30,0.0464
4,5,40,0.0271
1,7,30,0.037
7,9,20,0.0256
7,9,40,0.0546
5,9,40,0.0529
3,5,40,0.0357
9,9,40,0.0543
10,9,20,0.0305
6,7,40,0.0436
1,5,20,0.0535
10,9,40,0.0621
9,7,30,-1
10,7,30,0.04
8,5,40,0.0315
6,7,40,0.045
8,9,30,0.0417
5,9,40,0.0582
9,5,20,ERROR
8,9,40,0.0593
6,7,20,0.0401
10,9,30,0.0395
8,7,20,0.0426
2,7,20,0.0516
7,7,40,ERROR
8,7,40,0.0447
1,9,40,0.0534
4,5,20,0.0633
4,7,30,0.0507
10,9,30,0.0389
2,7,20,0.0478
7,7,20,0.0519
7,9,40,0.0504
3,5,30,0.0444
1,5,20,0.0468
6,9,30,0.042
8,7,40,
3,7,30,0.0462
3,7,20,0.0476
5,7,40,0.0538
10,9,30,0.0431
4,5,20,0.0498
4,5,30,0.0377
4,5,30,0.0373
10,7,30,0.0371
2,5,20,ERROR
1,9,40,0.0589
9,7,40,
7,9,20,0.0287
1,7,30,0.05
3,9,40,0.0491
7,7,40,0.0512
9,7,40,ERROR
2,7,30,ERROR
10,9,30,0.0463
10,7,30,0.0398
7,5,40,0.029
6,7,30,0.0413
9,5,30,0.0398
5,7,20,0.043
1,7,20,0.039
5,9,20,0.0308
2,7,20,0.0413
8,9,20,0.0287
8,5,20,0.0632
3,7,40,0.0436
4,7,30,ERROR
8,5,40,0.0317
2,9,40,0.0571
6,9,20,0.0273
6,5,20,0.043
8,9,40,0.0551
5,9,20,0.03
9,9,30,0.0474
9,9,20,0.0352
6,7,20,0.043
10,9,40,0.0562
10,5,40,0.035
4,9,20,0.0356
9,7,40,0.044
9,7,30,
5,5,20,0.0478
2,9,20,0.0338
4,7,40,-1
5,7,30,0.042
3,9,20,0.0302
3,9,20,0.0306
5,5,40,0.0337
1,9,20,0.0307
7,9,30,0.0464
2,5,40,0.0284
2,5,30,0.0368
5,9,20,0.0309
8,5,20,0.0441
3,5,30,0.0381
1,7,40,0.0404
4,7,40,
7,5,30,0.0423
4,7,40,0.0446
7,9,30,0.0421
2,5,30,0.0408
2,7,40,0.0444
6,7,40,0.0441
4,7,40,0.04
10,9,20,0.0288
5,5,30,0.0401
5,7,20,0.0465
7,7,30,-1
1,5,30,0.0401
2,9,20,0.0237
4,5,30,0.0372
8,7,20,0.0463
5,7,20,0.0425
4,9,30,0.0466
7,5,40,0.0351
8,9,40,0.0632
9,7,40,0.0461
7,9,40,0.0592
7,7,30,
7,5,40,0.0349
6,9,40,0.0525
8,5,40,0.0312
10,5,40,0.0281
7,7,40,0.0451
8,9,20,0.0317
4,9,20,0.0261
8,7,30,0.0456
7,9,40,0.0569
1,5,30,0.0411
5,9,30,0.0418
6,5,20,0.0559
8,5,30,0.0342
7,9,20,0.0305
3,5,20,0.0543
10,9,40,0.0468
7,7,20,0.0461
7,9,30,0.0434
3,7,20,0.0457
1,9,40,0.0671
5,9,30,
2,7,20,ERROR
10,9,20,0.0313
8,5,30,0.0347
1,7,30,0.0423
6,5,30,0.0333
10,7,40,
9,9,40,0.0558
10,5,20,ERROR
4,5,30,0.0386
3,5,30,0.0338
3,7,30,0.0525
7,9,20,0.0293
4,9,40,-1
2,9,40,0.0601
2,5,30,0.0303
5,5,20,0.0491
4,7,30,0.0434
5,5,20,
3,5,20,ERROR
7,7,40,-1
9,7,20,0.0418
6,5,40,0.0346
4,5,40,0.0284
3,5,40,
2,5,40,0.0303
8,9,20,0.0323
6,5,20,0.0479
5,9,30,0.043
9,7,30,0.0513
9,5,30,0.0379
5,5,30,ERROR
2,7,30,0.047
5,5,30,0.0394
6,7,40,0.0506
7,9,30,0.0453
1,5,20,0.0605
10,5,40,
5,9,20,0.0231
2,7,20,0.0495
9,9,30,0.0477
5,7,30,0.0515
6,5,30,0.038
10,9,30,0.0537
1,7,30,0.0412
1,9,40,0.0504
7,7,30,0.0453
8,9,40,0.0599
10,7,40,0.0427
2,9,20,0.0328
1,5,20,ERROR
2,9,30,0.0529
1,9,30,0.0416
9,7,20,0.0419
2,5,20,0.0659
6,9,40,0.0532
8,7,20,0.0423
8,5,30,0.0321
8,7,30,0.0481
10,9,20,
7,5,20,-1
4,9,20,0.0309
3,7,40,-1
3,5,20,0.0574
8,5,30,0.0381
10,5,30,0.0292
6,9,40,0.0448
2,9,20,0.0263
7,5,30,0.0298
5,9,30,0.0384
4,9,30,0.0394
3,7,40,0.0425
7,5,20,ERROR
3,7,30,0.044
6,7,30,0.0498
4,5,40,0.0311
1,7,20,-1
8,7,40,0.0384
7,5,30,0.0456
6,7,20,0.0449
9,9,30,0.0422
9,7,30,0.0461
10,7,30,0.0442
6,5,40,0.0327
6,9,30,
10,5,20,0.062
8,7,30,0.0461
8,9,20,0.0298
9,5,40,0.0327
7,7,20,ERROR
9,7,20,
3,7,30,0.0486
5,5,20,0.0553
3,5,30,0.0334
5,5,40,0.0279
4,9,30,0.0484
10,7,20,
5,9,30,0.0384
4,5,30,0.0435
7,7,30,0.0421
8,5,30,0.0384
2,9,40,0.055
1,5,30,0.0391
9,7,20,ERROR
4,5,20,0.0639
3,9,40,0.0603
3,5,40,0.0286
6,7,20,0.0422
3,9,40,0.057
6,9,20,0.0288
2,5,20,0.05
9,9,20,0.0335
1,5,40,0.0308
3,9,20,0.0285
10,5,30,0.0326
1,5,40,0.0335
6,5,40,0.0338
8,7,40,0.0434
4,9,20,0.0359
5,5,40,0.0345
1,9,20,0.0303
2,5,40,0.0351
7,5,20,0.0664
3,9,30,-1
8,7,30,0.044
5,5,40,0.0285
