group,ph,temperature,activity
1,9,20,0.0303
1,7,30,0.037
5,7,40,0.0394
4,7,30,0.0434
8,9,30,0.0415
5,9,40,ERROR
8,9,30,0.0417
10,9,40,ERROR
5,5,40,0.0323
5,7,40,0.0538
10,5,40,
6,5,40,0.0338
1,9,40,0.0629
10,9,20,0.0288
9,5,40,0.0327
2,5,40,0.0284
7,9,40,0.0569
10,5,20,0.0581
7,7,20,0.0411
7,9,30,0.0464
2,5,20,0.05
9,5,40,0.0337
7,5,20,
10,5,30,0.0409
1,5,40,0.0335
2,7,30,ERROR
5,5,30,0.0357
4,9,30,0.0466
3,5,20,0.0631
2,9,30,0.0477
4,7,20,0.0401
2,9,20,0.0263
3,9,40,0.0603
5,7,30,0.0426
10,5,40,0.0388
8,5,30,0.0321
4,7,20,0.0422
9,7,40,0.0461
5,5,40,0.0345
9,7,30,
3,5,30,0.0334
8,7,20,0.0463
6,9,30,0.0461
3,7,40,0.0436
3,9,20,0.0285
5,7,20,0.0425
5,5,20,0.0491
6,9,20,0.0232
4,5,40,0.0355
1,5,20,0.0605
10,9,40,-1
10,7,30,0.0522
1,9,40,0.0589
1,5,30,0.0428
1,5,40,0.0308
6,5,20,-1
6,7,30,0.0413
6,7,30,0.0395
7,9,20,0.0256
2,7,40,0.0444
8,5,40,0.0312
1,5,30,0.0401
10,9,40,0.0562
8,7,40,0.0447
10,9,30,0.0395
3,5,30,0.0338
6,7,20,0.0422
2,7,20,0.0495
8,7,40,0.0434
5,9,30,0.0384
7,7,30,
4,5,30,0.0373
9,9,30,0.0477
10,9,30,0.0463
4,9,30,0.0484
8,7,30,0.0461
3,9,40,0.0491
10,5,20,ERROR
4,9,20,0.0302
9,7,20,
9,9,30,0.0474
5,9,30,
4,5,20,0.0565
9,5,30,0.0398
5,7,30,0.0515
3,7,40,0.0425
6,7,30,0.0501
10,9,30,0.0537
1,5,20,0.0468
2,5,30,0.0368
7,9,30,0.0453
1,5,40,0.0335
1,7,20,-1
1,5,30,-1
5,5,30,ERROR
4,5,40,0.0284
2,9,40,0.064
5,9,40,0.0529
2,7,30,ERROR
10,7,20,0.0448
8,5,20,0.0599
1,9,20,0.0267
9,7,30,0.0513
9,9,40,0.0558
8,7,30,0.0497
5,9,30,0.043
8,9,30,0.0402
10,7,40,0.0404
5,7,40,0.0464
9,5,20,0.0489
9,9,20,0.0352
8,5,20,ERROR
3,7,30,0.0429
4,9,40,0.0466
4,9,20,0.0359
8,5,30,0.0384
8,9,40,-1
3,7,30,0.0525
1,9,20,0.0305
1,9,40,0.0504
2,9,20,0.0328
10,5,30,0.0362
7,9,20,0.0305
3,9,20,0.0283
4,5,40,0.0311
9,7,40,
10,9,30,0.0389
1,9,30,0.0416
9,5,30,0.0379
7,9,20,0.0287
9,5,40,0.0328
4,7,20,0.0372
8,7,40,0.0384
1,9,30,0.0504
2,7,20,0.0516
8,9,30,0.0379
10,5,40,0.035
6,7,40,0.0436
10,7,40,
6,5,20,0.0472
9,9,30,0.0422
9,5,30,0.0332
1,7,20,0.0462
9,7,20,ERROR
3,9,30,0.0415
8,5,30,0.0347
5,7,40,0.047
9,5,20,0.0499
8,9,40,0.0632
1,7,20,0.0401
1,9,20,0.0307
5,5,20,0.0563
1,7,40,
8,7,20,0.0423
5,9,20,0.03
4,5,20,0.0547
3,9,20,0.0302
4,5,20,0.0639
7,7,20,
6,5,40,0.0327
9,9,40,0.0425
3,7,40,0.0393
2,7,20,0.0478
10,5,30,0.0459
6,5,40,0.0357
4,5,30,0.0435
1,5,30,0.0411
8,9,20,0.0298
7,7,30,0.0453
2,5,20,0.0659
1,5,30,0.0391
3,5,40,0.0294
8,7,40,0.0501
5,9,20,-1
2,7,20,ERROR
7,9,30,0.0434
6,7,20,0.043
4,9,30,-1
5,7,20,0.048
5,9,20,0.0308
3,9,20,0.0247
7,7,30,0.0478
6,5,30,0.0373
6,7,40,0.045
6,7,40,0.0441
1,5,40,0.0339
10,7,30,0.0442
2,5,30,0.0389
3,9,40,
4,7,30,0.0493
9,7,30,0.0402
1,5,20,0.0535
1,7,30,0.0464
7,5,30,0.0456
10,7,40,-1
4,9,40,0.0535
2,5,20,ERROR
2,9,40,0.0601
6,9,30,
6,5,40,0.0346
10,5,20,0.062
5,7,30,0.042
7,9,20,0.0293
10,7,30,0.0398
5,5,40,0.0279
3,9,30,0.0379
5,9,30,0.0384
1,5,40,0.0331
2,7,20,0.0413
8,5,20,0.0635
6,7,40,0.0425
8,5,40,0.0315
1,7,40,0.0466
2,7,40,0.0397
6,5,20,0.0479
2,7,30,0.048
10,5,40,0.0281
8,9,20,0.0317
8,5,30,0.0381
8,5,20,0.0441
3,7,20,0.0498
8,7,20,0.0426
3,5,40,0.0362
6,9,30,0.0427
2,7,30,0.048
7,5,20,0.0664
9,5,20,ERROR
7,9,40,0.0547
9,9,20,0.0335
6,5,30,0.0392
9,5,30,0.0325
6,5,20,0.0559
2,9,40,0.065
3,5,30,0.0381
6,9,20,0.0288
2,5,20,0.0532
7,7,40,0.0451
7,7,20,0.0461
7,5,40,0.036
3,9,40,0.0633
2,7,40,0.0408
2,9,30,0.0509
7,7,20,0.0519
7,5,40,-1
2,5,30,0.0408
7,7,20,ERROR
8,7,20,0.0413
2,5,30,0.0331
4,7,20,0.0456
3,7,30,0.0486
8,9,20,0.0323
6,9,20,0.0273
10,7,20,0.0587
2,5,40,0.034
6,9,40,0.0448
9,7,20,0.0418
2,9,30,0.0398
6,5,30,0.0333
3,5,30,0.0338
6,7,20,0.0401
4,5,40,0.0271
4,7,40,0.0446
