group,ph,temperature,activity
8,5,40,0.0315
10,9,20,0.0333
2,9,30,0.0398
9,5,40,0.0314
7,9,40,0.0569
8,5,30,0.0342
5,9,30,0.0418
2,5,20,0.0659
9,7,20,ERROR
4,7,20,0.0434
5,9,40,0.0582
1,7,30,0.037
4,9,40,0.0558
8,7,20,0.0426
9,9,30,0.0474
7,5,20,
2,5,20,0.0532
2,9,30,0.0477
6,5,30,0.0373
9,7,30,0.0513
6,9,40,0.0525
4,7,30,0.0434
9,7,40,ERROR
10,9,30,0.0389
2,9,40,0.0571
6,7,20,0.0422
5,9,30,
8,9,20,0.0317
9,7,40,0.044
6,5,20,0.0479
9,9,40,0.0561
9,5,40,0.0337
9,5,20,ERROR
9,5,30,0.0398
7,5,30,0.0425
10,7,40,0.0501
8,7,40,0.0447
5,7,20,0.0423
10,5,30,0.0292
3,7,40,-1
3,7,30,0.0486
10,5,20,0.0552
1,9,30,0.0504
9,9,40,0.0543
1,5,30,0.0411
9,9,40,0.0558
4,9,40,0.0466
8,7,30,0.0456
7,7,40,0.0512
2,7,20,0.0413
4,7,40,-1
6,5,30,0.038
8,5,20,0.0632
6,5,40,0.0392
5,5,40,0.0279
9,5,20,0.0625
10,5,30,0.0326
10,9,40,0.0468
3,5,20,0.0631
1,9,30,0.047
5,7,40,0.047
1,7,30,0.0412
6,5,40,0.0357
5,5,20,0.0563
10,7,30,0.0371
8,7,40,0.0434
7,5,20,0.0534
5,9,30,0.0384
9,5,40,0.0328
7,5,30,0.0298
9,5,30,0.0332
8,5,20,0.0441
10,5,20,0.0547
4,7,40,0.0446
1,7,20,0.0401
2,5,20,0.0462
3,7,20,0.0457
10,7,30,0.0522
5,5,40,0.0345
5,9,40,0.0599
10,9,20,0.0288
10,5,30,0.0409
4,5,30,0.0373
2,9,30,0.0509
4,7,20,0.0372
3,9,30,-1
6,9,40,0.0503
10,7,20,
5,9,20,-1
7,9,30,0.0434
1,7,20,0.0462
10,9,20,
10,7,40,-1
10,5,20,0.062
8,9,20,0.0317
5,5,30,0.0394
2,5,30,0.0368
10,5,20,0.0581
3,7,20,0.0498
10,5,20,ERROR
7,7,30,0.0453
1,9,40,0.0504
4,5,20,0.0498
4,9,20,0.0356
9,7,40,
5,5,20,0.0553
7,5,30,0.0374
2,9,40,0.065
6,9,20,0.0288
7,5,40,0.036
4,7,40,0.04
10,9,30,0.0431
5,7,30,0.0456
9,9,20,0.0335
6,5,20,0.0559
6,7,40,0.0436
2,9,20,0.0237
2,7,30,0.048
8,9,20,0.0323
1,5,20,0.0468
10,9,30,0.0395
3,7,30,0.0525
8,9,20,0.0287
5,7,30,0.0515
4,9,20,0.0359
3,5,30,0.0444
6,7,20,0.0433
8,7,20,0.0426
3,5,30,0.0381
8,9,40,0.0632
10,7,20,0.0587
10,5,30,0.0362
10,9,30,0.0463
6,5,20,-1
